ScenarioType,Ag1,Ag2,Ag3,Ag4,Ag5,Ag6,Ag7,Ag8,Ag9,Ag10,Ag11,Ag12,Ag13,Ag14,Ag15,Ag16,MeanLogProb_Moderate,StdErrLogProb_Moderate,MeanLogProb_Weak,StdErrLogProb_Weak,MeanPaths_Strong,StdErrPaths_Strong
sequential,H1,H1,H1,H1,H1,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-24.967325181324615,1.618512376812073,-12.315804149361808,0.26281256668620895,1505.3,4760.176561851462
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,-25.011329084042277,1.330355906436274,-12.13513724919229,0.20781999126978332,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,-25.021593559483488,0.20965549694401694,-10.796096137615619,0.14918225852170175,0.0,0.0
sequential,H1,H1,H1,H1,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-25.055070708392197,1.8154727701845306,-12.388993925128773,0.2540989024597132,547.3,1730.714563410154
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,-25.158493544321203,0.9552313456599759,-10.882155199925906,0.2291261717803113,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,-25.193646539699284,1.2653457673434492,-11.795366043619806,0.2174932144562871,54826532.0,16601708.452188568
sequential,FluB,FluB,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-25.276207870371305,0.3572323238525566,-11.116415499728616,0.1882555970649667,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,-25.47059573975164,1.8342720627406968,-12.584403895379065,0.21417706509389625,0.0,0.0
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,-25.63659423875536,0.7068674137105038,-11.113429503569492,0.2562375147729451,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,FluB,-25.665114911799165,1.6568667084821638,-12.622330496955454,0.2756324189971898,191712.6,133906.1157413407
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,-25.747308102032513,0.24452667405578096,-11.687605916448682,0.13705296132959285,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-25.86692576732339,2.0159797293544264,-12.404161667183118,0.26926807697505273,2539.5,8030.604117997599
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,-25.91161982561257,0.433812515968993,-11.5999229450347,0.25285304828314203,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,-25.91192114093636,1.4465167459501318,-12.917800804335476,0.21017762984830338,11654.4,8477.061469374605
sequential,H1,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-26.147119468020108,0.402650368363315,-10.918584774356193,0.22064152083293437,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,-26.221202584013543,1.2636320873477944,-12.188737246035112,0.2745317442691451,14799312.8,7558556.298685995
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,-26.257083304626953,0.23848910921789657,-10.527542614018483,0.1751380191281845,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,-26.27980249624477,0.19514275398118275,-11.086983545421528,0.13213631358946315,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,-26.34142309643324,0.26367130214433093,-10.586150185595969,0.17895177846847624,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,FluB,FluB,-26.49392356686054,2.755863428287928,-12.819217014122234,0.2731306688618323,12574.1,28770.86323367985
sequential,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,-26.587089493695025,0.6892133218808421,-10.71657330673802,0.23285402459126492,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,H3,-26.75606285335843,1.2699180730685882,-12.768762685742843,0.2123593068192637,14031626.8,6761252.967760846
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,-26.87410867065626,0.21672260118823283,-10.586693023567443,0.16676138449254277,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,-26.894185970071693,1.1047837660045063,-12.056664227616716,0.20971533164463002,0.0,0.0
sequential,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,-26.901710097038972,0.5066908489284095,-10.70912412330649,0.2350488116259388,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-26.911420541461556,0.35116519928290046,-11.102445800274362,0.1752039180500122,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,-26.9394255172956,0.7574972739377329,-10.782159312500353,0.22876195893550863,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,H3,-27.054963072354766,1.4113391381504479,-12.394878295639534,0.22187394401502103,11771670.8,3975500.3423227067
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,-27.076390245263894,1.242470838869506,-13.316519423268666,0.27143630140369607,1070061.7,518022.5305544259
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,-27.166355977352474,0.3113227880386154,-10.760193450545197,0.18034484183651475,0.0,0.0
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,-27.18122377399359,1.5774860251589566,-12.821727002461694,0.19959740188308178,0.0,0.0
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,-27.233416470767846,0.8521298129606051,-10.887640581181119,0.2500544043569316,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-27.35233091627862,2.3328689072359916,-12.640433086003783,0.2692585625342676,2943.2,9307.215609407574
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,-27.46405598019811,1.0995971133360554,-12.279581744963997,0.2522070682661639,28348655.4,8919433.904888026
mixed_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,-27.520609460692196,0.5658229782243711,-12.935292913411123,0.17911864040205114,,
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,-27.60223154533106,1.1267162656112508,-11.633975911716197,0.2158807476507079,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,-27.769007126573605,0.20206300695464421,-12.360875712904456,0.12144736448964996,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,-27.76923996760311,1.2275896826946553,-12.488880894932025,0.21901079900530088,37107153.3,11986278.738824222
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,-27.78812958347454,0.21005259158438422,-11.502291042498095,0.10950626990193035,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,-27.841624521539977,0.1944758007471213,-10.746460789153346,0.15674240894489078,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,-27.845240734519322,0.9087862767071603,-10.939069961389155,0.22914414813270148,0.0,0.0
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,-27.916600861254743,1.9044752719039009,-13.691587221427346,0.20071288712053803,0.0,0.0
sequential,H1,H1,H1,H1,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-27.944859964491137,2.860476239362574,-12.957273040494126,0.2520454745043088,0.0,0.0
sequential,H1,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-28.014047348000705,2.653240672737378,-12.897204541774459,0.26020694967641883,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,-28.08762870983994,2.193689854492077,-11.243045313478438,0.2228786478781959,0.0,0.0
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-28.35165382504812,1.1151885945443223,-12.294561703520806,0.2321043952560275,0.0,0.0
sequential,H1,H1,H1,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-28.409743074652738,1.7321706579051572,-12.531080621433956,0.23851032771546335,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,-28.432831913860277,1.2616180563735775,-13.281189892843715,0.2725596521527279,4026360.3,2899148.6480979226
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,H3,-28.500703948871603,1.3259368474664506,-12.997447668216749,0.2133639157801555,18946918.5,8767945.58525039
sequential,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,-28.505018142175278,1.47805809821299,-12.977190170940187,0.2077015929602728,0.0,0.0
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,-28.510095394122644,1.5981000619836905,-13.655334257199648,0.19861343396003217,0.0,0.0
sequential,H1,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-28.522883646307356,0.4302630398782119,-10.940114386488005,0.21983652762335792,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,-28.640613954686653,1.6600099167588063,-12.635974996618689,0.21371411075548363,0.0,0.0
sequential,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,-28.643802865919625,0.5640340411338769,-13.283431917827645,0.123006919818991,0.0,0.0
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,-28.76741753344865,0.49717018763326004,-10.823770191345547,0.21895463088624348,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,-28.76972210808114,2.026148373279725,-13.374590876610926,0.2718639199503172,90184.8,90159.3996206472
sequential,FluB,FluB,FluB,FluB,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-28.896339814327757,0.3184421455058505,-11.058101322028332,0.18044354681420835,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,-28.92921545703581,0.1938528577140385,-11.014061088562045,0.14122640834820746,0.0,0.0
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,-29.093432633580154,1.4393325466531652,-13.651997660279942,0.18688661757359754,0.0,0.0
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.113956718880484,0.5176890690432288,-11.194104312966703,0.2076104068662876,0.0,0.0
sequential,H1,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.113956718880484,0.5176890690432288,-11.194104312966703,0.2076104068662876,0.0,0.0
sequential,H1,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.113956718880484,0.5176890690432288,-11.194104312966703,0.2076104068662876,0.0,0.0
sequential,H1,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.113956718880484,0.5176890690432288,-11.194104312966703,0.2076104068662876,0.0,0.0
sequential,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,-29.197556968152824,0.4879776879616183,-13.237823394883506,0.12288799984759541,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-29.227183265130517,2.592800756672583,-13.013328850656492,0.26934551838054155,1454.7,4600.1653122469415
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,-29.385475748275866,1.0250491607735535,-13.273503811112707,0.27408093069357936,7048703.0,2987357.3416365096
sequential,FluB,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.50055257460211,0.38702801139783544,-11.691046048381441,0.19463746365852774,0.0,0.0
sequential,FluB,FluB,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.533635917447125,0.39457475895243443,-11.48762212325306,0.1851545745290999,0.0,0.0
sequential,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,-29.545669656519557,0.31539107648120773,-13.22586392141246,0.10977909360656916,0.0,0.0
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,-29.648456302543348,0.4513098440322539,-12.124187310988399,0.24542298622709474,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-29.68999063295149,2.2743024806663774,-12.99044242413365,0.26605514157750715,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,-29.84924347130382,0.21412673911203786,-12.168296286742713,0.09138345455353392,0.0,0.0
sequential,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,-29.872173484595102,0.2543185412216087,-10.699701120372385,0.16916253381585342,0.0,0.0
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,-29.88277145313579,1.6683184038861327,-13.753311114573405,0.19980118565464933,0.0,0.0
sequential,FluB,FluB,FluB,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-29.920600073895564,0.38458552508496896,-11.548413071540388,0.1749424122980044,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,-29.931047988994152,2.5405311275896048,-13.43380933897614,0.27025791297815793,7710.7,17242.36705875643
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,-30.003840249467604,0.9324032955666153,-12.106903535686115,0.20913842336597574,0.0,0.0
sequential,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,-30.019180342831127,0.49497717804007857,-10.799286102977357,0.23276123478537164,0.0,0.0
sequential,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,-30.054585358688378,1.9445893360096946,-13.871983044241617,0.1659568522710422,0.0,0.0
sequential,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,-30.096552031822842,0.6932013531077632,-10.869522828228524,0.22806014990692217,0.0,0.0
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,-30.137974299006032,1.9800366159227338,-13.866464885654658,0.14986653779816872,0.0,0.0
sequential,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,H3,-30.182818184565164,0.23488354467555764,-10.699014769694262,0.16036420057615225,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,-30.298539717670852,0.19585235292762923,-11.412450024180067,0.11892420440973672,0.0,0.0
sequential,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,-30.312650060166515,0.27149024601526683,-10.836203374577737,0.17331767167755954,0.0,0.0
sequential,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,-30.423356644923604,0.2378143642848885,-13.425453150944666,0.07438835059513868,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,-30.443154741369543,0.9059759182223482,-11.69704594645145,0.2096445447520766,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,H1,-30.594924765065468,1.1311055193361694,-11.848601868202106,0.17832994580254324,0.0,0.0
sequential,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,-30.60626112204184,0.20045969728646099,-13.436444063118854,0.06603047157396073,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,-30.732920922133875,0.7775194923174162,-11.008870455043477,0.22276501539819715,0.0,0.0
sequential,H1,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-30.774828219241627,0.3399899685863593,-11.199476231271257,0.20765331336280562,0.0,0.0
sequential,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,H3,-30.9414491026616,0.19885234640270308,-10.812719012379487,0.15008355825877728,0.0,0.0
sequential,H1,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,-31.014325008804523,0.48320843852082007,-10.98413230709186,0.21802681758534762,0.0,0.0
sequential,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,-31.029365205001465,0.9063440886450134,-13.354049791259706,0.12383999014981693,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,-31.08821796042782,1.8366001579190592,-11.309298413279686,0.21666999008489127,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,-31.103132979785364,1.1014559168430724,-13.485586868027275,0.252419503514535,13245834.1,4906223.176467877
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,-31.14899787521608,1.9317675324634458,-13.817029973410358,0.2000333574492603,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,-31.214385392348927,1.1227714787555014,-13.524724084105982,0.21367016057462718,20042878.5,6495316.323556575
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,-31.266664331493722,0.5716291876072983,-12.186997019060772,0.14635024507199845,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,H1,-31.287135402781132,1.0061842954727067,-11.86160763443117,0.1433387819623137,0.0,0.0
sequential,H1,H1,H1,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-31.29566506896788,2.874999414465957,-13.084737255154007,0.23726713897290508,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,H1,-31.34905041616764,1.2661785684382,-12.367253684623444,0.1680292948503774,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,-31.381908088825696,1.3677511496963362,-13.03450560196266,0.20710886866290432,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,-31.430063346843312,1.7485036982153743,-12.694816719482402,0.20821956201723058,0.0,0.0
sequential,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,-31.431254763112165,0.5052128955271871,-13.138973555274841,0.11131180895168848,0.0,0.0
sequential,FluB,FluB,FluB,FluB,FluB,H1,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,-31.479644255319936,0.3067727192008763,-11.114999750636981,0.17504002536166485,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-31.49005716997791,0.3599478727996918,-11.513917655156295,0.17493269896786146,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,-31.503537061474518,0.3700665431173932,-12.685153920365053,0.1440377400452399,0.0,0.0
sequential,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,-31.5601340532415,0.5141516264260091,-13.08373887474409,0.1110230995201819,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,FluB,-31.70109155991016,0.47207046646451517,-12.122008941198013,0.09200860591961689,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-31.74108394433911,2.577755435239569,-13.490973487117948,0.2687320615898495,1171.5,3704.6082788872563
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,FluB,FluB,-31.77660604832242,0.3715578399178471,-12.238511070822375,0.12110334225770401,0.0,0.0
sequential,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,-31.838685128601234,0.255172847450534,-13.068564603286418,0.10158922706485915,0.0,0.0
sequential,H1,H1,H1,H1,H1,H1,H1,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-31.86427036963652,1.9799958133913094,-13.221286350871434,0.2656022650889894,0.0,0.0
sequential,FluB,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H3,H3,H3,H3,-31.870876697594856,0.1821565393111694,-11.044818576460372,0.1343065542312636,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,FluB,FluB,FluB,-32.010295896887996,0.35248023374733184,-12.62646195040141,0.14407651577854647,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,FluB,FluB,FluB,FluB,-32.11298898684042,0.3104345698462074,-13.079316677151741,0.12899566315904118,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,H3,-32.18652467468127,0.15924535111541008,-12.068689205839869,0.09935692015863462,0.0,0.0
sequential,H3,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-32.22222352390757,2.603259892236395,-13.883185582552017,0.19637993488219233,0.0,0.0
sequential,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,-32.24584044993969,0.9844325364271597,-12.403688831009825,0.09592143981210832,0.0,0.0
sequential,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,-32.24584044993969,0.9844325364271597,-12.403688831009825,0.09592143981210832,0.0,0.0
sequential,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,-32.24584044993969,0.9844325364271597,-12.403688831009825,0.09592143981210832,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,-32.24584044993969,0.9844325364271597,-12.403688831009825,0.09592143981210832,0.0,0.0
sequential,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,-32.24584044993969,0.9844325364271597,-12.403688831009825,0.09592143981210832,0.0,0.0
sequential,H1,H1,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-32.4858109724428,1.9774925178895706,-12.864660554207168,0.2259222002872701,0.0,0.0
sequential,FluB,FluB,FluB,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H3,-32.54328483401224,0.19187049874151493,-13.238850425226099,0.0532902220176407,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,FluB,-32.70079960785695,0.4978416194505827,-12.471667280693419,0.08179292265836167,0.0,0.0
sequential,H1,H1,H1,H1,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-32.70670007579516,2.789591841513749,-13.397609109020298,0.25202060318632774,0.0,0.0
sequential,H3,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,H1,FluB,-32.73701493528758,0.2033878257453209,-13.280936392545195,0.06202700813548244,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,H1,H1,-32.73739461464924,0.7998271038934008,-12.63088958889443,0.11604598667429822,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,H1,-32.75800427300673,1.8762993884368429,-12.963467994995883,0.16214136199698032,0.0,0.0
sequential,H1,H1,H1,H1,H1,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,-32.760487765149385,2.5578470454835984,-13.348949312314314,0.25883108876533856,0.0,0.0
sequential,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,-32.822332190315834,0.8697981365937427,-12.166995593477045,0.20301224441721102,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H1,H1,FluB,FluB,-32.86384595617585,0.23668056529116616,-12.66964244140632,0.12349578528385985,0.0,0.0
sequential,H3,H3,H1,H1,H1,H1,H1,H1,H1,H1,FluB,FluB,FluB,FluB,FluB,FluB,-32.87376535060566,2.0123263386642267,-13.43101592744978,0.12401578017382445,0.0,0.0
sequential,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,-32.874165359063944,0.7331105871439233,-11.940307016411793,0.12738651945530735,0.0,0.0
sequential,H1,FluB,FluB,FluB,FluB,FluB,H3,H3,H3,H3,H3,H3,H3,H3,H3,H3,-33.00969632317307,0.3169863690204129,-11.214773393675356,0.20744148160845324,0.0,0.0
sequential,H1,H3,H3,H3,H3,H3,H3,H3,H3,H3,FluB,FluB,FluB,FluB,FluB,FluB,-33.00978932493605,1.0946191541782386,-12.724888760245225,0.24581477206260002,0.0,0.0
