,variant,correct_counts_6261_a_F_8,correct_counts_6261_a_F_6,correct_counts_6261_a_F_7,correct_counts_6261_a_F_5,correct_counts_6261_a_F_4,correct_counts_6261_a_F_1,correct_counts_6261_a_F_3,correct_counts_6261_a_F_2,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
500,10000100001,304.0,201.0,266.0,286.0,182.0,280.0,148.0,150.0,11411.624811429585,7075.287745429926,4305.576243949848,4806.625568165217,4880.546249037667,3369.176549351669,5047.670622236918,4637.327704770393,3.1000759805229676
501,00011101110,304.0,200.0,206.0,222.0,114.0,178.0,104.0,58.0,7254.53291583738,2735.7779282329047,3025.540063316109,3010.7434877518394,3788.396039462804,3352.414476966835,3909.098301431598,4637.327704770393,3.2322076082368736
502,00011001110,304.0,164.0,198.0,175.0,145.0,142.0,81.0,85.0,5787.324011510718,4009.329722410291,2356.4302416212004,3829.4544361755857,2986.3482293062643,2748.9798711128046,3757.2886586575555,4637.327704770393,3.2367358365736973
503,00001000100,304.0,199.0,203.0,247.0,250.0,150.0,109.0,88.0,6113.3704346944205,4150.835477318889,3170.9987202063066,6602.507648578596,4215.0172150779845,3335.652404582001,3852.169685391332,4637.327704770393,3.2327859205645266
504,10111011111,303.0,208.0,220.0,311.0,264.0,484.0,230.0,219.0,19725.808602613997,10329.920108327691,6691.098216949087,6972.248076898997,5307.167424652847,3486.511056045508,4174.765176286172,4622.07333732049,2.955377490881754
505,10110101110,303.0,153.0,198.0,189.0,159.0,98.0,80.0,95.0,3994.068684000355,4481.01557210562,2327.3385102431607,4199.194864495987,3225.2560876507655,2564.597074879629,3757.2886586575555,4622.07333732049,3.2795914548019613
506,11111011101,302.0,316.0,199.0,351.0,274.0,369.0,212.0,239.0,15038.891269348276,11273.291807718348,6167.447052144376,7236.348382842141,5989.7613056371365,5296.814873607599,3776.2648640043108,4606.818969870588,3.0223617559079217
507,11101100011,302.0,222.0,173.0,281.0,141.0,169.0,103.0,68.0,6887.730689755715,3207.463777928233,2996.4483319380697,3723.814313798328,4795.22201391463,3721.180069433187,3282.883524988672,4606.818969870588,3.232739470565062
508,00111111101,302.0,385.0,324.0,493.0,375.0,197.0,128.0,192.0,8028.893170898673,9056.368314150304,3723.741616389057,9903.761472867893,8412.969583131362,6453.397868161157,6148.290532348727,4606.818969870588,3.213609127134368
509,00111001110,302.0,152.0,198.0,204.0,233.0,118.0,113.0,73.0,4809.184741959611,3443.306702775897,3287.3656457184647,6153.537128475251,3481.228793019874,2547.8350024947945,3757.2886586575555,4606.818969870588,3.261115845467988
510,00100000101,302.0,186.0,180.0,164.0,131.0,123.0,94.0,49.0,5012.963756449425,2311.260663507109,2734.622749535714,3459.7140078551843,2798.634912035585,3117.7454635791564,3415.7169624159596,4606.818969870588,3.291745785052596
511,11011100100,301.0,203.0,252.0,143.0,245.0,158.0,103.0,128.0,6439.416857878124,6037.578876100203,2996.4483319380697,6470.457495607024,2440.2731245188334,3402.7006941213376,4782.003747382343,4591.564602420685,3.1975644762500797
512,01011011001,301.0,539.0,266.0,510.0,475.0,198.0,230.0,98.0,8069.648973796636,4622.521327014218,6691.098216949087,12544.764532299332,8703.071982549685,9034.757015425621,5047.670622236918,4591.564602420685,3.24926081705219
513,00111000010,301.0,170.0,205.0,275.0,213.0,216.0,111.0,128.0,8803.253425959965,6037.578876100203,3229.1821829623855,5625.336516588964,4692.832931766987,2849.5523054218097,3890.1220960848427,4591.564602420685,3.1389998804046515
514,01001101100,300.0,267.0,240.0,283.0,217.0,164.0,169.0,47.0,6683.9516752659,2216.9234935680433,4916.502602888677,5730.976638966221,4829.351707963845,4475.4733267507245,4554.289283221279,4576.310234970782,3.2625903983452407
515,01001000010,300.0,326.0,268.0,356.0,260.0,237.0,254.0,101.0,9659.125286817185,4764.027081922816,7389.299770022036,6866.60795452174,6075.085540760172,5464.435597455941,5085.623032930428,4576.310234970782,3.1708948100436523
516,00110101111,300.0,261.0,222.0,300.0,197.0,124.0,137.0,75.0,5053.719559347388,3537.643872714963,3985.567198791413,5202.776027079934,5119.454107382167,4374.900892441719,4212.717586979683,4576.310234970782,3.286372050152747
517,10111111000,299.0,560.0,502.0,738.0,682.0,270.0,265.0,125.0,11004.066782449958,5896.0731211916045,7709.30881518047,18011.64086532241,12593.857104160132,9386.760535507137,9526.055084071177,4561.05586752088,3.2476416663279455
518,01000101100,299.0,531.0,468.0,438.0,401.0,214.0,214.0,210.0,8721.741820164041,9905.402843601896,6225.630514900455,10590.422268320068,7474.402996777964,8900.660436346947,8880.864102281495,4561.05586752088,3.222635887023929
519,11011101101,298.0,188.0,186.0,251.0,135.0,84.0,183.0,100.0,3423.487443428876,4716.858496953284,5323.78684218123,3565.3541302324415,4283.276603176413,3151.269608348825,3529.5741944964916,4545.801500070977,3.256647761509025
520,01110000110,298.0,236.0,256.0,273.0,228.0,392.0,169.0,81.0,15976.27473600142,3820.65538253216,4916.502602888677,6021.486975503679,4658.703237717773,3955.8490828208655,4857.908568769364,4545.801500070977,3.063613305045894
521,01001100000,298.0,369.0,281.0,380.0,296.0,455.0,202.0,262.0,18543.890318573078,12358.169262017604,5876.529738363981,7817.369055917057,6484.641869350746,6185.204710003811,5332.313702438248,4545.801500070977,3.0145456631648875
522,00010100011,297.0,267.0,386.0,263.0,256.0,209.0,214.0,173.0,8517.962805674226,8160.165199729181,6225.630514900455,6760.967832144482,4488.0547674717,4475.4733267507245,7324.815263847558,4530.547132621075,3.168801918883235
523,00001001011,297.0,241.0,188.0,285.0,177.0,155.0,115.0,83.0,6317.149449184235,3914.9925524712253,3345.5491084745436,4674.575415193645,4863.481402013059,4039.659444745036,3567.526605190002,4530.547132621075,3.2372907338672685
524,00000001001,297.0,204.0,230.0,378.0,259.0,248.0,180.0,133.0,10107.439118694776,6273.421800947867,5236.5116480471115,6840.197923927425,6450.512175301531,3419.4627665061716,4364.527229753726,4530.547132621075,3.1285837691848775
525,11100000111,296.0,224.0,246.0,164.0,227.0,143.0,164.0,97.0,5828.079814408681,4575.352742044685,4771.04394599848,5995.076944909365,2798.634912035585,3754.7042142028554,4668.146515301812,4515.2927651711725,3.220359098087969
526,11001000110,296.0,147.0,194.0,147.0,162.0,153.0,182.0,72.0,6235.637843388309,3396.1381178063643,5294.695110803191,4278.42495627893,2508.532512617262,2464.024640570624,3681.383837270534,4515.2927651711725,3.1837623687483165
527,10110111111,296.0,376.0,322.0,452.0,435.0,231.0,195.0,109.0,9414.590469429408,5141.375761679079,5672.887618717705,11488.363308526756,7713.310855122466,6302.53921669765,6110.338121655216,4515.2927651711725,3.214867836375554
528,00110100101,296.0,223.0,242.0,195.0,129.0,282.0,117.0,94.0,11493.13641722551,4433.846987136087,3403.732571230623,3406.893946666555,3327.645169798409,3737.942141818021,4592.24169391479,4515.2927651711725,3.1134874221486033
529,00110000101,296.0,198.0,178.0,256.0,146.0,384.0,222.0,205.0,15650.228312817717,9669.559918754232,6458.364365924771,3855.8644667699,4368.60083829945,3318.8903321971666,3377.7645517224487,4515.2927651711725,2.9638805491398337
530,00100101101,296.0,221.0,178.0,160.0,105.0,137.0,97.0,67.0,5583.544997020905,3160.2951929587,2821.8979436698323,2773.05321240301,2730.3755239371562,3704.417997048353,3377.7645517224487,4515.2927651711725,3.2567940200691226
531,10101000100,295.0,246.0,217.0,218.0,206.0,137.0,78.0,74.0,5583.544997020905,3490.47528774543,2269.155047487082,5440.466302428763,3720.136651364375,4123.469806669207,4117.836560245907,4500.03839772127,3.280887297075247
532,01100001110,294.0,270.0,343.0,511.0,486.0,240.0,172.0,127.0,9781.392695511073,5990.41029113067,5003.777797022795,12835.27486883679,8720.136829574292,4525.7595439052275,6508.838433937079,4484.784030271368,3.1989699124660143
533,10110011101,293.0,393.0,343.0,269.0,282.0,317.0,284.0,244.0,12919.58951865421,11509.134732566012,8262.051711363221,7447.628627596656,4590.443849619343,6587.494447239831,6508.838433937079,4469.529662821465,3.076030088493358
534,10101000101,293.0,151.0,183.0,245.0,150.0,248.0,72.0,77.0,10107.439118694776,3631.9810426540284,2094.6046592188445,3961.5045891471573,4180.887521028771,2531.0729301099605,3472.6455784562254,4469.529662821465,3.132071266635091
535,01110000111,293.0,196.0,240.0,306.0,212.0,390.0,277.0,194.0,15894.763130205494,9150.70548408937,8058.409591716944,5598.926485994649,5221.843189529811,3285.3661874274985,4554.289283221279,4469.529662821465,2.994053399034495
536,01101100011,293.0,297.0,278.0,300.0,261.0,240.0,112.0,106.0,9781.392695511073,4999.87000677048,3258.273914340425,6893.017985116054,5119.454107382167,4978.33549829575,5275.3850863979815,4469.529662821465,3.1875390743626792
537,01000001100,293.0,409.0,278.0,512.0,447.0,227.0,389.0,216.0,9251.567257837556,10188.414353419093,11316.683506057369,11805.28367565853,8737.2016765989,6855.687605397177,5275.3850863979815,4469.529662821465,3.1348467301809464
538,11001100100,292.0,122.0,234.0,175.0,153.0,122.0,98.0,96.0,4972.207953551462,4528.184157075152,2850.989675047872,4040.7346809301007,2986.3482293062643,2044.9728309497693,4440.432051140748,4454.275295371562,3.2405273735872915
539,10111100011,292.0,202.0,255.0,235.0,257.0,241.0,113.0,148.0,9822.148498409037,6980.95057549086,3287.3656457184647,6787.3778627387965,4010.239050782698,3385.9386217365036,4838.932363422609,4454.275295371562,3.1245110598668453
540,10011100000,292.0,282.0,259.0,247.0,272.0,216.0,143.0,151.0,8803.253425959965,7122.456330399458,4160.11758705965,7183.528321653512,4215.0172150779845,4726.904412523238,4914.83718480963,4454.275295371562,3.1548039402042622
541,01010100011,292.0,644.0,363.0,522.0,543.0,606.0,342.0,217.0,24698.01655616546,10235.582938388625,9949.372131289512,14340.64661271271,8907.850146844972,10794.774615833208,6888.362540872185,4454.275295371562,3.046342010119292
542,00111010101,292.0,260.0,175.0,194.0,233.0,178.0,168.0,66.0,7254.53291583738,3113.126607989167,4887.410871510638,6153.537128475251,3310.5803227738015,4358.138820056885,3320.835935682183,4454.275295371562,3.1960821245164466
543,00100011100,292.0,407.0,332.0,470.0,354.0,199.0,269.0,135.0,8110.404776694599,6367.758970886933,7825.675740692628,9349.15083038729,8020.478101565396,6822.163460627509,6300.1001751227695,4454.275295371562,3.2128778488500664
544,01011000011,291.0,356.0,277.0,407.0,386.0,191.0,318.0,157.0,7784.3583535108955,7405.4678402166555,9251.170578216565,10194.271809405353,6945.392739015141,5967.297769000967,5256.408881051227,4439.02092792166,3.1705234302883385
545,00011000101,291.0,115.0,174.0,155.0,168.0,110.0,87.0,79.0,4483.138318775908,3726.318212593094,2530.9806298894373,4436.885139844816,2645.0512888141197,1927.6383242559302,3301.8597303354277,4439.02092792166,3.2472613839662605
546,00010101111,291.0,233.0,229.0,195.0,145.0,210.0,117.0,103.0,8558.71860857219,4858.364251861883,3403.732571230623,3829.4544361755857,3327.645169798409,3905.562865666363,4345.551024406971,4439.02092792166,3.1648942740347312
547,00000010100,291.0,295.0,260.0,360.0,323.0,236.0,140.0,104.0,9618.369483919221,4905.532836831415,4072.8423929255314,8530.439881963546,6143.344928858601,4944.811353526082,4933.813390156386,4439.02092792166,3.1865072166672386
548,11111000111,290.0,142.0,200.0,158.0,195.0,209.0,91.0,70.0,8517.962805674226,3301.8009478672984,2647.3475554015954,5149.955965891305,2696.2458298879415,2380.214278646453,3795.241069351066,4423.766560471757,3.1593664307167315
549,11011011101,290.0,274.0,218.0,344.0,295.0,441.0,291.0,137.0,17973.3090780016,6462.096140825999,8465.693831009497,7790.9590253227425,5870.307376464885,4592.807833444564,4136.812765592662,4423.766560471757,3.010641149621787
550,10110000101,290.0,216.0,182.0,245.0,180.0,125.0,102.0,150.0,5094.475362245351,7075.287745429926,2967.35660056003,4753.805506976589,4180.887521028771,3620.607635124182,3453.66937310947,4423.766560471757,3.1987540798186678
551,00011111100,290.0,320.0,291.0,302.0,284.0,225.0,212.0,124.0,9170.055652041632,5848.904536222071,6167.447052144376,7500.4486887852845,5153.583801431382,5363.863163146936,5522.075755905801,4423.766560471757,3.1718561236310445
552,11100101101,289.0,225.0,224.0,211.0,195.0,142.0,88.0,75.0,5787.324011510718,3537.643872714963,2560.072361267477,5149.955965891305,3600.6827221921244,3771.4662865876894,4250.669997673194,4408.512193021854,3.265237878719528
553,10111010101,289.0,224.0,143.0,137.0,209.0,136.0,102.0,61.0,5542.789194122942,2877.283683141503,2967.35660056003,5519.696394211706,2337.88404237119,3754.7042142028554,2713.597364586012,4408.512193021854,3.2381485353642834
554,01001101010,289.0,246.0,235.0,321.0,208.0,177.0,154.0,85.0,7213.777112939417,4009.329722410291,4480.1266322180845,5493.2863636173915,5477.815894898919,4123.469806669207,4459.4082564875025,4408.512193021854,3.2197368162934303
555,00001111110,289.0,416.0,474.0,365.0,285.0,194.0,144.0,160.0,7906.625762204784,7546.973595125254,4189.209318437689,7526.858719379599,6228.669163981637,6973.022112091016,8994.721334362026,4408.512193021854,3.2554972752239575
556,00001101001,289.0,205.0,180.0,158.0,187.0,139.0,99.0,89.0,5665.05660281683,4198.004062288423,2880.0814064259116,4938.675721136789,2696.2458298879415,3436.2248388910057,3415.7169624159596,4408.512193021854,3.222019974337187
557,00000001100,289.0,298.0,255.0,350.0,241.0,277.0,145.0,137.0,11289.357402735697,6462.096140825999,4218.301049815729,6364.817373229766,5972.696458612529,4995.097570680584,4838.932363422609,4408.512193021854,3.1334953725575616
558,10101101110,288.0,183.0,213.0,165.0,162.0,122.0,84.0,78.0,4972.207953551462,3679.149627623561,2443.705435755319,4278.42495627893,2815.6997590601923,3067.459246424654,4041.931738858885,4393.257825571952,3.268896203902906
559,10101101010,288.0,175.0,231.0,212.0,174.0,104.0,98.0,100.0,4238.603501388132,4716.858496953284,2850.989675047872,4595.345323410703,3617.747569216732,2933.3626673459808,4383.5034351004815,4393.257825571952,3.2720128367173063
560,10101101001,288.0,234.0,261.0,255.0,178.0,140.0,127.0,71.0,5705.8124057147925,3348.9695328368316,3694.649885011018,4700.98544578796,4351.535991274843,3922.324938051197,4952.789595503141,4393.257825571952,3.275976894715371
561,10010000100,288.0,253.0,201.0,299.0,241.0,180.0,146.0,72.0,7336.044521633305,3396.1381178063643,4247.392781193768,6364.817373229766,5102.3892603575605,4240.804313363046,3814.2172746978213,4393.257825571952,3.216450918537047
562,11001000100,287.0,180.0,205.0,325.0,222.0,156.0,257.0,91.0,6357.905252082198,4292.341232227488,7476.574964156154,5863.026791937793,5546.075282997348,3017.1730292701513,3890.1220960848427,4378.003458122049,3.1798793632212785
563,11000100011,287.0,203.0,240.0,285.0,180.0,239.0,126.0,152.0,9740.63689261311,7169.624915368991,3665.5581536329782,4753.805506976589,4863.481402013059,3402.7006941213376,4554.289283221279,4378.003458122049,3.1173633727284904
564,10011001000,287.0,289.0,264.0,348.0,338.0,195.0,231.0,106.0,7947.381565102747,4999.87000677048,6720.189948327127,8926.590340878261,5938.566764563315,4844.238919217077,5009.718211543407,4378.003458122049,3.1907708978876803
565,10000001001,287.0,213.0,209.0,271.0,335.0,158.0,172.0,161.0,6439.416857878124,7594.142180094786,5003.777797022795,8847.360249095318,4624.573543668558,3570.3214179696793,3966.026917471864,4378.003458122049,3.1582629155760893
566,01110101101,287.0,371.0,200.0,283.0,281.0,162.0,147.0,86.0,6602.440069469974,4056.498307379824,4276.484512571808,7421.218597002341,4829.351707963845,6218.728854773479,3795.241069351066,4378.003458122049,3.2419919080260677
567,01001011101,287.0,463.0,453.0,517.0,368.0,753.0,475.0,271.0,30689.119582165993,12782.686526743399,13818.572404568768,9718.891258707692,8822.525911721936,7760.839514178223,8596.221022080164,4378.003458122049,2.9661881947301776
568,00101111111,287.0,247.0,216.0,328.0,279.0,135.0,137.0,127.0,5502.033391224979,5990.41029113067,3985.567198791413,7368.398535813712,5597.26982407117,4140.231879054041,4098.860354899151,4378.003458122049,3.224341070254658
569,10100100010,286.0,232.0,248.0,261.0,124.0,183.0,126.0,155.0,7458.311930327193,7311.13067027759,3665.5581536329782,3274.8437936949836,4453.925073422486,3888.8007932815285,4706.098925995322,4362.749090672146,3.1626020767998053
570,10010001100,286.0,251.0,246.0,310.0,209.0,229.0,143.0,104.0,9333.078863633482,4905.532836831415,4160.11758705965,5519.696394211706,5290.1025776282395,4207.280168593378,4668.146515301812,4362.749090672146,3.1679889547443203
571,10000100000,286.0,238.0,260.0,383.0,185.0,211.0,134.0,187.0,8599.474411470152,8820.52538930264,3898.2920046572945,4885.855659948161,6535.8364104245675,3989.3732275905336,4933.813390156386,4362.749090672146,3.143543923738939
572,01101101110,286.0,152.0,284.0,167.0,196.0,279.0,263.0,154.0,11370.869008531623,7263.962085308057,7651.125352424391,5176.365996485619,2849.8294531094066,2547.8350024947945,5389.242318478514,4362.749090672146,3.0493398195737464
573,00011100001,286.0,399.0,170.0,300.0,240.0,204.0,128.0,163.0,8314.183791184412,7688.479350033853,3723.741616389057,6338.407342635452,5119.454107382167,6688.066881548836,3225.9549089484062,4362.749090672146,3.1597549375319636
574,00011001001,286.0,204.0,167.0,246.0,252.0,157.0,119.0,78.0,6398.661054980161,3679.149627623561,3461.9160339867017,6655.327709767224,4197.9523680533775,3419.4627665061716,3169.02629290814,4362.749090672146,3.211605723646246
575,00010001110,286.0,225.0,243.0,263.0,229.0,164.0,104.0,66.0,6683.9516752659,3113.126607989167,3025.540063316109,6047.897006097994,4488.0547674717,3771.4662865876894,4611.217899261545,4362.749090672146,3.2542036935899445
576,10100111111,285.0,273.0,389.0,405.0,391.0,300.0,176.0,171.0,12226.740869388841,8065.828029790115,5120.144722534954,10326.321962376924,6911.263044965926,4576.04576105973,7381.743879887824,4347.494723222244,3.1399088145780407
577,10100010110,285.0,259.0,244.0,256.0,308.0,114.0,159.0,118.0,4646.16153036776,5565.893026404875,4625.585289108282,8134.28942304883,4368.60083829945,4341.376747672051,4630.1941046083,4347.494723222244,3.244581730348551
578,01001101001,285.0,269.0,182.0,293.0,172.0,128.0,113.0,140.0,5216.74277093924,6603.601895734597,3287.3656457184647,4542.525262222074,5000.000178209917,4508.997471520393,3453.66937310947,4347.494723222244,3.217222694947316
579,00100111101,285.0,342.0,286.0,518.0,336.0,295.0,172.0,163.0,12022.961854899027,7688.479350033853,5003.777797022795,8873.770279689632,8839.590758746543,5732.6287556132875,5427.194729172024,4347.494723222244,3.1430335928540636
580,00100001100,285.0,254.0,282.0,300.0,211.0,349.0,168.0,109.0,14223.775211389018,5141.375761679079,4887.410871510638,5572.516455400335,5119.454107382167,4257.56638574788,5351.289907785003,4347.494723222244,3.0871032230771114
581,11000101111,284.0,255.0,167.0,199.0,196.0,182.0,134.0,53.0,7417.55612742923,2499.93500338524,3898.2920046572945,5176.365996485619,3395.904557896838,4274.328458132714,3169.02629290814,4332.240355772341,3.2069922318886253
582,01011001001,284.0,303.0,238.0,294.0,200.0,185.0,219.0,179.0,7539.823536123119,8443.176709546378,6371.0891717906525,5282.006118862877,5017.065025234524,5078.907932604755,4516.336872527769,4332.240355772341,3.142500976157938
583,01000101111,284.0,299.0,213.0,260.0,214.0,134.0,114.0,92.0,5461.277588327016,4339.509817197021,3316.457377096504,5651.7465471832775,4436.860226397878,5011.859643065418,4041.931738858885,4332.240355772341,3.262992014184667
584,01001101111,283.0,252.0,223.0,250.0,150.0,209.0,140.0,54.0,8517.962805674226,2547.1035883547734,4072.8423929255314,3961.5045891471573,4266.211756151806,4224.042240978212,4231.693792326439,4316.985988322438,3.2043175810971087
585,00100010101,283.0,201.0,246.0,384.0,218.0,197.0,100.0,131.0,8028.893170898673,6179.084631008802,2909.173137803951,5757.386669560536,6552.901257449174,3369.176549351669,4668.146515301812,4316.985988322438,3.1852406539867
586,00011100101,283.0,154.0,137.0,93.0,151.0,187.0,69.0,79.0,7621.335141919045,3726.318212593094,2007.3294650847263,3987.9146197414716,1587.030773288472,2581.359147264463,2599.7401325054802,4316.985988322438,3.13786215688733
587,10110001001,282.0,157.0,226.0,197.0,177.0,183.0,71.0,108.0,7458.311930327193,5094.207176709547,2065.5129278408053,4674.575415193645,3361.7748638476232,2631.6453644189655,4288.622408366705,4301.731620872536,3.1776095931078268
588,00000011101,282.0,435.0,302.0,354.0,431.0,362.0,144.0,166.0,14753.600649062535,7829.985104942451,4189.209318437689,11382.723186149498,6040.955846710958,7291.501487402867,5730.814014720109,4301.731620872536,3.114620000011367
589,11001101010,281.0,202.0,217.0,267.0,209.0,84.0,165.0,75.0,3423.487443428876,3537.643872714963,4800.135677376519,5519.696394211706,4556.3141555701295,3385.9386217365036,4117.836560245907,4286.477253422633,3.2940617730500534
590,10011011001,281.0,377.0,278.0,360.0,238.0,208.0,184.0,117.0,8477.207002776264,5518.724441435342,5352.87857355927,6285.587281446823,6143.344928858601,6319.301289082484,5275.3850863979815,4286.477253422633,3.2042069666050375
591,10011001001,281.0,214.0,140.0,227.0,224.0,183.0,108.0,143.0,7458.311930327193,6745.1076506431955,3141.906988828267,5915.846853126422,3873.7202745858403,3587.0834903545133,2656.6687485457464,4286.477253422633,3.1280864589517576
592,01001000101,281.0,173.0,169.0,255.0,121.0,154.0,144.0,78.0,6276.393646286272,3679.149627623561,4189.209318437689,3195.61370191204,4351.535991274843,2899.8385225763122,3206.978703601651,4286.477253422633,3.1975708673704357
593,11110001100,280.0,369.0,309.0,628.0,608.0,265.0,206.0,120.0,10800.287767960144,5660.23019634394,5992.896663876139,16057.298601343145,10716.723931453338,6185.204710003811,5863.647452147397,4271.22288597273,3.1955145531106104
594,11010101101,280.0,222.0,260.0,282.0,193.0,260.0,169.0,155.0,10596.508753470329,7311.13067027759,4916.502602888677,5097.135904702676,4812.286860939237,3721.180069433187,4933.813390156386,4271.22288597273,3.1010351987438183
595,10101011100,280.0,406.0,306.0,473.0,507.0,206.0,254.0,81.0,8395.695396980338,3820.65538253216,7389.299770022036,13389.885511317392,8071.672642639218,6805.401388242675,5806.718836107131,4271.22288597273,3.2305530505576394
596,10011110011,280.0,324.0,304.0,329.0,367.0,321.0,164.0,148.0,13082.61273024606,6980.95057549086,4771.04394599848,9692.481228113378,5614.334671095777,5430.911452686273,5768.766425413621,4271.22288597273,3.116727413237678
597,10010010111,280.0,266.0,267.0,273.0,205.0,277.0,163.0,148.0,11289.357402735697,6980.95057549086,4741.95221462044,5414.056271834448,4658.703237717773,4458.71125436589,5066.646827583673,4271.22288597273,3.1058793479604914
598,11110000101,279.0,266.0,208.0,266.0,275.0,126.0,145.0,103.0,5135.231165143314,4858.364251861883,4218.301049815729,7262.758413436455,4539.249308545522,4458.71125436589,3947.0507121251085,4255.968518522828,3.2396013436230446
599,11001001101,279.0,207.0,273.0,303.0,259.0,190.0,149.0,135.0,7743.602550612933,6367.758970886933,4334.667975327887,6840.197923927425,5170.648648455989,3469.748983660674,5180.504059664205,4255.968518522828,3.1742233207771164
600,11000101001,279.0,219.0,184.0,253.0,182.0,245.0,104.0,69.0,9985.171710000888,3254.6323628977657,3025.540063316109,4806.625568165217,4317.406297225628,3670.8938522786843,3491.6217838029806,4255.968518522828,3.1472596545899045
601,01111001100,279.0,273.0,274.0,477.0,417.0,233.0,273.0,110.0,9496.102075225333,5188.544346648612,7942.042666204787,11012.982757829097,8139.9320307376465,4576.04576105973,5199.4802650109605,4255.968518522828,3.1677137677422142
602,01011111101,279.0,698.0,503.0,577.0,419.0,509.0,408.0,255.0,20744.70367506307,12027.989167230873,11869.42640224012,11065.802819017727,9846.41673319837,11699.926524614255,9545.031289417931,4255.968518522828,3.090073995171259
603,00110010110,279.0,252.0,276.0,374.0,260.0,212.0,136.0,142.0,8640.230214368115,6697.939065673663,3956.4754674133733,6866.60795452174,6382.252787203102,4224.042240978212,5237.432675704471,4255.968518522828,3.1752658605161375
604,00101101010,279.0,184.0,163.0,199.0,229.0,82.0,121.0,84.0,3341.97583763295,3962.1611374407585,3520.0994967427805,6047.897006097994,3395.904557896838,3084.2213188094884,3093.121471521119,4255.968518522828,3.2728905077610873
605,00011101100,279.0,219.0,231.0,305.0,156.0,160.0,117.0,129.0,6520.9284636740485,6084.747461069736,3403.732571230623,4119.964772713044,5204.778342505204,3670.8938522786843,4383.5034351004815,4255.968518522828,3.1998576998750266
606,00000101110,279.0,191.0,179.0,174.0,176.0,168.0,106.0,108.0,6846.974886857752,5094.207176709547,3083.723526072188,4648.165384599331,2969.2833822816574,3201.5558255033275,3396.740757069204,4255.968518522828,3.1658734834683284
607,11100001001,277.0,196.0,192.0,223.0,264.0,206.0,129.0,87.0,8395.695396980338,4103.666892349357,3752.8333477670967,6972.248076898997,3805.4608864874112,3285.3661874274985,3643.4314265770236,4225.459783623023,3.156722029194393
608,10101100000,277.0,278.0,305.0,304.0,287.0,173.0,132.0,114.0,7050.753901347565,5377.218686526743,3840.108541901215,7579.678780568228,5187.713495480596,4659.856122983901,5787.7426307603755,4225.459783623023,3.2295125746056073
609,10011010101,277.0,212.0,206.0,209.0,178.0,208.0,206.0,98.0,8477.207002776264,4622.521327014218,5992.896663876139,4700.98544578796,3566.55302814291,3553.5593455848452,3909.098301431598,4225.459783623023,3.130513161908805
610,10010001010,277.0,251.0,212.0,223.0,230.0,232.0,148.0,118.0,9455.346272327371,5565.893026404875,4305.576243949848,6074.307036692308,3805.4608864874112,4207.280168593378,4022.95553351213,4225.459783623023,3.1290448034969627
611,01001101011,277.0,286.0,239.0,216.0,125.0,288.0,138.0,96.0,11737.671234613288,4528.184157075152,4014.6589301694526,3301.253824289298,3686.006957315161,4793.952702062574,4535.3130778745235,4225.459783623023,3.1129139583377468
612,00101001011,277.0,131.0,174.0,212.0,150.0,138.0,89.0,90.0,5624.300799918868,4245.172647257956,2589.1640926455166,3961.5045891471573,3617.747569216732,2195.8314824132767,3301.8597303354277,4225.459783623023,3.2068510785428557
613,00011101010,277.0,231.0,222.0,364.0,221.0,159.0,184.0,122.0,6480.172660776086,5754.567366283006,5352.87857355927,5836.616761343478,6211.60431695703,3872.0387208966945,4212.717586979683,4225.459783623023,3.1936194680937335
614,11100100011,276.0,286.0,226.0,235.0,177.0,217.0,149.0,130.0,8844.009228857929,6131.916046039269,4334.667975327887,4674.575415193645,4010.239050782698,4793.952702062574,4288.622408366705,4210.20541617312,3.1447124284652532
615,10100101110,276.0,155.0,180.0,148.0,160.0,129.0,85.0,91.0,5257.498573837202,4292.341232227488,2472.7971671333585,4225.604895090301,2525.5973596418694,2598.121219649297,3415.7169624159596,4210.20541617312,3.216305613703046
616,01111001101,276.0,351.0,311.0,509.0,297.0,272.0,339.0,147.0,11085.578388245884,6933.781990521327,9862.096937155395,7843.779086511372,8686.007135525078,5883.4874070767955,5901.599862840908,4210.20541617312,3.13774382505452
617,11001000010,275.0,242.0,252.0,298.0,337.0,169.0,205.0,143.0,6887.730689755715,6745.1076506431955,5963.804932498099,8900.180310283948,5085.324413332954,4056.42151712987,4782.003747382343,4194.951048723217,3.171760378330894
618,10101011110,275.0,239.0,233.0,282.0,277.0,207.0,155.0,123.0,8436.4511998783,5801.735951252539,4509.218363596124,7315.578474625084,4812.286860939237,4006.135299975368,4421.455845793992,4194.951048723217,3.1574862763726474
619,10101001011,275.0,177.0,166.0,179.0,201.0,170.0,110.0,54.0,6928.486492653677,2547.1035883547734,3200.0904515843463,5308.416149457191,3054.6076174046934,2966.886812115649,3150.0500875613848,4194.951048723217,3.199864155124923
620,10010111100,275.0,330.0,459.0,500.0,391.0,304.0,335.0,193.0,12389.764080980693,9103.536899119837,9745.730011643236,10326.321962376924,8532.423512303612,5531.483886995278,8710.078254160697,4194.951048723217,3.135597221800135
