,variant,correct_counts_6261_c_F_8,correct_counts_6261_c_F_1,correct_counts_6261_c_F_3,correct_counts_6261_c_F_2,correct_counts_6261_c_F_6,correct_counts_6261_c_F_7,correct_counts_6261_c_F_5,correct_counts_6261_c_F_4,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
327,00001000010,401.0,169.0,88.0,124.0,107.0,96.0,233.0,229.0,6644.4862969596925,9927.272204573876,5450.86470451954,6262.192927338523,11683.31468357578,5037.524967524758,5879.058309772416,9070.311688627808,3.3445838580348544
328,10111101101,400.0,176.0,74.0,22.0,72.0,117.0,70.0,179.0,6919.701705709503,1761.2902298437523,4583.681683345977,4894.901895168539,3510.0087032201914,3389.7364267456314,7165.102315035131,9047.692457484098,3.4502179595361886
329,10101000011,400.0,148.0,99.0,101.0,101.0,84.0,63.0,152.0,5818.840070710264,8085.923327919045,6132.222792584483,4156.564737796749,3159.007832898172,4755.046931962622,5144.176021050864,9047.692457484098,3.321938265493426
330,01011111101,400.0,668.0,337.0,116.0,575.0,390.0,478.0,578.0,26263.413292124704,9286.803030085239,20874.33415253506,15805.884331885005,23968.34514484645,27070.811741371363,23883.674383450438,9047.692457484098,3.332617355540346
331,11001101001,399.0,187.0,126.0,82.0,224.0,154.0,235.0,349.0,7352.183062316347,6564.809038508531,7804.647190562069,9543.691404546482,11783.600646524928,10545.84666098641,9430.989371926584,9025.073226340386,3.4224370699513256
332,10001011000,399.0,229.0,113.0,59.0,150.0,135.0,227.0,586.0,9003.475514815205,4723.460161853699,6999.405813758046,16024.650897032203,11382.456794728336,7061.950889053399,8267.425748117459,9025.073226340386,3.3947339043964058
333,00100001110,398.0,110.0,53.0,65.0,82.0,74.0,115.0,293.0,4324.813566068439,5203.8120427201775,3282.907151585632,8012.3254485161015,5766.442869576029,3860.533152682525,4531.774113782903,9002.453995196676,3.4384909979432767
334,10110101101,397.0,146.0,103.0,53.0,90.0,71.0,108.0,201.0,5740.207096781746,4243.108280987221,6379.9893700626435,5496.509949323332,5415.44199925401,4237.1705334320395,4348.053541602516,8979.834764052966,3.3857700855590402
335,10010111101,397.0,229.0,149.0,59.0,180.0,174.0,178.0,413.0,9003.475514815205,4723.460161853699,9229.305011061495,11293.82392572406,8925.450702474202,8474.341066864079,10655.793186462502,8979.834764052966,3.3979908527750395
336,00011000010,397.0,177.0,93.0,103.0,129.0,65.0,164.0,224.0,6959.018192673761,8246.040621541204,5760.572926367242,6125.463824121524,8223.448961830163,6073.277764585923,3980.6123972417395,8979.834764052966,3.3283915023671797
337,00001101100,397.0,131.0,51.0,77.0,121.0,80.0,156.0,210.0,5150.459792317868,6164.515804453133,3159.0238628465518,5742.622335113929,7822.30511003357,5696.640383836409,4899.215258143679,8979.834764052966,3.4307710366179474
338,10001010110,396.0,145.0,71.0,52.0,83.0,113.0,106.0,240.0,5700.8906098174875,4163.049634176142,4397.856750237356,6562.9969544159185,5315.156036304861,3907.612825276214,6920.141552127948,8957.215532909257,3.4388452813381787
339,10011000101,394.0,164.0,106.0,41.0,94.0,60.0,107.0,247.0,6447.9038621384,3282.4045192542653,6565.814303171264,6754.417698919717,5365.299017779435,4425.489223806797,3674.41144360776,8911.977070621835,3.3764260339318017
340,01110000111,393.0,500.0,261.0,297.0,260.0,135.0,249.0,267.0,19658.24348212927,23777.418102890657,16166.769180450001,7301.33411178771,12485.602387168967,12240.714874359224,8267.425748117459,8889.357839478125,3.1204494506766474
341,00101000010,393.0,129.0,76.0,89.0,103.0,101.0,149.0,227.0,5071.8268183893515,7125.219566186089,4707.564972085058,6207.501286051724,7471.3042397115505,4849.2062771500005,6185.259263406396,8889.357839478125,3.403022329815873
342,01011011001,392.0,357.0,293.0,76.0,257.0,125.0,378.0,469.0,14035.985846240297,6084.457157642053,18148.90180027529,12825.18988175444,18954.046997389032,12099.475856578158,7655.0238408495,8866.738608334415,3.3030287463286223
343,11000000111,391.0,228.0,154.0,81.0,178.0,199.0,142.0,207.0,8964.159027850947,6484.750391697451,9539.013232909196,5660.58487318373,7120.303369389531,8380.1817216767,12186.797954632402,8844.119377190706,3.3802175925003026
344,10011010100,390.0,233.0,83.0,147.0,90.0,119.0,98.0,260.0,9160.741462672238,11768.621081228708,5141.1564826718395,7109.9133672839125,4914.012184508268,4237.1705334320395,7287.582696488724,8821.500146046994,3.2525698631994424
345,10010000100,390.0,146.0,100.0,50.0,96.0,82.0,95.0,190.0,5740.207096781746,4002.932340553982,6194.164436954024,5195.705922245936,4763.583240084546,4519.648568994176,5021.695639597272,8821.500146046994,3.397518196162096
346,01011100101,390.0,416.0,231.0,102.0,340.0,176.0,241.0,276.0,16355.658577131551,8165.981974730124,14308.519849363794,7547.446497578307,12084.458535372374,16007.088681854371,10778.273567916096,8821.500146046994,3.294503328915637
347,01010100011,390.0,457.0,410.0,133.0,568.0,261.0,709.0,709.0,17967.63454266615,10647.800025873594,25396.074191511496,19388.18683617036,35551.373865473084,26741.254033215537,15983.689779693756,8821.500146046994,3.3529617234893605
348,00111000101,390.0,136.0,82.0,87.0,143.0,99.0,120.0,232.0,5347.042227139161,6965.10227256393,5079.214838302299,6344.230389268721,6017.1577769488995,6732.393180897574,6062.778881952803,8821.500146046994,3.4017382412662958
349,00101011111,390.0,226.0,127.0,83.0,160.0,151.0,136.0,291.0,8885.52605392243,6644.867685319611,7866.588834931609,7957.633807229302,6819.445480542086,7532.747614990292,9247.268799746194,8821.500146046994,3.3589445843922943
350,00101000110,390.0,251.0,83.0,80.0,48.0,38.0,50.0,130.0,9868.438228028894,6404.691744886371,5141.1564826718395,3554.9566836419563,2507.149073728708,2259.824284497088,2327.127247618248,8821.500146046994,3.18345750939121
351,11110100100,389.0,145.0,152.0,54.0,261.0,160.0,281.0,255.0,5700.8906098174875,4323.166927798301,9415.129944170116,6973.184264066914,14090.17779435534,12287.794546952915,9798.430516287359,8798.880914903284,3.4796364323813087
352,10011100000,389.0,91.0,54.0,52.0,67.0,79.0,103.0,216.0,3577.800313747527,4163.049634176142,3344.8487959551726,5906.697258974327,5164.727091881139,3154.3380637771847,4837.975067416884,8798.880914903284,3.4765016658763845
353,00100001101,389.0,165.0,50.0,91.0,78.0,103.0,70.0,390.0,6487.2203491026585,7285.336859808248,3097.082218477012,10664.870050925869,3510.0087032201914,3672.2144623077675,6307.7396448599875,8798.880914903284,3.358755714460829
354,00011011101,388.0,376.0,187.0,114.0,284.0,165.0,258.0,492.0,14782.99909856121,9126.68573646308,11583.087497104023,13454.143756552634,12936.889220440135,13370.627016607768,10104.63146992134,8776.261683759574,3.304409391824523
355,11111100101,387.0,175.0,112.0,83.0,246.0,201.0,131.0,233.0,6880.385218745244,6644.867685319611,6937.464169388506,6371.576209912121,6568.730573169216,11581.599458047574,12309.278336085996,8753.642452615864,3.449034897209388
356,11010100110,387.0,194.0,115.0,73.0,251.0,255.0,164.0,236.0,7627.398471066156,5844.281217208814,7123.289102497127,6453.61367184232,8223.448961830163,11816.99782101602,15616.248635332979,8753.642452615864,3.4748391295641805
357,10101101101,387.0,129.0,81.0,48.0,76.0,51.0,63.0,282.0,5071.8268183893515,3842.815046931823,5017.273193932759,7711.521421438705,3159.007832898172,3578.055117120389,3123.249727066596,8753.642452615864,3.3866741658290054
358,00011001101,387.0,100.0,55.0,121.0,82.0,80.0,71.0,285.0,3931.648696425854,9687.096264140637,3406.7904403247126,7793.5588833689035,3560.1516846947657,3860.533152682525,4899.215258143679,8753.642452615864,3.3513750465116203
359,11110111101,386.0,242.0,179.0,84.0,290.0,314.0,249.0,340.0,9514.589845350565,6724.926332130691,11087.554342147701,9297.579018755885,12485.602387168967,13653.105052169905,19229.419888213943,8731.023221472155,3.445411253358821
360,11110100101,386.0,159.0,122.0,83.0,220.0,242.0,168.0,253.0,6251.321427317107,6644.867685319611,7556.880613083908,6918.492622780114,8424.02088772846,10357.527970611653,14820.12615588463,8731.023221472155,3.4703015709696796
361,10111100100,386.0,130.0,71.0,41.0,102.0,92.0,95.0,144.0,5111.14330535361,3282.4045192542653,4397.856750237356,3937.7981726495514,4763.583240084546,4802.126604556312,5634.097546865231,8731.023221472155,3.4621629807991385
362,10011001101,386.0,141.0,62.0,54.0,47.0,110.0,42.0,321.0,5543.6246619604535,4323.166927798301,3840.3819509114946,8778.00842653129,2106.005221932115,2212.7446119033984,6736.420979947559,8731.023221472155,3.4098406712714806
363,10000010101,386.0,134.0,109.0,57.0,141.0,181.0,97.0,259.0,5268.409253210644,4563.34286823154,6751.639236279885,7082.567546640513,4863.869203033694,6638.233835710195,11084.474521550075,8731.023221472155,3.4689302408237808
364,11111000111,385.0,158.0,116.0,57.0,141.0,204.0,106.0,209.0,6212.004940352849,4563.34286823154,7185.230746866667,5715.276514470529,5315.156036304861,6638.233835710195,12492.998908266383,8708.403990328443,3.4608838234668218
365,10111000101,385.0,111.0,98.0,67.0,72.0,104.0,94.0,159.0,4364.130053032698,5363.929336342337,6070.281148214943,4347.985482300546,4713.440258609971,3389.7364267456314,6368.979835586783,8708.403990328443,3.4115179973937626
366,10011000011,385.0,158.0,108.0,124.0,95.0,78.0,74.0,139.0,6212.004940352849,9927.272204573876,6689.697591910345,3801.069069432553,3710.580629118488,4472.568896400486,4776.734876690088,8708.403990328443,3.2684449448712676
367,10001001001,385.0,154.0,43.0,57.0,70.0,89.0,72.0,225.0,6054.738992495815,4563.34286823154,2663.49070789023,6152.809644764924,3610.29466616934,3295.5770815582528,5450.376974684844,8708.403990328443,3.408579906743316
368,00011101101,385.0,148.0,70.0,89.0,130.0,117.0,151.0,308.0,5818.840070710264,7125.219566186089,4335.915105867816,8422.512758167097,7571.590202660699,6120.357437179612,7165.102315035131,8708.403990328443,3.407932020288144
369,00001000101,385.0,259.0,83.0,132.0,125.0,68.0,149.0,150.0,10182.970123742962,10567.741379062514,5141.1564826718395,4101.873096509949,7471.3042397115505,5884.959074211166,4164.3329694221275,8708.403990328443,3.234941791844712
370,11011000111,384.0,145.0,127.0,52.0,141.0,198.0,134.0,242.0,5700.8906098174875,4163.049634176142,7866.588834931609,6617.688595702718,6719.159517592938,6638.233835710195,12125.557763905606,8685.784759184733,3.469180187167691
371,11001011101,384.0,304.0,218.0,166.0,341.0,382.0,340.0,459.0,11952.212037134595,13289.735370639222,13503.27847255977,12551.731675320445,17048.613701355214,16054.16835444806,23393.75285763607,8685.784759184733,3.39032074509971
372,11000000110,384.0,359.0,142.0,91.0,175.0,182.0,269.0,305.0,14114.618820168815,7285.336859808248,8795.713500474712,8340.475296236897,13488.46201666045,8238.942703895633,11145.714712276871,8685.784759184733,3.318574044368827
373,01000001101,384.0,157.0,78.0,84.0,184.0,130.0,171.0,602.0,6172.6884533885905,6724.926332130691,4831.448260824138,16462.184027326595,8574.449832152182,8662.659757238836,7961.224794483479,8685.784759184733,3.423961348654982
374,11111100011,383.0,203.0,187.0,85.0,306.0,270.0,284.0,402.0,7981.246853744483,6804.98497894177,11583.087497104023,10993.019898646664,14240.606738779063,14406.379813668935,16534.851496234918,8663.165528041023,3.449227934280789
375,10011000110,383.0,105.0,52.0,43.0,41.0,57.0,68.0,165.0,4128.231131247147,3442.521812876425,3220.965507216092,4512.060406160945,3409.722740271043,1930.2665763412624,3490.690871427372,8663.165528041023,3.441573098559414
376,01011100001,383.0,236.0,185.0,85.0,304.0,134.0,269.0,342.0,9278.690923565015,6804.98497894177,11459.204208364943,9352.270660042685,13488.46201666045,14312.220468481555,8206.185557390663,8663.165528041023,3.379105852913987
377,10100100100,381.0,195.0,115.0,80.0,97.0,82.0,110.0,234.0,7666.714958030415,6404.691744886371,7123.289102497127,6398.922030555521,5515.727962203158,4566.728241587864,5021.695639597272,8617.927065753602,3.3085533319583633
378,10010011101,381.0,295.0,149.0,82.0,206.0,157.0,192.0,464.0,11598.363654456269,6564.809038508531,9229.305011061495,12688.460778537443,9627.45244311824,9698.412554300001,9614.709944106971,8617.927065753602,3.338922612948068
379,01101100010,381.0,236.0,217.0,58.0,285.0,121.0,287.0,262.0,9278.690923565015,4643.401515042619,13441.336828190231,7164.605008570711,14391.035683202785,13417.706689201459,7410.063077942315,8617.927065753602,3.3806872562042196
380,01101100000,380.0,156.0,99.0,42.0,229.0,124.0,318.0,490.0,6133.371966424332,3362.4631660653454,6132.222792584483,13399.452115265834,15945.468108914583,10781.245023954856,7593.783650122703,8595.307834609892,3.4842365017986814
381,01100101111,380.0,224.0,205.0,79.0,175.0,153.0,194.0,369.0,8806.893079993912,6324.633098075292,12698.037095755748,10090.607817414475,9727.738406067388,8238.942703895633,9369.749181199788,8595.307834609892,3.345076465594339
382,11111001101,379.0,126.0,72.0,65.0,84.0,127.0,89.0,329.0,4953.877357496575,5203.8120427201775,4459.798394606897,8996.774991678489,4462.725351237101,3954.6924978699035,7777.504222303091,8572.688603466182,3.433532441770901
383,11000001001,379.0,128.0,98.0,82.0,113.0,151.0,126.0,232.0,5032.510331425093,6564.809038508531,6070.281148214943,6344.230389268721,6318.015665796344,5320.003003086894,9247.268799746194,8572.688603466182,3.4253245783753195
384,10011011101,378.0,208.0,151.0,115.0,89.0,173.0,128.0,298.0,8177.829288565776,9206.74438327416,9353.188299800575,8149.054551733099,6418.301628745493,4190.09086083835,10594.552995735707,8550.069372322472,3.3121406944574696
385,00100010111,378.0,208.0,177.0,39.0,194.0,134.0,181.0,187.0,8177.829288565776,3122.287225632106,10963.671053408621,5113.668460315736,9075.879646897924,9133.456483175729,8206.185557390663,8550.069372322472,3.397658281410156
386,11001000001,377.0,157.0,116.0,85.0,201.0,141.0,187.0,243.0,6172.6884533885905,6804.98497894177,7185.230746866667,6645.034416346118,9376.73753574537,9463.014191331555,8634.866892478236,8527.450141178762,3.4198696766056083
387,10110000100,377.0,162.0,79.0,31.0,104.0,61.0,134.0,249.0,6369.270888209883,2481.818051143469,4893.389905193679,6809.109340206516,6719.159517592938,4896.28594974369,3735.6516343345556,8527.450141178762,3.4175511034849335
388,10010101011,377.0,148.0,86.0,77.0,97.0,81.0,88.0,288.0,5818.840070710264,6164.515804453133,5326.98141578046,7875.596345299103,4412.5823697625265,4566.728241587864,4960.455448870475,8527.450141178762,3.359052735746242
389,00101001101,377.0,136.0,52.0,103.0,88.0,78.0,90.0,272.0,5347.042227139161,8246.040621541204,3220.965507216092,7438.063215004708,4512.868332711675,4143.011188244661,4776.734876690088,8527.450141178762,3.3493192754914536
390,10101000101,376.0,150.0,71.0,51.0,53.0,55.0,72.0,124.0,5897.47304463878,4082.990987365062,4397.856750237356,3390.8817597815582,3610.29466616934,2495.2226474655345,3368.2104899737797,8504.83091003505,3.3553724241904788
391,01101001111,376.0,173.0,59.0,53.0,108.0,111.0,120.0,225.0,6801.752244816727,4243.108280987221,3654.557017802874,6152.809644764924,6017.1577769488995,5084.604640118448,6797.661170674355,8504.83091003505,3.423796986991291
392,10000011101,375.0,341.0,142.0,207.0,196.0,150.0,178.0,330.0,13406.922054812161,16572.139889893486,8795.713500474712,9024.12081232189,8925.450702474202,9227.615828363108,9186.028609019399,8482.21167889134,3.2140415276002363
393,00011100000,375.0,123.0,109.0,72.0,195.0,93.0,244.0,368.0,4835.9278966038,5764.222570397735,6751.639236279885,10063.261996771076,12234.887479796096,9180.53615576942,5695.337737592027,8482.21167889134,3.4402397593432097
394,00100101110,374.0,113.0,85.0,103.0,119.0,115.0,143.0,315.0,4442.763026961215,8246.040621541204,5265.0397714109195,8613.933502670894,7170.446350864106,5602.48103864903,7042.621933581539,8459.592447747631,3.3981126402480153
395,00010101100,374.0,156.0,102.0,73.0,138.0,121.0,189.0,339.0,6133.371966424332,5844.281217208814,6318.0477256931035,9270.233198112486,9477.023498694516,6496.994817929127,7410.063077942315,8459.592447747631,3.4106034124889724
396,11001100001,373.0,124.0,95.0,73.0,125.0,108.0,162.0,207.0,4875.244383568059,5844.281217208814,5884.456215106322,5660.58487318373,8123.162998881015,5884.959074211166,6613.940598493968,8436.973216603921,3.4245925015045016
397,10010001110,373.0,93.0,51.0,116.0,43.0,80.0,50.0,233.0,3656.433287676044,9286.803030085239,3159.0238628465518,6371.576209912121,2507.149073728708,2024.425921528641,4899.215258143679,8436.973216603921,3.3344506195115295
398,10010001101,373.0,108.0,47.0,68.0,52.0,83.0,54.0,325.0,4246.180592139922,5443.987983153416,2911.257285368391,8887.39170910489,2707.720999627005,2448.142974871845,5082.935830324068,8436.973216603921,3.409604629710267
399,10000101100,373.0,180.0,108.0,65.0,112.0,104.0,114.0,349.0,7076.967653566537,5203.8120427201775,6689.697591910345,9543.691404546482,5716.299888101455,5272.923330493205,6368.979835586783,8436.973216603921,3.3642532959579547
400,00101111111,373.0,200.0,160.0,47.0,213.0,158.0,174.0,262.0,7863.297392851708,3762.7564001207434,9910.663099126437,7164.605008570711,8724.878776575904,10027.970262455827,9675.950134833767,8436.973216603921,3.417912777761497
401,10110101100,372.0,151.0,114.0,40.0,103.0,104.0,116.0,281.0,5936.789531603039,3202.3458724431857,7061.347458127587,7684.175600795305,5816.585851050603,4849.2062771500005,6368.979835586783,8414.35398546021,3.4131270260627624
402,10001101010,372.0,197.0,73.0,34.0,77.0,91.0,68.0,212.0,7745.347931958931,2721.993991576708,4521.740038976437,5797.313976400728,3409.722740271043,3625.134789714078,5572.8573561384355,8414.35398546021,3.3773508123427094
403,00001001110,372.0,120.0,36.0,62.0,51.0,50.0,51.0,195.0,4717.978435711025,4963.636102286938,2229.8991973034485,5332.435025462934,2557.2920552032824,2401.063302278156,3062.0095363398,8414.35398546021,3.3853608218690003
404,01101000001,371.0,195.0,95.0,89.0,247.0,91.0,215.0,315.0,7666.714958030415,7125.219566186089,5884.456215106322,8613.933502670894,10780.741017033446,11628.679130641263,5572.8573561384355,8391.7347543165,3.3900903791260073
405,00011111101,371.0,332.0,178.0,44.0,245.0,195.0,285.0,370.0,13053.073672133834,3522.5804596875046,11025.61269777816,10117.953638057876,14290.749720253636,11534.519785453886,11941.837191725219,8391.7347543165,3.379309190305238
406,10110100010,370.0,178.0,95.0,50.0,106.0,76.0,112.0,216.0,6998.334679638019,4002.932340553982,5884.456215106322,5906.697258974327,5616.013925152306,4990.445294931069,4654.254495236496,8369.11552317279,3.367680395918244
407,10101011101,370.0,227.0,108.0,91.0,130.0,137.0,121.0,375.0,8924.842540886688,7285.336859808248,6689.697591910345,10254.682741274873,6067.300758423474,6120.357437179612,8389.90612957105,8369.11552317279,3.332500733606796
408,10101010100,370.0,124.0,76.0,40.0,70.0,74.0,105.0,276.0,4875.244383568059,3202.3458724431857,4707.564972085058,7547.446497578307,5265.013054830287,3295.5770815582528,4531.774113782903,8369.11552317279,3.429202786962002
409,10100000110,370.0,138.0,83.0,64.0,64.0,75.0,51.0,170.0,5425.675201067678,5123.753395909098,5141.1564826718395,4648.7895093779425,2557.2920552032824,3013.0990459961167,4593.014304509699,8369.11552317279,3.352690594112135
410,01000001111,370.0,152.0,97.0,198.0,158.0,142.0,161.0,446.0,5976.106018567298,15851.61206859377,6008.339503845403,12196.23600695625,8073.02001740644,7438.588269802914,8696.107083205032,8369.11552317279,3.3053317739860217
411,00110001110,370.0,220.0,48.0,147.0,83.0,97.0,71.0,228.0,8649.627132136879,11768.621081228708,2973.198929737931,6234.847106695123,3560.1516846947657,3907.612825276214,5940.2985004992115,8369.11552317279,3.235376437506012
412,01001011101,369.0,780.0,367.0,388.0,439.0,272.0,299.0,450.0,30666.85983212166,31062.754962698902,22732.583483621267,12305.619289529848,14992.751460897674,20667.976268629616,16657.33187768851,8346.49629202908,3.1222584898691235
413,10000101001,368.0,121.0,59.0,42.0,128.0,94.0,145.0,273.0,4757.294922675283,3362.4631660653454,3654.557017802874,7465.409035648107,7270.732313813253,6026.1980919922335,5756.577928318824,8323.87706088537,3.48430474914576
414,10000100001,368.0,120.0,58.0,94.0,132.0,102.0,80.0,252.0,4717.978435711025,7525.512800241487,3592.6153734333334,6891.1468021367145,4011.438517965933,6214.516782366991,6246.499454133192,8323.87706088537,3.402491823400933
415,01101100100,368.0,229.0,208.0,48.0,277.0,146.0,241.0,347.0,9003.475514815205,3842.815046931823,12883.862028864369,9488.999763259682,12084.458535372374,13041.069308451944,8941.067846112215,8323.87706088537,3.3959366782381273
416,01011001110,368.0,291.0,80.0,132.0,126.0,104.0,142.0,409.0,11441.097706599234,10567.741379062514,4955.331549563219,11184.440643150461,7120.303369389531,5932.038746804855,6368.979835586783,8323.87706088537,3.2516146805495545
417,11001000110,367.0,111.0,92.0,31.0,132.0,163.0,101.0,178.0,4364.130053032698,2481.818051143469,5698.631281997701,4867.55607452514,5064.4411289319905,6214.516782366991,9982.151088467746,8301.257829741658,3.528276874608137
418,10111101001,367.0,93.0,69.0,57.0,126.0,132.0,138.0,250.0,3656.433287676044,4563.34286823154,4273.973461498276,6836.455160849916,6919.731443491235,5932.038746804855,8083.7051759370715,8301.257829741658,3.5019327146326535
419,10111011011,367.0,195.0,122.0,108.0,140.0,151.0,134.0,398.0,7666.714958030415,8646.333855596602,7556.880613083908,10883.636616073065,6719.159517592938,6591.1541631165055,9247.268799746194,8301.257829741658,3.343277657419348
420,00110010111,367.0,232.0,165.0,53.0,252.0,154.0,228.0,319.0,9121.424975707982,4243.108280987221,10220.371320974138,8723.316785244493,11432.59977620291,11864.07749360971,9430.989371926584,8301.257829741658,3.4040574598538456
421,11001100011,366.0,210.0,165.0,53.0,222.0,156.0,167.0,256.0,8256.462262494293,4243.108280987221,10220.371320974138,7000.5300847103135,8373.877906253885,10451.68731579903,9553.469753380175,8278.638598597949,3.4011976907466916
422,10000001100,366.0,154.0,43.0,141.0,65.0,120.0,93.0,474.0,6054.738992495815,11288.26920036223,2663.49070789023,12961.91898497144,4663.297277135397,3060.178718589806,7348.82288721552,8278.638598597949,3.317898284346432
423,00111010101,366.0,156.0,147.0,32.0,113.0,90.0,161.0,184.0,6133.371966424332,2561.876697954549,9105.421722322415,5031.630998385538,8073.02001740644,5320.003003086894,5511.61716541164,8278.638598597949,3.4007355094392344
424,00101111101,366.0,204.0,173.0,64.0,220.0,196.0,203.0,324.0,8020.563340708742,5123.753395909098,10715.90447593046,8860.04588846149,10179.025239338554,10357.527970611653,12003.077382452015,8278.638598597949,3.414003767284711
425,11001100101,365.0,124.0,125.0,37.0,160.0,154.0,177.0,206.0,4875.244383568059,2962.169932009947,7742.705546192529,5633.239052540331,8875.307720999626,7532.747614990292,9430.989371926584,8256.019367454239,3.4900734810701675
426,10001001100,365.0,228.0,38.0,182.0,62.0,91.0,76.0,368.0,8964.159027850947,14570.673719616496,2353.782486042529,10063.261996771076,3810.8665920676362,2918.9397008087385,5572.8573561384355,8256.019367454239,3.1956029420945584
427,01001100001,365.0,185.0,104.0,52.0,268.0,139.0,309.0,252.0,7273.550088387829,4163.049634176142,6441.931014432184,6891.1468021367145,15494.181275643417,12617.352255108739,8512.386511024642,8256.019367454239,3.471667885337985
428,11010100011,364.0,169.0,187.0,81.0,260.0,239.0,304.0,367.0,6644.4862969596925,6484.750391697451,11583.087497104023,10035.916176127675,15243.466368270545,12240.714874359224,14636.405583704243,8233.400136310529,3.4488387909624363
429,11101101111,363.0,100.0,73.0,61.0,153.0,180.0,98.0,213.0,3931.648696425854,4883.577455475858,4521.740038976437,5824.659797044128,4914.012184508268,7203.189906834467,11023.23433082328,8210.780905166817,3.5171954098632883
430,11011111101,363.0,246.0,149.0,72.0,414.0,424.0,341.0,545.0,9671.8557932076,5764.222570397735,9229.305011061495,14903.472250652816,17098.75668282979,19490.984453787383,25965.8408681615,8210.780905166817,3.511685448268373
431,11001101101,363.0,107.0,99.0,19.0,132.0,193.0,99.0,226.0,4206.864105175663,1521.1142894105133,6132.222792584483,6180.155465408324,4964.155165982842,6214.516782366991,11819.356810271627,8210.780905166817,3.5563073281975375
432,10110111111,363.0,181.0,152.0,65.0,184.0,188.0,179.0,447.0,7116.284140530795,5203.8120427201775,9415.129944170116,12223.58182759965,8975.593683948775,8662.659757238836,11513.155856637648,8210.780905166817,3.4180845910545106
433,10110001111,363.0,137.0,51.0,67.0,55.0,89.0,60.0,204.0,5386.3587141034195,5363.929336342337,3159.0238628465518,5578.547411253531,3008.5788884744497,2589.381992652913,5450.376974684844,8210.780905166817,3.3824259752625494
434,10011101100,363.0,166.0,96.0,65.0,82.0,100.0,93.0,221.0,6526.536836066917,5203.8120427201775,5946.397859475862,6043.426362191325,4663.297277135397,3860.533152682525,6124.0190726796,8210.780905166817,3.357067295523402
435,00011000000,362.0,139.0,72.0,60.0,168.0,70.0,228.0,299.0,5464.991688031937,4803.518808664779,4459.798394606897,8176.400372376499,11432.59977620291,7909.384995739807,4286.81335087572,8188.1616740231075,3.440614035738895
436,11100100100,361.0,185.0,165.0,68.0,216.0,161.0,275.0,294.0,7273.550088387829,5443.987983153416,10220.371320974138,8039.6712691595,13789.319905507895,10169.209280236895,9859.670707014155,8165.542442879398,3.4170665661665938
437,10000010100,361.0,210.0,92.0,103.0,131.0,135.0,134.0,317.0,8256.462262494293,8246.040621541204,5698.631281997701,8668.625143957694,6719.159517592938,6167.437109773302,8267.425748117459,8165.542442879398,3.3366276532039705
438,01001011111,361.0,518.0,352.0,208.0,411.0,211.0,406.0,305.0,20365.940247485923,16652.198536704567,21803.45881807816,8340.475296236897,20358.05047867711,19349.745436006313,12921.680243353954,8165.542442879398,3.2314579222682025
439,01001000100,361.0,93.0,94.0,40.0,126.0,105.0,225.0,226.0,3656.433287676044,3202.3458724431857,5822.514570736782,6180.155465408324,11282.170831779187,5932.038746804855,6430.220026313579,8165.542442879398,3.502858509125731
440,10111000010,360.0,76.0,80.0,56.0,69.0,71.0,60.0,211.0,2988.053009283649,4483.28422142046,4955.331549563219,5769.9681557573285,3008.5788884744497,3248.4974089645634,4348.053541602516,8142.923211735688,3.433691607116726
441,10001011100,360.0,264.0,119.0,60.0,136.0,112.0,166.0,403.0,10379.552558564254,4803.518808664779,7371.055679975288,11020.365719290065,8323.734924779312,6402.835472741748,6858.901361401151,8142.923211735688,3.3296880589828146
442,10101110011,359.0,278.0,124.0,99.0,96.0,141.0,159.0,367.0,10929.983376063874,7925.806034296885,7680.763901822989,10035.916176127675,7972.734054457292,4519.648568994176,8634.866892478236,8120.303980591977,3.283656248502976
443,10011101111,359.0,82.0,52.0,40.0,50.0,69.0,71.0,112.0,3223.9519310692,3202.3458724431857,3220.965507216092,3062.731912060762,3560.1516846947657,2353.9836296844665,4225.573160148923,8120.303980591977,3.488244074614538
444,01011010111,359.0,405.0,324.0,142.0,446.0,314.0,508.0,509.0,15923.177220524707,11368.32784717331,20069.092775731035,13919.022707490429,25472.634589083675,20997.53397678544,19229.419888213943,8120.303980591977,3.3537351874471275
445,11101000001,358.0,117.0,92.0,47.0,149.0,135.0,244.0,329.0,4600.028974818249,3762.7564001207434,5698.631281997701,8996.774991678489,12234.887479796096,7014.87121645971,8267.425748117459,8097.684749448267,3.4913526573536493
446,11010100001,358.0,200.0,124.0,106.0,271.0,244.0,327.0,324.0,7863.297392851708,8486.216561974443,7680.763901822989,8860.04588846149,16396.75494218575,12758.591272889807,14942.606537338223,8097.684749448267,3.444236843455238
447,10010010111,358.0,209.0,113.0,85.0,113.0,133.0,124.0,251.0,8217.145775530034,6804.98497894177,6999.405813758046,6863.800981493315,6217.729702847197,5320.003003086894,8144.945366663867,8097.684749448267,3.3335169400242575
448,10100011111,357.0,232.0,137.0,131.0,170.0,173.0,177.0,382.0,9121.424975707982,10487.682732251435,8486.005278627012,10446.10348577867,8875.307720999626,8003.544340927186,10594.552995735707,8075.0655183045565,3.3229142780447725
