,variant,correct_counts_6261_z_F_7,correct_counts_6261_z_F_6,correct_counts_6261_z_F_4,correct_counts_6261_z_F_5,correct_counts_6261_z_F_1,correct_counts_6261_z_F_2,correct_counts_6261_z_F_3,correct_counts_6261_z_F_8,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
316,10000011111,138.0,108.0,187.0,498.0,174.0,144.0,136.0,208.0,10610.65886013155,11160.18991595424,8406.885980918618,7773.4355579881185,12657.389309910654,7485.340657095295,7773.369169670539,6352.167815474592,3.264622924478556
317,00001110011,138.0,166.0,214.0,260.0,214.0,58.0,187.0,211.0,13049.890782000874,4495.076493926013,11559.468223763099,8895.803258874104,6608.275543326847,11505.24582479462,7773.369169670539,6443.785620505476,3.283212577335002
318,11110101101,137.0,48.0,118.0,223.0,118.0,126.0,90.0,160.0,7195.7341695145005,9765.166176459961,5563.380428549085,4905.162544612824,5667.867100622642,3326.8180698201313,7717.040407571477,4886.282934980455,3.2413327057959456
319,11100010110,137.0,79.0,248.0,208.0,108.0,121.0,134.0,81.0,6585.92618904717,9377.659582155995,8283.255304728638,10309.155178508307,5286.620434661478,5475.388073245633,7717.040407571477,2473.6807358338556,3.2258677286968083
320,11011100010,137.0,82.0,163.0,223.0,65.0,94.0,78.0,223.0,3963.7518730376487,7285.123972914574,4821.596371409207,6775.775379422798,5667.867100622642,5683.314202609391,7717.040407571477,6810.256840629009,3.40784278311335
321,10000111101,137.0,106.0,248.0,377.0,192.0,179.0,161.0,206.0,11708.313224972746,13872.736076082008,9952.269433293362,10309.155178508307,9581.999537823927,7346.723237519456,7717.040407571477,6291.089278787336,3.206991819926858
322,01101100101,137.0,93.0,136.0,115.0,70.0,72.0,66.0,259.0,4268.655863271314,5580.09495797712,4079.812314269329,5653.407678536813,2922.891105702259,6445.710010276504,7717.040407571477,7909.670500999612,3.4561129690487467
323,00110010111,137.0,80.0,186.0,253.0,76.0,63.0,121.0,204.0,4634.5406515517125,4882.583088229981,7479.65590949377,7731.86638388123,6430.3604325449705,5544.696783033552,7717.040407571477,6230.01074210008,3.396805919507946
324,00101010111,137.0,91.0,109.0,171.0,93.0,68.0,113.0,268.0,5671.214218346174,5270.089682533947,6985.133204733851,4531.039977650828,4346.211991957272,6307.092590700665,7717.040407571477,8184.523916092263,3.4052205422974424
325,00010010101,137.0,99.0,204.0,289.0,119.0,62.0,75.0,185.0,7256.714967561234,4805.081769369187,4636.150357124237,8480.11151780522,7345.352430851764,6861.562269004021,7717.040407571477,5649.764643571151,3.379600771779527
326,11011011001,136.0,71.0,206.0,290.0,55.0,111.0,80.0,191.0,3353.943892570318,8602.64639354806,4945.227047599186,8563.249866018998,7370.768875249176,4920.918394942278,7660.711645472415,5833.000253632918,3.3814956815683024
327,11010110001,136.0,66.0,183.0,316.0,114.0,104.0,85.0,81.0,6951.810977327568,8060.137161522507,5254.303738074136,7607.158861560565,8031.59642958186,4574.37484600268,7660.711645472415,2473.6807358338556,3.2605382663942883
328,11010011100,136.0,93.0,299.0,442.0,129.0,109.0,141.0,83.0,7866.522948028564,8447.643755826473,8715.962671393567,12429.183057959612,11234.06842365564,6445.710010276504,7660.711645472415,2534.759272521111,3.2639412052315473
329,01110010101,136.0,86.0,327.0,276.0,97.0,58.0,128.0,130.0,5915.137410533106,4495.076493926013,7912.363276158699,13593.119932952484,7014.938653685423,5960.549041761068,7660.711645472415,3970.10488467162,3.344009337102742
330,01101110011,136.0,94.0,349.0,369.0,210.0,146.0,199.0,72.0,12805.967589813941,11315.192553675828,12301.252280902976,14507.64176330403,9378.66798264464,6515.018720064423,7660.711645472415,2198.827320741205,3.152818489390706
331,00100100100,136.0,251.0,207.0,296.0,208.0,53.0,138.0,338.0,12684.005993720475,4107.569899622047,8530.516657108597,8604.819040125885,7523.2675416336415,17396.48615676777,7660.711645472415,10322.272700146212,3.395344675431763
332,00001111100,136.0,81.0,199.0,326.0,98.0,60.0,148.0,139.0,5976.118208579839,4650.079131647601,9148.670038058495,8272.265647270779,8285.76087355597,5614.005492821471,7660.711645472415,4244.958299764271,3.33527267215301
333,00000111101,136.0,129.0,238.0,266.0,141.0,77.0,126.0,116.0,8598.29252458936,5967.601552281088,7788.732599968719,9893.463437439423,6760.774209711312,8940.823562641603,7660.711645472415,3542.55512786083,3.2951973840011886
334,11011110011,135.0,87.0,219.0,329.0,299.0,150.0,187.0,92.0,18233.258615973184,11625.197829119,11559.468223763099,9103.649129408544,8362.010206748202,6029.857751548988,7604.382883373353,2809.612687613762,3.0790798461551674
335,11000110001,135.0,80.0,217.0,288.0,196.0,101.0,92.0,105.0,11952.236417159678,7827.633204940127,5687.011104739065,9020.51078119477,7319.935986454354,5544.696783033552,7604.382883373353,3206.6231760809237,3.2018704322490983
336,01111000010,135.0,115.0,276.0,289.0,121.0,42.0,122.0,155.0,7378.6765636547,3255.05539215332,7541.47124758876,11473.092053501181,7345.352430851764,7970.501625610731,7604.382883373353,4733.5865932623165,3.365725797795486
337,01100010110,135.0,107.0,423.0,276.0,96.0,93.0,157.0,113.0,5854.156612486373,7207.622654053781,9705.008080913403,17583.760647213767,7014.938653685423,7416.031947307376,7604.382883373353,3450.9373228299464,3.30429208434118
338,01011011011,135.0,84.0,368.0,403.0,122.0,99.0,140.0,47.0,7439.657361701433,7672.630567218541,8654.147333298577,15297.456071334907,10242.827092156613,5821.93162218523,7604.382883373353,1435.3456121505087,3.2559385431776886
339,01000111100,135.0,156.0,497.0,466.0,298.0,139.0,237.0,101.0,18172.27781792645,10772.683321650275,14650.235128512591,20659.8795311235,11844.063089193503,10812.158726915426,7604.382883373353,3084.4661027064126,3.1678935060706004
340,00010111110,135.0,144.0,346.0,488.0,234.0,75.0,140.0,110.0,14269.506742935535,5812.5989145595,8654.147333298577,14382.934240983364,12403.224865936543,9980.454209460393,7604.382883373353,3359.319517799063,3.254405567878354
341,11001010101,134.0,53.0,178.0,170.0,102.0,96.0,84.0,116.0,6220.041400766771,7440.126610636161,5192.488399979146,7399.312991026123,4320.795547559862,3673.361618759728,7548.054121274291,3542.55512786083,3.265820309421907
342,01110111001,134.0,111.0,286.0,328.0,115.0,116.0,99.0,49.0,7012.791775374301,8990.152987852027,6119.718471403993,11888.783794570063,8336.593762350793,7693.266786459053,7548.054121274291,1496.4241488377645,3.2633754358032396
343,01110000001,134.0,113.0,186.0,167.0,80.0,31.0,93.0,154.0,4878.463843738645,2402.5408846845935,5748.826442834054,7731.86638388123,4244.546214367629,7831.8842060348925,7548.054121274291,4703.047324918688,3.4362990729679836
344,01100111001,134.0,49.0,284.0,324.0,91.0,104.0,77.0,89.0,5549.252622252708,8060.137161522507,4759.781033314217,11805.645446356288,8234.927984761147,3396.1267796080506,7548.054121274291,2717.9948825828783,3.289326917939144
345,00101100110,134.0,108.0,115.0,228.0,82.0,67.0,83.0,507.0,5000.425439832111,5192.588363673154,5130.673061884157,4780.455022292158,5794.9493226096965,7485.340657095295,7548.054121274291,15483.409050219318,3.551552515325734
346,00101100100,134.0,238.0,106.0,271.0,166.0,60.0,194.0,323.0,10122.812475757688,4650.079131647601,11992.175590428027,4406.332455330164,6887.8564316983675,16495.472929524818,7548.054121274291,9864.183674991795,3.389074948325865
347,00100100011,134.0,230.0,149.0,286.0,260.0,83.0,195.0,259.0,15855.007492150595,6432.6094654458475,12053.990928523017,6193.806941926362,7269.103097659532,15941.003251221462,7548.054121274291,7909.670500999612,3.2741928074263953
348,00001011101,134.0,120.0,230.0,311.0,106.0,78.0,128.0,212.0,6463.964592953704,6045.10287114188,7912.363276158699,9560.910044584316,7904.514207594805,8317.045174550327,7548.054121274291,6474.324888849103,3.3698995904704394
349,11011100100,133.0,79.0,144.0,155.0,97.0,111.0,60.0,208.0,5915.137410533106,8602.64639354806,3708.92028569939,5985.96107139192,3939.5488815986973,5475.388073245633,7491.72535917523,6352.167815474592,3.33622162695151
350,11010010110,133.0,48.0,176.0,249.0,45.0,90.0,90.0,96.0,2744.1359121029873,6975.118697471401,5563.380428549085,7316.174642812347,6328.694654955327,3326.8180698201313,7491.72535917523,2931.769760988273,3.3402963211500487
351,01011111110,133.0,95.0,278.0,339.0,99.0,90.0,162.0,54.0,6037.099006626572,6975.118697471401,10014.084771388352,11556.230401714956,8616.174650722312,6584.327429852343,7491.72535917523,1649.1204905559036,3.2681537907079306
352,01011011100,133.0,99.0,377.0,398.0,82.0,78.0,220.0,129.0,5000.425439832111,6045.10287114188,13599.374380897763,15671.578638296902,10115.744870169558,6861.562269004021,7491.72535917523,3939.5656163279923,3.31672158828171
353,01000110011,133.0,112.0,456.0,324.0,89.0,100.0,230.0,26.0,5427.2910261592415,7750.131886079334,14217.527761847661,18955.54339274108,8234.927984761147,7762.575496246973,7491.72535917523,794.020976934324,3.250162184780006
354,00001111101,133.0,87.0,184.0,288.0,100.0,75.0,107.0,210.0,6098.079804673305,5812.5989145595,6614.241176163912,7648.728035667454,7319.935986454354,6029.857751548988,7491.72535917523,6413.246352161847,3.37056475538404
355,11001101001,132.0,125.0,203.0,306.0,145.0,96.0,100.0,272.0,8842.215716776293,7440.126610636161,6181.533809498983,8438.542343698331,7777.431985607751,8663.588723489926,7435.396597076167,8306.680989466775,3.3536706335696764
356,10001011011,132.0,67.0,172.0,387.0,179.0,116.0,150.0,268.0,10915.562850365217,8990.152987852027,9272.300714248475,7149.897946384794,9836.163981798038,4643.6835557906,7435.396597076167,8184.523916092263,3.2621159016424723
357,00111111110,132.0,146.0,393.0,530.0,218.0,77.0,242.0,117.0,13293.813974187806,5967.601552281088,14959.31181898754,16336.685424007115,13470.715530627804,10119.071629036232,7435.396597076167,3573.094396204458,3.243367775682916
358,11010101101,131.0,63.0,181.0,293.0,120.0,115.0,131.0,188.0,7317.695765607967,8912.651668991233,8097.809290443668,7524.020513346788,7447.018208441408,4366.448716638922,7379.067834977106,5741.382448602035,3.270081162296735
359,10111111111,131.0,79.0,244.0,367.0,165.0,151.0,90.0,87.0,10061.831677710954,11702.699147979794,5563.380428549085,10142.878482080754,9327.835093849819,5475.388073245633,7379.067834977106,2656.9163458956227,3.193150280510968
360,10110111111,131.0,82.0,234.0,480.0,197.0,162.0,118.0,121.0,12013.217215206412,12555.21365544852,7294.2098952088,9727.18674101187,12199.893310757256,5683.314202609391,7379.067834977106,3695.251469578969,3.187485787171792
361,10010111111,131.0,102.0,313.0,470.0,168.0,183.0,117.0,173.0,10244.774071851154,14182.741351525181,7232.39455711381,13011.151495456048,11945.728866783147,7069.488398367778,7379.067834977106,5283.293423447617,3.232212982059409
362,10001111111,131.0,69.0,163.0,260.0,196.0,178.0,86.0,244.0,11952.236417159678,13795.234757221215,5316.119076169126,6775.775379422798,6608.275543326847,4782.300975366438,7379.067834977106,7451.581475845194,3.192759910686377
363,01100101001,131.0,146.0,199.0,258.0,92.0,41.0,124.0,188.0,5610.233420299441,3177.554073292527,7665.10192377874,8272.265647270779,6557.442654532025,10119.071629036232,7379.067834977106,5741.382448602035,3.4240940804818876
364,01011101101,131.0,88.0,142.0,202.0,54.0,72.0,72.0,228.0,3292.963094523585,5580.09495797712,4450.704342839268,5902.822723178144,5134.121768277012,6099.166461336907,7379.067834977106,6962.953182347149,3.459752037756264
365,01010111011,131.0,131.0,659.0,552.0,110.0,105.0,252.0,34.0,6707.887785140636,8137.638480383301,15577.465199937438,27394.08573643941,14029.877307370845,9079.440982217442,7379.067834977106,1038.3351236833469,3.272717939145591
366,01010010100,131.0,96.0,439.0,437.0,184.0,69.0,182.0,115.0,11220.466840598881,5347.5910013947405,11250.39153328815,18248.86743292398,11106.986201668586,6653.636139640263,7379.067834977106,3512.0158595172024,3.2570391800238996
367,00110111101,131.0,102.0,233.0,287.0,102.0,78.0,95.0,113.0,6220.041400766771,6045.10287114188,5872.457119024034,9685.617566904983,7294.519542056943,7069.488398367778,7379.067834977106,3450.9373228299464,3.3317613814321727
368,00101111101,131.0,97.0,205.0,306.0,107.0,89.0,95.0,141.0,6524.945391000437,6897.617378610607,5872.457119024034,8521.680691912108,7777.431985607751,6722.944849428181,7379.067834977106,4306.036836451526,3.3271609111483667
369,00001100101,131.0,130.0,104.0,208.0,127.0,52.0,98.0,330.0,7744.561351935098,4030.0685807612535,6057.903133309003,4323.1941071163865,5286.620434661478,9010.132272429522,7379.067834977106,10077.95855339719,3.440993947828335
370,11100000101,130.0,57.0,139.0,232.0,83.0,81.0,52.0,197.0,5061.406237878844,6277.60682772426,3214.3975809394715,5778.115200857478,5896.61510019934,3950.5964579114057,7322.739072878044,6016.235863694686,3.3881117475002873
371,11001110010,130.0,62.0,241.0,329.0,108.0,115.0,97.0,118.0,6585.92618904717,8912.651668991233,5996.087795214014,10018.17095976009,8362.010206748202,4297.140006851003,7322.739072878044,3603.633664548086,3.2698434326520784
372,01111100010,130.0,104.0,258.0,266.0,95.0,40.0,191.0,146.0,5793.17581443964,3100.052754431734,11806.729576143058,10724.84691957719,6760.774209711312,7208.105817943618,7322.739072878044,4458.733178169666,3.343037627427203
373,01111011001,130.0,116.0,287.0,255.0,223.0,79.0,154.0,161.0,13598.717964421472,6122.604190002674,9519.562066628434,11930.352968676953,6481.193321339792,8039.81033539865,7322.739072878044,4916.822203324084,3.223803112837602
374,01110111111,130.0,120.0,509.0,484.0,225.0,152.0,237.0,38.0,13720.679560514938,11780.200466840588,14650.235128512591,21158.709620406164,12301.5590883469,8317.045174550327,7322.739072878044,1160.4921970578582,3.1624521732234454
375,01110011100,130.0,79.0,412.0,350.0,154.0,90.0,167.0,55.0,9391.042899196891,6975.118697471401,10323.161461863303,17126.499732037995,8895.755539093832,5475.388073245633,7322.739072878044,1679.6597588995314,3.2211016607886886
376,01101100100,130.0,118.0,273.0,330.0,93.0,85.0,105.0,266.0,5671.214218346174,6587.612103167434,6490.610499973933,11348.384531180514,8387.426651145614,8178.427754974489,7322.739072878044,8123.445379405007,3.408299689702773
377,00010011100,130.0,87.0,280.0,321.0,109.0,45.0,137.0,103.0,6646.906987093903,3487.5593487357005,8468.701319013608,11639.368749928733,8158.678651568915,6029.857751548988,7322.739072878044,3145.544639393668,3.328612233228906
378,11110100100,129.0,81.0,209.0,273.0,125.0,127.0,69.0,214.0,7622.599755841632,9842.667495320755,4265.258328554299,8687.957388339662,6938.689320493189,5614.005492821471,7266.4103107789815,6535.4034255363595,3.3033348930115327
379,11101100011,129.0,87.0,192.0,209.0,151.0,101.0,72.0,256.0,9208.100505056691,7827.633204940127,4450.704342839268,7981.28142852256,5312.036879058888,6029.857751548988,7266.4103107789815,7818.052695968729,3.315942838317418
380,11100111001,129.0,59.0,161.0,237.0,161.0,104.0,80.0,79.0,9817.908485524022,8060.137161522507,4945.227047599186,6692.637031209022,6023.6973221863955,4089.2138774872446,7266.4103107789815,2412.6021991466,3.1829582480629806
381,11010111100,129.0,140.0,317.0,365.0,139.0,143.0,94.0,147.0,8476.330928495894,11082.688597093447,5810.641780929044,13177.428191883602,9277.002205054996,9703.219370308716,7266.4103107789815,4489.272446513293,3.285356701622342
382,01110011101,129.0,115.0,275.0,315.0,95.0,111.0,226.0,105.0,5793.17581443964,8602.64639354806,13970.266409467702,11431.522879394292,8006.179985184449,7970.501625610731,7266.4103107789815,3206.6231760809237,3.257722023613802
383,01110000111,129.0,97.0,252.0,251.0,182.0,147.0,152.0,196.0,11098.505244505415,11392.693872536622,9395.931390438454,10475.43187493586,6379.527543750149,6722.944849428181,7266.4103107789815,5985.696595351058,3.2067073675918376
384,01101011011,129.0,106.0,423.0,346.0,201.0,58.0,254.0,59.0,12257.140407393345,4495.076493926013,15701.095876127418,17583.760647213767,8794.089761504189,7346.723237519456,7266.4103107789815,1801.816832274043,3.199625754449691
385,00101100011,129.0,343.0,206.0,331.0,259.0,59.0,202.0,433.0,15794.02669410386,4572.577812786807,12486.698295187947,8563.249866018998,8412.843095543025,23772.887457256355,7266.4103107789815,13223.503192790857,3.3861796829878736
386,00100010111,129.0,113.0,172.0,248.0,144.0,46.0,55.0,257.0,8781.23491872956,3565.0606675964937,3399.843595224441,7149.897946384794,6303.278210557915,7831.8842060348925,7266.4103107789815,7848.591964312356,3.4143017501788377
387,00000000111,129.0,107.0,134.0,244.0,228.0,50.0,177.0,378.0,13903.621954655137,3875.065943039667,10941.3148428132,5570.269330323037,6201.612432968272,7416.031947307376,7266.4103107789815,11543.843433891327,3.31037668261849
388,11111111100,128.0,105.0,311.0,315.0,212.0,161.0,186.0,135.0,12927.929185907407,12477.712336587727,11497.652885668109,12928.013147242273,8006.179985184449,7277.4145277315365,7210.08154867992,4122.801226389759,3.161345533921032
389,11110011100,128.0,97.0,352.0,338.0,163.0,135.0,161.0,106.0,9939.870081617488,10462.6780462071,9952.269433293362,14632.349285624694,8590.758206324901,6722.944849428181,7210.08154867992,3237.1624444245517,3.2085136749618437
390,11110000111,128.0,85.0,172.0,189.0,173.0,122.0,153.0,184.0,10549.678062084819,9455.160901016787,9457.746728533444,7149.897946384794,4803.707991110669,5891.240331973149,7210.08154867992,5619.225375227524,3.199894356146016
391,11101100101,128.0,69.0,114.0,151.0,206.0,125.0,74.0,302.0,12562.044397627009,9687.664857599168,4574.335019029248,4738.88584818527,3837.8831040090536,4782.300975366438,7210.08154867992,9222.859039775609,3.235224511548668
392,11100010111,128.0,58.0,169.0,171.0,106.0,120.0,108.0,76.0,6463.964592953704,9300.158263295201,6676.056514258902,7025.190424064129,4346.211991957272,4019.905167699325,7210.08154867992,2320.9843941157164,3.1957052637088297
393,11011111011,128.0,56.0,165.0,203.0,111.0,97.0,138.0,43.0,6768.868583187369,7517.627929496954,8530.516657108597,6858.9137276365755,5159.5382126744225,3881.2877481234864,7210.08154867992,1313.1885387759974,3.183734928538321
394,11011010111,128.0,48.0,208.0,213.0,142.0,122.0,203.0,83.0,8659.273322636094,9455.160901016787,12548.513633282937,8646.388214232773,5413.702656648532,3326.8180698201313,7210.08154867992,2534.759272521111,3.138094283312107
395,11001111011,128.0,61.0,232.0,258.0,107.0,110.0,110.0,52.0,6524.945391000437,8525.145074687267,6799.687190448882,9644.048392798093,6557.442654532025,4227.831297063083,7210.08154867992,1588.041953868648,3.2178216368049704
396,10010100111,128.0,88.0,141.0,230.0,234.0,211.0,155.0,501.0,14269.506742935535,16352.778279627395,9581.377404723424,5861.253549071255,5845.782211404518,6099.166461336907,7210.08154867992,15300.17344015755,3.233264036858533
397,01110110001,128.0,63.0,207.0,194.0,152.0,61.0,147.0,27.0,9269.081303103425,4727.580450508393,9086.854699963505,8604.819040125885,4930.7902130977245,4366.448716638922,7210.08154867992,824.5602452779518,3.1730283967251935
398,01101000100,128.0,108.0,153.0,271.0,130.0,39.0,106.0,264.0,7927.503746075297,3022.55143557094,6552.4258380689225,6360.083638353915,6887.8564316983675,7485.340657095295,7210.08154867992,8062.366842717752,3.4100697347225615
399,01100100010,128.0,74.0,134.0,226.0,59.0,42.0,109.0,129.0,3597.8670847572503,3255.05539215332,6737.871852353892,5570.269330323037,5744.116433814875,5128.844524306035,7210.08154867992,3939.5656163279923,3.406518430293222
400,01100011111,128.0,75.0,177.0,271.0,122.0,77.0,88.0,37.0,7439.657361701433,5967.601552281088,5439.7497523591055,7357.7438169192355,6887.8564316983675,5198.153234093955,7210.08154867992,1129.9529287142302,3.243869158259616
401,01011101010,128.0,89.0,274.0,268.0,126.0,51.0,94.0,96.0,7683.580553888365,3952.5672619004604,5810.641780929044,11389.953705287404,6811.607098506134,6168.475171124826,7210.08154867992,2931.769760988273,3.315246870572124
402,00001100111,128.0,94.0,109.0,159.0,126.0,76.0,76.0,502.0,7683.580553888365,5890.100233420294,4697.965695219227,4531.039977650828,4041.214659188341,6515.018720064423,7210.08154867992,15330.712708501178,3.478596904388389
403,11100111000,127.0,81.0,274.0,278.0,183.0,109.0,139.0,86.0,11159.48604255215,8447.643755826473,8592.331995203587,11389.953705287404,7065.7715424802445,5614.005492821471,7153.752786580858,2626.3770775519947,3.18089067515056
404,11011100001,127.0,58.0,147.0,234.0,109.0,70.0,81.0,194.0,6646.906987093903,5425.092320255534,5007.042385694176,6110.668593712585,5947.447988994162,4019.905167699325,7153.752786580858,5924.618058663802,3.344643995515769
405,11001111100,127.0,87.0,174.0,360.0,87.0,164.0,79.0,105.0,5305.329430065775,12710.216293170108,4883.411709504197,7233.03629459857,9149.919983067943,6029.857751548988,7153.752786580858,3206.6231760809237,3.258995830945788
406,11001100110,127.0,31.0,81.0,113.0,52.0,110.0,54.0,145.0,3171.0014984301188,8525.145074687267,3338.028257129451,3367.103102657955,2872.0582169074373,2148.5700034255015,7153.752786580858,4428.193909826037,3.311516488477752
407,11000101111,127.0,73.0,125.0,205.0,120.0,128.0,51.0,143.0,7317.695765607967,9920.168814181547,3152.5822428444817,5196.146763361042,5210.371101469244,5059.535814518116,7153.752786580858,4367.115373138782,3.2540283363590152
408,10100111111,127.0,84.0,205.0,387.0,267.0,174.0,129.0,102.0,16281.873078477725,13485.22948177804,7974.1786142536885,8521.680691912108,9836.163981798038,5821.93162218523,7153.752786580858,3115.00537105004,3.101878118944265
409,01101111000,127.0,69.0,299.0,354.0,65.0,84.0,78.0,58.0,3963.7518730376487,6510.11078430664,4821.596371409207,12429.183057959612,8997.421316683476,4782.300975366438,7153.752786580858,1771.277563930415,3.33645070817089
410,01101000010,127.0,164.0,223.0,267.0,173.0,43.0,123.0,212.0,10549.678062084819,3332.5567110141137,7603.28658568375,9269.925825836099,6786.190654108724,11366.628405218782,7153.752786580858,6474.324888849103,3.353335743250203
411,01011000100,127.0,129.0,344.0,300.0,176.0,49.0,192.0,237.0,10732.620456225017,3797.5646241788736,11868.544914238048,14299.795892769587,7624.933319223285,8940.823562641603,7153.752786580858,7237.8065974398,3.315149931770098
412,00110101101,127.0,238.0,206.0,365.0,154.0,64.0,134.0,260.0,9391.042899196891,4960.084407090773,8283.255304728638,8563.249866018998,9277.002205054996,16495.472929524818,7153.752786580858,7940.20976934324,3.404017774439325
413,00101100111,127.0,132.0,107.0,174.0,169.0,65.0,63.0,520.0,10305.754869897886,5037.585725951567,3894.3662999843596,4447.901629437052,4422.461325149506,9148.74969200536,7153.752786580858,15880.41953868648,3.47172614970494
414,00011111111,127.0,112.0,297.0,367.0,133.0,69.0,187.0,241.0,8110.446140215497,5347.5910013947405,11559.468223763099,12346.044709745835,9327.835093849819,7762.575496246973,7153.752786580858,7359.963670814311,3.3360649751100775
415,00011111001,127.0,104.0,206.0,344.0,158.0,61.0,118.0,133.0,9634.966091383823,4727.580450508393,7294.2098952088,8563.249866018998,8743.256872709368,7208.105817943618,7153.752786580858,4061.7226897025034,3.294291570078755
416,00001010101,127.0,84.0,175.0,230.0,101.0,70.0,111.0,388.0,6159.060602720038,5425.092320255534,6861.502528543871,7274.605468705458,5845.782211404518,5821.93162218523,7153.752786580858,11849.236117327604,3.441997669634857
417,11110100001,126.0,90.0,192.0,202.0,61.0,86.0,68.0,235.0,3719.8286808507164,6665.113422028227,4203.442990459309,7981.28142852256,5134.121768277012,6237.783880912746,7097.424024481797,7176.728060752544,3.4306890283481586
418,11011110001,126.0,49.0,150.0,219.0,178.0,99.0,73.0,133.0,10854.582052318483,7672.630567218541,4512.519680934258,6235.37611603325,5566.2013230329985,3396.1267796080506,7097.424024481797,4061.7226897025034,3.190755039139483
419,11001110000,126.0,52.0,224.0,301.0,243.0,120.0,167.0,83.0,14818.333925356132,9300.158263295201,10323.161461863303,9311.494999942986,7650.349763620696,3604.052908971809,7097.424024481797,2534.759272521111,3.095455893930377
420,10010111101,126.0,77.0,217.0,297.0,124.0,172.0,110.0,209.0,7561.618957794899,13330.226844056455,6799.687190448882,9020.51078119477,7548.683986031052,5336.770653669793,7097.424024481797,6382.70708381822,3.243961671962267
421,01101011101,126.0,98.0,206.0,312.0,73.0,46.0,95.0,150.0,4451.598257411513,3565.0606675964937,5872.457119024034,8563.249866018998,7929.930651992217,6792.253559216101,7097.424024481797,4580.890251544177,3.42153727190925
422,01011111010,126.0,102.0,519.0,559.0,129.0,104.0,189.0,31.0,7866.522948028564,8060.137161522507,11683.098899953078,21574.401361475044,14207.792418152721,7069.488398367778,7097.424024481797,946.7173186524632,3.2573570663092926
423,01011101100,126.0,95.0,261.0,235.0,127.0,76.0,114.0,163.0,7744.561351935098,5890.100233420294,7046.948542828841,10849.554441897855,5972.864433391574,6584.327429852343,7097.424024481797,4977.900740011339,3.3087855843677705
424,01011000011,126.0,155.0,274.0,320.0,107.0,53.0,138.0,233.0,6524.945391000437,4107.569899622047,8530.516657108597,11389.953705287404,8133.262207171504,10742.850017127506,7097.424024481797,7115.6495240652885,3.40886063166977
425,01001000110,126.0,62.0,126.0,155.0,96.0,80.0,47.0,268.0,5854.156612486373,6200.105508863468,2905.320890464522,5237.71593746793,3939.5488815986973,4297.140006851003,7097.424024481797,8184.523916092263,3.405874819329723
426,01000101100,126.0,121.0,331.0,395.0,123.0,81.0,103.0,247.0,7500.638159748166,6277.60682772426,6366.979823783953,13759.396629380039,10039.495536977325,8386.353884338247,7097.424024481797,7543.199280876078,3.3805650290270273
427,01000000110,126.0,91.0,238.0,242.0,129.0,110.0,95.0,229.0,7866.522948028564,8525.145074687267,5872.457119024034,9893.463437439423,6150.77954417345,6307.092590700665,7097.424024481797,6993.492450690776,3.3116578375054293
428,00010111101,126.0,127.0,235.0,322.0,207.0,80.0,126.0,139.0,12623.025195673743,6200.105508863468,7788.732599968719,9768.755915118758,8184.095095966326,8802.206143065763,7097.424024481797,4244.958299764271,3.2447528560471417
429,11100011100,125.0,75.0,338.0,329.0,232.0,127.0,180.0,127.0,14147.545146842069,9842.667495320755,11126.76085709817,14050.380848128258,8362.010206748202,5198.153234093955,7041.095262382734,3878.4870796407363,3.1527824261169246
430,11001011011,125.0,86.0,317.0,335.0,156.0,149.0,211.0,63.0,9513.004495290357,11547.696510258207,13043.036338042855,13177.428191883602,8514.508873132669,5960.549041761068,7041.095262382734,1923.9739056485544,3.158688197048471
431,11000011100,125.0,80.0,248.0,387.0,104.0,120.0,143.0,149.0,6342.0029968602375,9300.158263295201,8839.593347583546,10309.155178508307,9836.163981798038,5544.696783033552,7041.095262382734,4550.350983200549,3.280624654561115
432,10010011101,125.0,102.0,222.0,467.0,232.0,138.0,79.0,269.0,14147.545146842069,10695.182002789481,4883.411709504197,9228.35665172921,11869.479533590913,7069.488398367778,7041.095262382734,8215.06318443589,3.2572107510702835
433,10001110011,125.0,103.0,208.0,276.0,223.0,165.0,124.0,201.0,13598.717964421472,12787.717612030901,7665.10192377874,8646.388214232773,7014.938653685423,7138.797108155698,7041.095262382734,6138.392937069197,3.1754207759001933
434,01101100001,125.0,101.0,169.0,216.0,88.0,60.0,76.0,139.0,5366.310228112508,4650.079131647601,4697.965695219227,7025.190424064129,5489.951989840765,7000.179688579859,7041.095262382734,4244.958299764271,3.381665222949606
435,01001101101,125.0,133.0,198.0,281.0,67.0,71.0,109.0,276.0,4085.713469131115,5502.593639116327,6737.871852353892,8230.696473163891,7142.020875672477,9218.05840179328,7041.095262382734,8428.838062841285,3.4574067097290753
436,00111111111,125.0,93.0,262.0,350.0,119.0,71.0,105.0,50.0,7256.714967561234,5502.593639116327,6490.610499973933,10891.123616004743,8895.755539093832,6445.710010276504,7041.095262382734,1526.9634171813923,3.284121502706059
437,00101000010,125.0,179.0,146.0,216.0,164.0,45.0,123.0,292.0,10000.850879664222,3487.5593487357005,7603.28658568375,6069.099419605696,5489.951989840765,12406.259052037572,7041.095262382734,8917.466356339331,3.394499618926728
