,variant,correct_counts_6261_y_F_4,correct_counts_6261_y_F_5,correct_counts_6261_y_F_7,correct_counts_6261_y_F_6,correct_counts_6261_y_F_2,correct_counts_6261_y_F_3,correct_counts_6261_y_F_1,correct_counts_6261_y_F_8,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
452,01011000110,250.0,176.0,309.0,260.0,146.0,197.0,240.0,204.0,11124.724841134694,8439.501950003198,9958.419195113644,9498.769017943981,5509.504659759463,6688.661548825895,6871.16249323384,6648.1383300313455,3.284396818578636
453,00111111110,250.0,321.0,229.0,277.0,82.0,133.0,186.0,49.0,8621.661751879386,4739.994245892206,6723.196715482816,9498.769017943981,10048.585203311293,7125.997111633742,5092.220747412782,1596.8567557428232,3.3121813921724677
454,00111100100,250.0,264.0,426.0,256.0,96.0,165.0,110.0,391.0,5098.832218853401,5549.261556166485,8340.80795529823,9498.769017943981,8264.256989639194,6585.759063459343,9472.864796497139,12742.26513256008,3.5345455203512377
455,00010111110,250.0,498.0,461.0,458.0,75.0,121.0,180.0,98.0,8343.54363085102,4335.360590755066,6116.592500552036,9498.769017943981,15589.39386681939,11782.334574470231,10251.151810293852,3193.7135114856464,3.4601649098350595
456,00001011000,250.0,363.0,336.0,362.0,98.0,100.0,139.0,87.0,6443.069803823843,5664.871171919954,5055.03512442317,9498.769017943981,11363.353360753892,9312.674925672978,7471.555332448448,2835.235464278074,3.423043624029791
457,11000110001,249.0,314.0,279.0,203.0,153.0,232.0,251.0,78.0,11634.608063020032,8844.135605140336,11727.681488661754,9460.773941872205,9829.457177070859,5222.301132352526,6204.059338550943,2541.9352438355145,3.2091671741360055
458,10011111100,249.0,257.0,397.0,497.0,141.0,178.0,217.0,196.0,10058.605377192618,8150.477910619526,8997.962521473242,9460.773941872205,8045.128963398761,12785.633806794116,8827.998413637006,6387.427022971293,3.3798551106941783
459,01101011101,249.0,213.0,255.0,289.0,84.0,127.0,160.0,172.0,7416.4832274231285,4855.603861645674,6419.8946080174255,9460.773941872205,6667.752798458895,7434.704567733399,5670.376814804626,5605.293101791134,3.391311766362317
460,00100111011,249.0,393.0,280.0,332.0,86.0,81.0,122.0,35.0,5655.068460910135,4971.213477399143,4094.5784507827675,9460.773941872205,12302.47347321289,8540.906285423836,6226.296110373706,1140.611968387731,3.4150835673862643
461,11111100101,248.0,210.0,356.0,277.0,188.0,291.0,301.0,290.0,13952.25907158976,10867.303880826033,14710.152212071423,9422.77886580043,6573.840787212996,7125.997111633742,7916.290768903712,9450.784880926913,3.26472347877289
462,10111111010,248.0,396.0,374.0,429.0,96.0,126.0,157.0,110.0,7277.424166908945,5549.261556166485,6369.344256773194,9422.77886580043,12396.385484458791,11036.291555562728,8316.552661713451,3584.780472075726,3.433750901218201
463,10101011001,248.0,275.0,380.0,280.0,106.0,123.0,134.0,223.0,6211.3047029668705,6127.3096349338275,6217.693203040499,9422.77886580043,8608.60103087416,7203.173975658657,8449.973292650031,7267.327684298971,3.456572008535884
464,00010010101,248.0,320.0,451.0,431.0,79.0,108.0,121.0,259.0,5608.715440738741,4566.579822262003,5459.437934377023,9422.77886580043,10017.28119956266,11087.742798246003,10028.78409206622,8440.528566069208,3.547223156655724
465,11001011110,247.0,341.0,351.0,360.0,137.0,204.0,212.0,119.0,9826.840276335646,7919.258679112589,10312.271653823267,9384.783789728654,10674.66527828396,9261.223682989701,7805.106909789896,3878.080692518285,3.323787765347916
466,10100011110,247.0,379.0,635.0,381.0,102.0,128.0,158.0,200.0,7323.77718708034,5896.090403426891,6470.4449592616575,9384.783789728654,11864.217420732024,9801.4617311641,14120.350107454655,6517.78267650132,3.5000349304580523
467,10011011011,247.0,339.0,459.0,350.0,125.0,147.0,169.0,307.0,7833.660408965679,7225.600984591778,7430.90163290206,9384.783789728654,10612.057270786692,9003.967469573321,10206.678266648325,10004.796408429525,3.470790997203545
468,01100011111,247.0,236.0,208.0,184.0,105.0,157.0,161.0,98.0,7462.836247594523,6069.504827057093,7936.405145344376,9384.783789728654,7387.744884677461,4733.514326861403,4625.248539134754,3193.7135114856464,3.2858476736588265
469,00100111100,247.0,385.0,269.0,414.0,80.0,90.0,114.0,68.0,5284.244299538979,4624.3846301387375,4549.531611980853,9384.783789728654,12052.041443223825,10650.407235438157,5981.69162032331,2216.0461100104485,3.45157973805675
470,11101111100,246.0,335.0,247.0,333.0,165.0,212.0,264.0,122.0,12237.197325248162,9537.793299661147,10716.67446377712,9346.788713656879,10486.841255792158,8566.631906765473,5492.48264022252,3975.8474326658047,3.2474403241495073
471,11100001011,246.0,300.0,327.0,314.0,64.0,86.0,109.0,159.0,5052.479198682006,3699.5077041109903,4347.330207003926,9346.788713656879,9391.201124589994,8077.845101274351,7271.424386043578,5181.637227818549,3.5014365833150314
472,11011100110,246.0,205.0,370.0,303.0,180.0,279.0,277.0,373.0,12839.786587476292,10404.86541781216,14103.547997140644,9346.788713656879,6417.320768469829,7794.863266516331,8227.605574422398,12155.66469167496,3.3216413647679346
473,11010111010,246.0,215.0,248.0,227.0,134.0,155.0,206.0,24.0,9548.722155307278,7745.844255482386,7835.304442855913,9346.788713656879,6730.360805956162,5839.716044551839,5514.719412045283,782.1339211801583,3.207518505330803
474,10100100111,246.0,290.0,746.0,340.0,176.0,245.0,315.0,624.0,14601.201353989285,10173.646186305223,12384.836054836765,9346.788713656879,9078.161087103661,8746.71125615694,16588.631779781375,20335.481950684116,3.4591684485158574
475,10001110011,246.0,289.0,496.0,383.0,158.0,258.0,306.0,213.0,14184.024172446734,9133.159644524007,13041.990621011779,9346.788713656879,9046.857083355027,9852.912973847377,11029.438824090566,6941.438550473905,3.3108976033386788
476,01110001111,246.0,404.0,388.0,389.0,82.0,61.0,101.0,111.0,4681.65503731085,4739.994245892206,3083.5714258981334,9346.788713656879,12646.817514447857,10007.266701897204,8627.867467232136,3617.369385458232,3.5177038011994926
477,01110000011,246.0,185.0,207.0,190.0,89.0,102.0,195.0,76.0,9038.838933421937,5144.627901029346,5156.135826911634,9346.788713656879,5791.240693497162,4887.868054911231,4603.01176731199,2476.757417070501,3.263317201273779
478,01011101100,246.0,310.0,291.0,301.0,102.0,163.0,175.0,187.0,8111.778529994047,5896.090403426891,8239.707252809767,9346.788713656879,9704.241162076327,7743.412023833056,6470.900600424102,6094.126802528734,3.38468393275834
479,00011100011,246.0,277.0,390.0,325.0,109.0,226.0,142.0,370.0,6582.128864338027,6300.72405856403,11424.379381196364,9346.788713656879,8671.209038371428,8360.826936032368,8672.341010877662,12057.89795152744,3.472493249161513
480,00010011111,246.0,379.0,323.0,320.0,75.0,85.0,103.0,143.0,4774.361077653639,4335.360590755066,4296.779855759694,9346.788713656879,11864.217420732024,8232.19882932418,7182.477298752526,4660.214613698443,3.497888926751035
481,11000100011,245.0,289.0,361.0,279.0,166.0,234.0,276.0,251.0,12793.433567304897,9595.59810753788,11828.782191150218,9308.793637585102,9046.857083355027,7177.448354317018,8027.474628017529,8179.817259009155,3.298275590533884
482,10110111100,245.0,320.0,552.0,498.0,135.0,152.0,169.0,181.0,7833.660408965679,7803.64906335912,7683.653389123218,9308.793637585102,10017.28119956266,12811.359428135753,12274.698046165307,5898.5933222336935,3.4517971265052814
483,10000100100,245.0,240.0,538.0,351.0,106.0,131.0,147.0,515.0,6813.8939651949995,6127.3096349338275,6622.096012994352,9308.793637585102,7512.960899671994,9029.693090914958,11963.38324064662,16783.290391990897,3.5791108690490674
484,01101011100,245.0,261.0,243.0,321.0,87.0,116.0,125.0,103.0,5794.12752142432,5029.018285275877,5863.840744330877,9308.793637585102,8170.344978393294,8257.924450665816,5403.535552931467,3356.6580783981794,3.399002760198675
485,01011111000,245.0,272.0,184.0,307.0,153.0,261.0,316.0,33.0,14647.55437416068,8844.135605140336,13193.641674744473,9308.793637585102,8514.68901962826,7897.765751882884,4091.5660153884355,1075.4341416227178,3.135788988573341
486,00101111101,245.0,273.0,387.0,389.0,98.0,153.0,166.0,144.0,7694.601348451496,5664.871171919954,7734.203740367449,9308.793637585102,8545.993023376894,10007.266701897204,8605.630695409372,4692.80352708095,3.410835420634947
487,10011111101,244.0,227.0,411.0,329.0,171.0,202.0,195.0,247.0,9038.838933421937,9884.622146921552,10211.170951334803,9270.798561513326,7106.008850939762,8463.72942139892,9139.31321915569,8049.4616054791295,3.3596010999958765
488,10000001011,244.0,274.0,368.0,376.0,49.0,91.0,71.0,348.0,3291.0644321690133,2832.435585959977,4600.081963225084,9270.798561513326,8577.297027125527,9672.83362445591,8183.132030776871,11340.941857112295,3.6395319805429747
489,01110001011,244.0,242.0,221.0,222.0,68.0,82.0,103.0,94.0,4774.361077653639,3930.726935617927,4145.128802026999,9270.798561513326,7575.568907169261,5711.087937843649,4914.326572830675,3063.35785795562,3.417538045466161
490,01101100100,244.0,257.0,325.0,274.0,132.0,196.0,195.0,316.0,9038.838933421937,7630.2346397289175,9907.868843869413,9270.798561513326,8045.128963398761,7048.820247608828,7226.950842398052,10298.096628872085,3.390288100649002
491,00110011101,244.0,299.0,270.0,359.0,62.0,84.0,123.0,113.0,5701.42148108153,3583.898088357522,4246.229504515462,9270.798561513326,9359.89712084136,9235.498061648063,6003.928392146074,3682.5472122232454,3.4638200426710064
492,11010000100,243.0,367.0,276.0,371.0,107.0,154.0,172.0,161.0,7972.719469479864,6185.114442810562,7784.754091611681,9232.803485441551,11488.569375748426,9544.20551774772,6137.349023082654,5246.815054583562,3.392444156833053
493,10000100110,243.0,362.0,589.0,404.0,147.0,219.0,256.0,661.0,11866.373163877006,8497.306757879931,11070.526922486742,9232.803485441551,11332.049357005259,10393.151022021775,13097.458603607547,21541.27174583686,3.510982406750301
494,01111100010,243.0,192.0,191.0,273.0,95.0,145.0,171.0,70.0,7926.366449308469,5491.456748289751,7329.800930413596,9232.803485441551,6010.368719737596,7023.09462626719,4247.223418147778,2281.223936775462,3.2807391302680453
495,01110101111,243.0,229.0,266.0,295.0,149.0,220.0,263.0,128.0,12190.844305076767,8612.9163736334,11121.077273730973,9232.803485441551,7168.616858437028,7589.058295783228,5914.981304855021,4171.380912960844,3.232444908469804
496,00011111010,243.0,448.0,281.0,381.0,61.0,86.0,87.0,49.0,4032.712754911326,3526.0932804807876,4347.330207003926,9232.803485441551,14024.193679387723,9801.4617311641,6248.5328821964695,1596.8567557428232,3.490247132008046
497,00001111111,243.0,442.0,502.0,357.0,94.0,184.0,181.0,220.0,8389.896651022415,5433.651940413017,9301.264628938632,9232.803485441551,13836.369656895924,9184.046818964787,11162.859455027145,7169.560944151452,3.455984842050764
498,11110111110,242.0,321.0,228.0,285.0,146.0,226.0,227.0,33.0,10522.135578906564,8439.501950003198,11424.379381196364,9194.808409369774,10048.585203311293,7331.802082366847,5069.983975590018,1075.4341416227178,3.2113005170300104
499,11110000111,242.0,252.0,274.0,197.0,168.0,206.0,234.0,203.0,10846.606720106325,9711.207723291349,10413.37235631173,9194.808409369774,7888.608944655594,5067.947404302698,6092.875479437127,6615.549416648839,3.263706408233443
500,10001011111,242.0,238.0,460.0,330.0,157.0,174.0,186.0,347.0,8621.661751879386,9075.354836647273,8795.761116496315,9194.808409369774,7450.352892174728,8489.45504274056,10228.915038471088,11308.35294372979,3.43174104580362
501,10001011100,242.0,303.0,451.0,424.0,119.0,142.0,140.0,268.0,6489.422823995237,6878.7721373313725,7178.149876680901,9194.808409369774,9485.113135835893,10907.663448854537,10028.78409206622,8733.828786511767,3.4889416535938635
502,01000100001,242.0,303.0,372.0,279.0,115.0,176.0,165.0,121.0,7648.248328280101,6647.552905824436,8896.861818984778,9194.808409369774,9485.113135835893,7177.448354317018,8272.079118067924,3943.258519283298,3.3610069935071576
503,01000011001,242.0,371.0,202.0,225.0,100.0,95.0,142.0,55.0,6582.128864338027,5780.480787673422,4802.283368202011,9194.808409369774,11613.785390742958,5788.264801868563,4491.827908198174,1792.390236037863,3.3408210129852143
504,00110100111,242.0,147.0,538.0,330.0,112.0,155.0,161.0,444.0,7462.836247594523,6474.138482194233,7835.304442855913,9194.808409369774,4601.6885510490965,8489.45504274056,11963.38324064662,14469.477541832928,3.525627632337145
505,00000011110,242.0,326.0,305.0,317.0,72.0,75.0,97.0,156.0,4496.242956625271,4161.946167124865,3791.2763433173773,9194.808409369774,10205.105222054459,8155.021965299265,6782.215405942788,5083.870487671029,3.508565339047027
506,11101100011,241.0,207.0,291.0,225.0,138.0,225.0,186.0,184.0,8621.661751879386,7977.063486989323,11373.829029952132,9156.813333297998,6479.928775967095,5788.264801868563,6470.900600424102,5996.3600623812135,3.298832508006364
507,10001100011,241.0,294.0,473.0,429.0,106.0,120.0,109.0,488.0,5052.479198682006,6127.3096349338275,6066.042149307804,9156.813333297998,9203.377102098193,11036.291555562728,10517.993072167012,15903.389730663219,3.6049230658939315
508,10000001101,241.0,368.0,610.0,482.0,68.0,57.0,70.0,422.0,3244.7114119976186,3930.726935617927,2881.3700209212066,9156.813333297998,11519.873379497058,12399.749486669545,13564.430811885575,13752.521447417783,3.699926132318797
509,01110100001,241.0,214.0,215.0,249.0,108.0,160.0,160.0,71.0,7416.4832274231285,6242.919250687296,8088.056199077072,9156.813333297998,6699.056802207529,6405.679714067876,4780.905941894096,2313.812850157968,3.281410007654885
510,01000001110,241.0,382.0,474.0,360.0,65.0,89.0,88.0,205.0,4079.065775082721,3757.3125119877245,4498.981260736621,9156.813333297998,11958.129431977924,9261.223682989701,10540.229843989775,6680.727243413852,3.5770062692037214
511,01000000110,241.0,289.0,395.0,346.0,155.0,221.0,287.0,175.0,13303.316789190238,8959.745220893805,11171.627624975205,9156.813333297998,9046.857083355027,8901.064984206769,8783.52486999148,5703.059841938654,3.2889383743815657
512,00111110011,241.0,420.0,367.0,235.0,97.0,109.0,165.0,81.0,7648.248328280101,5607.066364043219,5509.988285621255,9156.813333297998,13147.681574425991,6045.521015284944,8160.895258954108,2639.701983983034,3.387197710095589
513,00001111101,241.0,298.0,362.0,310.0,105.0,114.0,163.0,159.0,7555.542287937312,6069.504827057093,5762.740041842413,9156.813333297998,9328.593117092727,7974.942615907798,8049.711399840292,5181.637227818549,3.4135979185723198
514,00000100101,241.0,191.0,355.0,299.0,100.0,166.0,134.0,430.0,6211.3047029668705,5780.480787673422,8391.358306542461,9156.813333297998,5979.064715988962,7691.96078114978,7894.05399708095,14013.232754477836,3.51528745225584
515,11101111101,240.0,379.0,313.0,318.0,204.0,277.0,281.0,146.0,13025.19866816187,11792.180806853781,14002.44729465218,9118.818257226223,11864.217420732024,8180.747586640902,6960.109580524893,4757.981353845963,3.2370466127825037
516,11010101111,240.0,364.0,341.0,300.0,213.0,282.0,241.0,267.0,11171.077861306087,12312.42407774439,14255.199050873338,9118.818257226223,11394.657364502526,7717.6864024914175,7582.739191562264,8701.239873129261,3.299371905731738
517,10011011101,240.0,329.0,445.0,378.0,129.0,167.0,199.0,338.0,9224.251014107516,7456.820216098715,8441.908657786693,9118.818257226223,10299.01723330036,9724.284867139186,9895.36346112964,11015.05272328723,3.4525592266618013
518,10001011010,240.0,255.0,344.0,320.0,95.0,104.0,124.0,195.0,5747.774501252925,5491.456748289751,5257.2365294000965,9118.818257226223,7982.520955901494,8232.19882932418,7649.449507030554,6354.838109588786,3.4674074135461206
519,01101111000,240.0,250.0,179.0,239.0,109.0,191.0,229.0,48.0,10614.841619249353,6300.72405856403,9655.117087648254,9118.818257226223,7826.000937158327,6148.423500651496,3980.3821562746193,1564.2678423603165,3.2021404901598975
520,01001000011,240.0,260.0,386.0,370.0,124.0,173.0,150.0,231.0,6952.953025709183,7167.796176715044,8745.210765252084,9118.818257226223,8139.040974644661,9518.479896406081,8583.39392358661,7528.038991359023,3.4283393188905094
521,00111111011,240.0,274.0,139.0,256.0,60.0,96.0,80.0,19.0,3708.2416137115642,3468.2884726040534,4852.833719446243,9118.818257226223,8577.297027125527,6585.759063459343,3090.9112833640897,619.1893542676253,3.382508128128312
522,00101111111,240.0,280.0,460.0,281.0,94.0,118.0,196.0,196.0,9085.191953593332,5433.651940413017,5964.94144681934,9118.818257226223,8765.121049617326,7228.899597000294,10228.915038471088,6387.427022971293,3.4249491793063433
523,11101111011,239.0,232.0,216.0,196.0,131.0,172.0,221.0,20.0,10244.017457878197,7572.429831852183,8694.660414007853,9080.823181154447,7262.528869682928,5042.22178296106,4803.142713716859,651.778267650132,3.175458463475604
524,10110011100,239.0,517.0,383.0,509.0,119.0,151.0,162.0,191.0,7509.189267765918,6878.7721373313725,7633.1030378789865,9080.823181154447,16184.169938043422,13094.341262893771,8516.68360811832,6224.482456058759,3.461045921962626
525,00010100001,239.0,316.0,351.0,341.0,82.0,166.0,105.0,123.0,4867.067117996428,4739.994245892206,8391.358306542461,9080.823181154447,9892.065184568126,8772.436877498578,7805.106909789896,4008.4363460483114,3.445246274816892
526,00001100011,239.0,242.0,398.0,243.0,117.0,226.0,167.0,354.0,7740.954368622891,6763.162521577904,11424.379381196364,9080.823181154447,7575.568907169261,6251.325986018048,8850.23518545977,11536.475337407335,3.430789664006352
527,11011110010,238.0,272.0,341.0,328.0,158.0,214.0,236.0,64.0,10939.312760449115,9133.159644524007,10817.775166265583,9042.82810508267,8514.68901962826,8438.003800057284,7582.739191562264,2085.690456480422,3.2481794821096677
528,10010011111,238.0,427.0,541.0,315.0,144.0,184.0,229.0,208.0,10614.841619249353,8323.89233424973,9301.264628938632,9042.82810508267,13366.809600666424,8103.570722615988,12030.09355611491,6778.493983561372,3.3915003111813373
529,10000111011,238.0,395.0,382.0,356.0,119.0,141.0,202.0,106.0,9363.3100746217,6878.7721373313725,7127.599525436669,9042.82810508267,12365.081480710158,9158.321197623149,8494.446836295556,3454.424818545699,3.368149398333411
530,01101100110,238.0,177.0,366.0,200.0,204.0,328.0,380.0,326.0,17614.14766512993,11792.180806853781,16580.515208107998,9042.82810508267,5540.808663508096,5145.124268327611,8138.658487131344,10623.98576269715,3.2103151926892934
531,01011001101,238.0,308.0,441.0,315.0,82.0,98.0,97.0,219.0,4496.242956625271,4739.994245892206,4953.934421934707,9042.82810508267,9641.63315457906,8103.570722615988,9806.416373838587,7136.972030768945,3.5391950120308535
532,00111111111,238.0,299.0,351.0,382.0,114.0,138.0,206.0,71.0,9548.722155307278,6589.748097947701,6975.948471703974,9042.82810508267,9359.89712084136,9827.187352505738,7805.106909789896,2313.812850157968,3.336899580495517
533,00101011011,238.0,383.0,440.0,326.0,80.0,103.0,102.0,120.0,4728.008057482244,4624.3846301387375,5206.686178155865,9042.82810508267,11989.433435726558,8386.552557374007,9784.179602015824,3910.6696059007913,3.50063675560116
534,10111110001,237.0,397.0,389.0,383.0,140.0,160.0,211.0,160.0,9780.487256164251,8092.673102742791,8088.056199077072,9004.833029010895,12427.689488207425,9852.912973847377,8650.1042390549,5214.226141201056,3.372325529865722
535,01110101011,237.0,260.0,219.0,206.0,97.0,114.0,145.0,37.0,6721.18792485221,5607.066364043219,5762.740041842413,9004.833029010895,8139.040974644661,5299.47799637744,4869.853029185149,1205.789795152744,3.2967477172037025
536,00101110011,237.0,276.0,456.0,335.0,85.0,112.0,109.0,176.0,5052.479198682006,4913.408669522409,5661.63933935395,9004.833029010895,8639.905034622794,8618.08314944875,10139.967951180037,5735.648755321161,3.5044374086351415
537,00100100111,237.0,187.0,515.0,344.0,124.0,201.0,178.0,532.0,8250.83759050823,7167.796176715044,10160.620600090571,9004.833029010895,5853.848700994429,8849.613741523492,11451.937488723068,17337.301919493508,3.5162658516957124
538,00000011010,237.0,301.0,223.0,415.0,68.0,79.0,88.0,80.0,4079.065775082721,3930.726935617927,3993.477748294304,9004.833029010895,9422.505128338627,10676.132856779794,4958.800116476202,2607.113070600528,3.4782471529221497
539,11110100100,236.0,232.0,407.0,309.0,198.0,289.0,283.0,287.0,13117.904708504659,11445.351959593376,14609.051509582961,8966.837952939119,7262.528869682928,7949.21699456616,9050.366131864637,9353.018140779393,3.2867969326748017
540,11011011110,236.0,276.0,254.0,325.0,96.0,139.0,200.0,85.0,9270.604034278911,5549.261556166485,7026.498822948206,8966.837952939119,8639.905034622794,8360.826936032368,5648.140042981862,2770.057637513061,3.318157812827586
541,10110100011,236.0,234.0,390.0,271.0,69.0,90.0,175.0,275.0,8111.778529994047,3988.5317434946614,4549.531611980853,8966.837952939119,7325.1368771801945,6971.643383583914,8672.341010877662,8961.951180189313,3.486734345888475
542,01101100000,236.0,311.0,288.0,402.0,109.0,160.0,136.0,129.0,6304.010743309659,6300.72405856403,8088.056199077072,8966.837952939119,9735.54516582496,10341.6997793385,6404.190284955812,4203.969826343351,3.4016379147046414
543,01001000000,236.0,268.0,237.0,304.0,86.0,197.0,138.0,157.0,6396.716783652449,4971.213477399143,9958.419195113644,8966.837952939119,8389.473004633728,7820.58888785797,5270.1149219948875,5116.459401053536,3.3784376314415305
544,01000010100,236.0,286.0,218.0,218.0,104.0,119.0,142.0,87.0,6582.128864338027,6011.700019180359,6015.491798063572,8966.837952939119,8952.945072109127,5608.185452477097,4847.616257362386,2835.235464278074,3.3320744062790038
545,10001100010,235.0,336.0,476.0,419.0,93.0,127.0,120.0,499.0,5562.362420567347,5375.8471325362825,6419.8946080174255,8928.842876867342,10518.145259540792,10779.035342146346,10584.703387635302,16261.867777870792,3.6075092383631846
546,01101110000,235.0,240.0,339.0,330.0,129.0,222.0,250.0,64.0,11588.25504284864,7456.820216098715,11222.177976219436,8928.842876867342,7512.960899671994,8489.45504274056,7538.265647916737,2085.690456480422,3.246705963031571
547,01000101011,235.0,136.0,237.0,209.0,88.0,139.0,131.0,134.0,6072.245642452686,5086.823093152611,7026.498822948206,8928.842876867342,4257.34450981413,5376.654860402355,5270.1149219948875,4366.914393255884,3.3475019090902
548,01000001101,235.0,370.0,685.0,447.0,82.0,88.0,125.0,327.0,5794.12752142432,4739.994245892206,4448.430909492389,8928.842876867342,11582.481386994325,11499.352739712212,15232.188698592818,10656.574676079657,3.6098016613450237
549,00010010100,235.0,292.0,311.0,315.0,75.0,108.0,100.0,237.0,4635.3020171394555,4335.360590755066,5459.437934377023,8928.842876867342,9140.769094600926,8103.570722615988,6915.636036879367,7723.5724716540635,3.519422797345108
550,00001111100,235.0,226.0,389.0,428.0,73.0,121.0,145.0,146.0,6721.18792485221,4219.750975001599,6116.592500552036,8928.842876867342,7074.7048471911285,11010.56593422109,8650.1042390549,4757.981353845963,3.462552658929591
551,00001011001,235.0,287.0,372.0,277.0,75.0,98.0,113.0,105.0,5237.8912793675845,4335.360590755066,4953.934421934707,8928.842876867342,8984.24907585776,7125.997111633742,8272.079118067924,3421.835905163193,3.457617050003191
552,11100111000,234.0,295.0,338.0,336.0,148.0,219.0,230.0,105.0,10661.194639420748,8555.111565756664,11070.526922486742,8890.847800795567,9234.681105846827,8643.808770790387,7516.028876093974,3421.835905163193,3.280222151630003
553,11000001111,234.0,334.0,363.0,345.0,89.0,105.0,102.0,264.0,4728.008057482244,5144.627901029346,5307.786880644328,8890.847800795567,10455.537252043527,8875.33936286513,8071.948171663055,8603.473132981742,3.5347594980363177
554,10101011111,234.0,453.0,502.0,353.0,120.0,152.0,224.0,369.0,10383.07651839238,6936.576945208107,7683.653389123218,8890.847800795567,14180.71369813089,9081.144333598235,11162.859455027145,12025.309038144935,3.4735882750441003
555,10000011001,234.0,365.0,413.0,268.0,89.0,129.0,147.0,218.0,6813.8939651949995,5144.627901029346,6520.995310505889,8890.847800795567,11425.961368251159,6894.466519559,9183.786762801217,7104.383117386438,3.4689851600252606
556,01011010101,234.0,265.0,331.0,239.0,148.0,200.0,194.0,132.0,8992.485913250543,8555.111565756664,10110.07024884634,8890.847800795567,8295.560993387828,6148.423500651496,7360.371473334631,4301.736566490871,3.2923869387981544
557,01000001010,234.0,317.0,313.0,356.0,64.0,115.0,123.0,59.0,5701.42148108153,3699.5077041109903,5813.290393086645,8890.847800795567,9923.36918831676,9158.321197623149,6960.109580524893,1922.7458895678892,3.431637528353422
558,11111110011,233.0,290.0,279.0,300.0,144.0,240.0,242.0,55.0,11217.430881477481,8323.89233424973,12132.084298615608,8852.85272472379,9078.161087103661,7717.6864024914175,6204.059338550943,1792.390236037863,3.2218939983271375
559,11001111100,233.0,322.0,427.0,387.0,187.0,246.0,240.0,121.0,11124.724841134694,10809.4990729493,12435.386406080997,8852.85272472379,10079.889207059927,9955.815459213929,9495.101568319902,3943.258519283298,3.2892686664745097
560,11000100001,233.0,205.0,327.0,233.0,159.0,200.0,189.0,192.0,8760.72081239357,9190.964452400742,10110.07024884634,8852.85272472379,6417.320768469829,5994.069772601668,7271.424386043578,6257.071369441266,3.305210677675811
561,10010011001,233.0,322.0,399.0,302.0,112.0,154.0,123.0,144.0,5701.42148108153,6474.138482194233,7784.754091611681,8852.85272472379,10079.889207059927,7769.137645174694,8872.471957282532,4692.80352708095,3.426281541747264
562,10001110000,233.0,411.0,433.0,326.0,85.0,126.0,164.0,150.0,7601.895308108707,4913.408669522409,6369.344256773194,8852.85272472379,12865.94554068829,8386.552557374007,9628.522199256482,4888.33700737599,3.4499029141650372
563,10001011001,233.0,318.0,411.0,404.0,121.0,141.0,188.0,213.0,8714.367792222176,6994.381753084841,7127.599525436669,8852.85272472379,9954.673192065393,10393.151022021775,9139.31321915569,6941.438550473905,3.4249087738334194
564,01111001111,233.0,295.0,357.0,291.0,75.0,87.0,89.0,312.0,4125.418795254115,4335.360590755066,4397.880558248157,8852.85272472379,9234.681105846827,7486.155810416675,7938.527540726475,10167.740975342058,3.5774721186847174
565,01001101101,233.0,234.0,342.0,301.0,104.0,142.0,164.0,303.0,7601.895308108707,6011.700019180359,7178.149876680901,8852.85272472379,7325.1368771801945,7743.412023833056,7604.975963385027,9874.440754899499,3.451603496190383
566,01000101111,233.0,226.0,322.0,221.0,124.0,181.0,190.0,161.0,8807.073832564965,7167.796176715044,9149.613575205938,8852.85272472379,7074.7048471911285,5685.362316502011,7160.240526929762,5246.815054583562,3.316884079039048
567,00000010100,233.0,262.0,436.0,308.0,75.0,84.0,79.0,199.0,3661.88859354017,4335.360590755066,4246.229504515462,8852.85272472379,8201.648982141927,7923.491373224522,9695.232514724772,6485.193763118813,3.5579559636358242
568,10110111010,232.0,266.0,266.0,259.0,74.0,104.0,146.0,45.0,6767.540945023605,4277.555782878332,5257.2365294000965,8814.857648652014,8326.864997136461,6662.935927484257,5914.981304855021,1466.501102212797,3.3552929192112217
569,01011101101,232.0,185.0,317.0,202.0,116.0,175.0,220.0,133.0,10197.664437706802,6705.35771370117,8846.311467740547,8814.857648652014,5791.240693497162,5196.575511010888,7049.056667815946,4334.325479873377,3.2736668490647225
570,01010011000,232.0,342.0,165.0,268.0,80.0,128.0,167.0,30.0,7740.954368622891,4624.3846301387375,6470.4449592616575,8814.857648652014,10705.969282032593,6894.466519559,3669.067350755934,977.6674014751978,3.3006105107611137
571,00110111101,232.0,314.0,314.0,337.0,90.0,170.0,192.0,99.0,8899.779872907755,5202.43270890608,8593.559711519389,8814.857648652014,9829.457177070859,8669.534392132025,6982.346352347657,3226.302424868153,3.3492944824791686
572,00100111010,232.0,322.0,261.0,318.0,64.0,66.0,92.0,34.0,4264.477855768299,3699.5077041109903,3336.323182119292,8814.857648652014,10079.889207059927,8180.747586640902,5803.797445741205,1108.0230550052243,3.4535769241835284
573,11111101010,231.0,268.0,231.0,350.0,118.0,161.0,153.0,115.0,7092.012086223367,6820.967329454638,8138.606550321303,8776.86257258024,8389.473004633728,9003.967469573321,5136.6942910583075,3747.7250389882583,3.343969645913471
