,variant,correct_counts_6261_x_F_1,correct_counts_6261_x_F_2,correct_counts_6261_x_F_3,correct_counts_6261_x_F_7,correct_counts_6261_x_F_6,correct_counts_6261_x_F_4,correct_counts_6261_x_F_5,correct_counts_6261_x_F_8,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
393,11010110010,136.0,51.0,189.0,87.0,234.0,341.0,480.0,23.0,10707.855219500389,3860.1409231906982,7725.304122087209,7964.754870119219,12931.43455509448,5924.721923749472,1888.513522809238,447.3061933552008,3.19517796819341
394,11001001100,136.0,54.0,234.0,211.0,252.0,476.0,498.0,365.0,10707.855219500389,4087.208036319563,9564.662246393687,11117.956944799847,13416.363350910524,6380.469764037893,4580.18796911206,7098.554807593403,3.3419131954296604
395,11001001011,136.0,53.0,149.0,211.0,197.0,262.0,273.0,279.0,10707.855219500389,4011.5189986099413,6090.319122703673,6119.547730120925,7354.753403209986,4987.906918712162,4580.18796911206,5426.018606352218,3.277383249492832
396,10111101010,136.0,89.0,206.0,283.0,230.0,285.0,306.0,247.0,10707.855219500389,6736.324356156317,8420.172746825212,6656.759935436884,8243.78952887273,5823.4446259076,6143.095712126602,4803.679554727591,3.254535427436986
397,10110001110,136.0,92.0,173.0,307.0,211.0,207.0,200.0,472.0,10707.855219500389,6963.391469285181,7071.310122333794,4834.909847843632,5388.0977312893665,5342.377461158711,6664.064959798116,9179.50101146325,3.3117103740172533
398,10101000000,136.0,65.0,149.0,224.0,190.0,278.0,309.0,267.0,10707.855219500389,4919.7874511253995,6090.319122703673,6493.260568601591,8324.610994842073,4810.671647488887,4862.37964493413,5192.641461992983,3.271214805245016
399,10000101100,136.0,76.0,160.0,396.0,405.0,267.0,409.0,592.0,10707.855219500389,5752.366865931237,6539.939997534145,6236.332992146133,11018.659860486756,10254.32640648947,8595.99258657998,11513.272455055601,3.446788971894432
400,10000100111,136.0,132.0,144.0,478.0,374.0,218.0,277.0,867.0,10707.855219500389,9990.952977670042,5885.945997780731,5091.83742429909,7462.515357835773,9469.427348214967,10375.970849457653,16861.49867995474,3.4570065955063813
401,01101001101,136.0,54.0,106.0,314.0,219.0,365.0,253.0,221.0,10707.855219500389,4087.208036319563,4332.710248366371,8525.32412784022,6815.943630081049,5544.932056842455,6816.014323702308,4298.029075282581,3.3092440529406697
402,01010101100,136.0,88.0,278.0,481.0,590.0,459.0,660.0,276.0,10707.855219500389,6660.635318446695,11363.145745715578,10720.887053914139,17780.72251325491,14938.401431676019,10441.092005416593,5367.674320262409,3.4033062503271774
403,01000000111,136.0,107.0,135.0,474.0,396.0,358.0,575.0,508.0,10707.855219500389,8098.727034929504,5518.074372919435,8361.824761004927,15490.78097745693,10026.452486345259,10289.1426415124,9879.632444540955,3.4347565820017727
404,00110111010,136.0,95.0,176.0,135.0,209.0,459.0,343.0,26.0,10707.855219500389,7190.458582414046,7193.93399728756,10720.887053914139,9240.587609161264,5291.738812237776,2930.452018152266,505.6504794450095,3.1475499313162305
405,00100100100,136.0,48.0,179.0,440.0,387.0,265.0,335.0,623.0,10707.855219500389,3633.0738100618337,7316.557872241325,6189.61888733605,9025.06369990969,9798.57856620105,9551.102873977756,12116.16341131696,3.473567965455351
406,00010011001,136.0,63.0,161.0,208.0,218.0,278.0,405.0,130.0,10707.855219500389,4768.409375706156,6580.814622518734,6493.260568601591,10910.897905860968,5519.6127323819865,4515.066813153121,2528.252397225048,3.2431465451733676
407,00000001110,136.0,45.0,175.0,354.0,357.0,249.0,364.0,528.0,10707.855219500389,3406.006696932969,7153.0593723029715,5815.906048855382,9806.337870946647,9038.998832387015,7684.296403154831,10268.594351806347,3.4383065159464694
408,11111110010,135.0,56.0,139.0,174.0,283.0,400.0,395.0,70.0,10629.120989945239,4238.586111738806,5681.572872857789,9342.820962016678,10641.4930192965,7165.368822312395,3777.027045618476,1361.3666754288718,3.251135497267802
409,11110000110,135.0,129.0,236.0,383.0,328.0,429.0,358.0,363.0,10629.120989945239,9763.885864541178,9646.411496362864,10020.175481762888,9644.694939007966,8304.738423033448,8313.800910757911,7059.658616866864,3.3110001174548307
410,11100111111,135.0,82.0,219.0,278.0,459.0,569.0,611.0,68.0,10629.120989945239,6206.501092188966,8951.54287162486,13290.162818468725,16460.638569089017,11621.569927354732,6034.560452195036,1322.4704847023327,3.3198569265408606
411,11100001101,135.0,32.0,157.0,287.0,311.0,292.0,330.0,366.0,10629.120989945239,2422.049206707889,6417.31612258038,6820.259302272176,8890.361256627455,7874.309907205495,6229.923920071855,7118.002902956673,3.3895102402507855
412,11100001100,135.0,103.0,281.0,275.0,323.0,546.0,513.0,437.0,10629.120989945239,7795.970884091018,11485.769620669342,12752.950613152767,13820.470680757226,8178.141800731109,5969.439296236097,8498.817673748814,3.3392272104118317
413,11011010110,135.0,80.0,154.0,118.0,168.0,300.0,206.0,161.0,10629.120989945239,6055.123016769723,6294.6922476266145,7007.1157215125095,5549.740663228048,4253.646509358595,2561.4321343849438,3131.1433534864054,3.1418187353928975
414,11000100101,135.0,93.0,126.0,373.0,395.0,381.0,338.0,438.0,10629.120989945239,7039.080506994803,5150.202748058139,8899.036966320886,9105.88516587903,10001.133161884793,8096.73039089478,8518.265769112084,3.3941341430734795
415,11000011111,135.0,78.0,256.0,255.0,303.0,483.0,512.0,143.0,10629.120989945239,5903.74494135048,10463.903996054632,11281.45631163514,13793.53019210078,7671.7553115217515,5535.2982565098355,2781.0776369475525,3.2806107399348923
416,10000111101,135.0,78.0,186.0,715.0,590.0,530.0,667.0,321.0,10629.120989945239,5903.74494135048,7602.680247133444,12379.2377746721,17969.30593385004,14938.401431676019,15520.542170213854,6242.838611609541,3.474736892248563
417,01111100001,135.0,42.0,97.0,270.0,275.0,296.0,337.0,374.0,10629.120989945239,3178.9395838041046,3964.8386235050757,6913.687511892343,9078.944677222584,6962.814226628652,5860.904036304532,7273.587665862829,3.391114410324192
418,01101001010,135.0,99.0,171.0,217.0,213.0,259.0,167.0,155.0,10629.120989945239,7493.214733252532,6989.560872364617,6049.4765729058,4499.061605626622,5393.016110079648,4710.430281029939,3014.4547813067875,3.1566692124615257
419,01000111111,135.0,90.0,233.0,343.0,571.0,704.0,807.0,85.0,10629.120989945239,6812.013393865938,9523.7876214091,16443.364893149355,21740.974345752595,14457.33426692713,7445.518831305387,1653.0881058779157,3.369035978421607
420,00010011110,135.0,75.0,176.0,317.0,405.0,421.0,505.0,237.0,10629.120989945239,5676.677828221615,7193.93399728756,9833.319062522554,13604.94677150565,10254.32640648947,6881.135479661247,4609.198601094895,3.3576338417582
421,11001001101,134.0,60.0,178.0,344.0,276.0,299.0,380.0,324.0,10550.386760390089,4541.342262577292,7275.683247256737,6983.7586691074675,10237.385689449797,6988.13355108912,7467.2258832917,6301.182897699349,3.3562669618392107
422,10110110000,134.0,94.0,195.0,185.0,264.0,327.0,369.0,133.0,10550.386760390089,7114.769544704424,7970.5518719947395,7637.756136448635,9941.040314228881,6684.3016575635065,4015.8046174679203,2586.5966833148564,3.212715592967535
423,10101011110,134.0,150.0,203.0,321.0,266.0,295.0,345.0,458.0,10550.386760390089,11353.35565644323,8297.548871871446,6890.330459487301,9294.468586474159,6734.940306484442,6967.963687606499,8907.227676377475,3.2942489691005576
424,10011100101,134.0,144.0,141.0,344.0,242.0,211.0,292.0,538.0,10550.386760390089,10899.2214301855,5763.322122826966,4928.338057463798,7866.622687682476,6127.276519433214,7467.2258832917,10463.075305439044,3.325032590280739
425,01110111101,134.0,93.0,197.0,272.0,405.0,615.0,635.0,113.0,10550.386760390089,7039.080506994803,8052.301121963917,14364.587229100644,17107.21029684374,10254.32640648947,5904.318140277158,2197.6347760494646,3.3220837751742547
426,01001100000,134.0,182.0,342.0,310.0,396.0,422.0,365.0,401.0,10550.386760390089,13775.40486315112,13979.121744729235,9856.676114927595,9833.278359603095,10026.452486345259,6729.186115757056,7798.686240671109,3.2615993537980885
427,00101000011,134.0,75.0,141.0,316.0,214.0,229.0,366.0,540.0,10550.386760390089,5676.677828221615,5763.322122826966,5348.765000754549,9860.218848259541,5418.335434540115,6859.428427674934,10501.971496165583,3.390966482566159
428,11011101000,133.0,62.0,158.0,290.0,308.0,431.0,455.0,260.0,10471.65253083494,4692.720337996535,6458.190747564969,10066.889586572972,12257.92233868331,7798.351933824091,6295.045076030794,5056.504794450096,3.352195276319377
429,11010100111,133.0,69.0,185.0,450.0,408.0,360.0,422.0,485.0,10471.65253083494,5222.5436019638855,7561.805622148855,8408.538865815011,11368.886213020563,10330.284379870873,9768.173393840887,9432.326251185756,3.4368791423066085
430,10111101101,133.0,39.0,89.0,384.0,356.0,268.0,413.0,492.0,10471.65253083494,2951.87247067524,3637.8416236283683,6259.690044551175,11126.421815112542,9013.679507926547,8335.507962744223,9568.462918728643,3.48106871723491
431,10000011111,133.0,93.0,263.0,483.0,507.0,543.0,649.0,367.0,10471.65253083494,7039.080506994803,10750.02637094675,12682.879455937642,17484.377138033997,12836.897501457188,10484.506109389218,7137.450998319942,3.4123176242926925
432,01111011101,133.0,160.0,246.0,349.0,387.0,434.0,510.0,186.0,10471.65253083494,12110.246033539446,10055.157746208748,10136.960743788097,13739.649214787885,9798.57856620105,7575.761143223265,3617.345737568145,3.2701770436538387
433,01011001010,133.0,65.0,258.0,291.0,305.0,503.0,383.0,190.0,10471.65253083494,4919.7874511253995,10545.653246023809,11748.597359735973,10318.207155419137,7722.393960442688,6316.752128017107,3695.1381190212237,3.295837916822249
434,01001011100,133.0,115.0,184.0,352.0,486.0,562.0,550.0,228.0,10471.65253083494,8704.239336606477,7520.930997164267,13126.663451633434,14817.26876104576,12305.191687787365,7640.882299182204,4434.165742825468,3.3529172207202596
435,00101111100,133.0,65.0,174.0,323.0,321.0,404.0,386.0,232.0,10471.65253083494,4919.7874511253995,7112.1847473183825,9436.249171636846,10399.028621388477,8127.503151810172,7011.377791579125,4511.958124278547,3.336516838160482
436,00011100110,133.0,66.0,88.0,381.0,269.0,257.0,206.0,689.0,10471.65253083494,4995.476488835021,3596.96699864378,6002.762468095716,5549.740663228048,6810.898279865845,8270.386806785284,13399.737705292753,3.4666312258944614
437,00000100111,133.0,48.0,110.0,533.0,314.0,147.0,328.0,753.0,10471.65253083494,3633.0738100618337,4496.208748304725,3433.4867035411294,8836.48027931456,7950.267880586898,11569.858708704873,14644.415808542008,3.5391908218412915
438,11110010110,132.0,54.0,164.0,248.0,230.0,440.0,350.0,246.0,10392.91830127979,4087.208036319563,6703.438497472499,10277.103058218347,9429.171029756391,5823.4446259076,5383.348892605644,4784.231459364321,3.311983709829561
439,11011000111,132.0,70.0,113.0,305.0,195.0,312.0,322.0,414.0,10392.91830127979,5298.232639673507,4618.8326232584905,7287.400350373009,8674.83734737588,4937.268269791226,6620.65085582549,8051.511480393613,3.3607457329898223
440,11001001010,132.0,62.0,170.0,271.0,295.0,275.0,405.0,268.0,10392.91830127979,4692.720337996535,6948.686247380029,6423.189411386466,10910.897905860968,7469.200715838009,5882.611088290845,5212.089557356252,3.331886375060543
441,10011001111,132.0,117.0,172.0,478.0,333.0,365.0,445.0,831.0,10392.91830127979,8855.61741202572,7030.435497349206,8525.32412784022,11988.517452118842,8431.335045335787,10375.970849457653,16161.367246877036,3.4657684640911697
442,10010100011,132.0,69.0,187.0,375.0,305.0,278.0,270.0,450.0,10392.91830127979,5222.5436019638855,7643.554872118032,6493.260568601591,7273.931937240645,7722.393960442688,8140.144494867405,8751.64291347132,3.379897875660754
443,10000000110,132.0,110.0,160.0,388.0,266.0,135.0,273.0,762.0,10392.91830127979,8325.794148058369,6539.939997534145,3153.2020746806293,7354.753403209986,6734.940306484442,8422.336170689476,14819.448666811433,3.4224204671282017
444,01100111010,132.0,79.0,260.0,106.0,227.0,553.0,389.0,27.0,10392.91830127979,5979.433979060102,10627.402495992987,12916.449979988058,10479.850087357818,5747.486652526197,2300.9475105491865,525.0985748082792,3.1687140263591735
445,01010111011,132.0,78.0,404.0,126.0,329.0,1008.0,631.0,27.0,10392.91830127979,5903.74494135048,16513.348493773716,23543.90882428203,16999.44834221795,8330.057747493915,2735.088550275448,525.0985748082792,3.2491408354395537
446,01010100100,132.0,89.0,202.0,433.0,386.0,421.0,442.0,425.0,10392.91830127979,6736.324356156317,8256.674246886858,9833.319062522554,11907.695986149502,9773.259241740581,9399.153510073564,8265.44052938958,3.398633231618739
447,01001100011,132.0,105.0,111.0,661.0,441.0,301.0,580.0,355.0,10392.91830127979,7947.348959510261,4537.083373289313,7030.4727739175505,15625.483420739163,11165.822087066312,14348.361362952946,6904.073853960707,3.453292131112119
448,00011111010,132.0,108.0,200.0,183.0,389.0,523.0,597.0,113.0,10392.91830127979,8174.416072639126,8174.924996917682,12215.738407836807,16083.47172789876,9849.217215121986,3972.390513495294,2197.6347760494646,3.2811192600627455
449,00010110010,132.0,65.0,273.0,249.0,324.0,653.0,622.0,31.0,10392.91830127979,4919.7874511253995,11158.772620792635,15252.155220492228,16756.98394430993,8203.461125191576,5405.055944591957,602.8909562613576,3.288542852356841
450,00010101011,132.0,71.0,187.0,330.0,402.0,199.0,531.0,284.0,10392.91830127979,5373.921677383129,7643.554872118032,4648.053428603298,14305.39947657327,10178.368433108066,7163.327155483317,5523.259083168566,3.373951280617531
451,00010001111,132.0,113.0,194.0,443.0,413.0,340.0,420.0,582.0,10392.91830127979,8552.861261187234,7929.677247010151,7941.397817714177,11315.005235707671,10456.881002173213,9616.224029936695,11318.791501422906,3.4172146725198265
452,11111001011,131.0,83.0,236.0,177.0,252.0,331.0,266.0,185.0,10314.18407172464,6282.190129898588,9646.411496362864,7731.1843460688015,7166.169982614858,6380.469764037893,3842.1482015774154,3597.8976422048754,3.207059154887434
453,11110110001,131.0,117.0,218.0,176.0,265.0,216.0,366.0,91.0,10314.18407172464,8855.61741202572,8910.668246640273,5045.1233194890065,9860.218848259541,6709.620982023975,3820.441149591102,1769.7766780575334,3.162169257495088
454,11100111100,131.0,95.0,214.0,231.0,299.0,404.0,529.0,130.0,10314.18407172464,7190.458582414046,8747.169746701918,9436.249171636846,14251.518499260375,7570.47801367988,5014.329008838322,2528.252397225048,3.2687535265540504
455,11011110011,131.0,313.0,190.0,269.0,344.0,359.0,484.0,93.0,10314.18407172464,23690.66880311154,7766.178747071797,8385.181813409969,13039.196509720268,8709.847614400933,5839.196984318219,1808.6728687840725,3.1263151981940007
456,11011001110,131.0,110.0,148.0,210.0,189.0,206.0,256.0,210.0,10314.18407172464,8325.794148058369,6049.444497719084,4811.55279543859,6896.76509605039,4785.352323028419,4558.4809171257475,4084.1000262866155,3.1871951986161893
457,11000101001,131.0,34.0,102.0,222.0,215.0,341.0,290.0,214.0,10314.18407172464,2573.427282127132,4169.211748428018,7964.754870119219,7812.741710369582,5443.654759000583,4818.965540961504,4161.892407739694,3.3153059223157215
458,10111000000,131.0,77.0,222.0,314.0,238.0,387.0,389.0,381.0,10314.18407172464,5828.055903640859,9074.166746578627,9039.179280751137,10479.850087357818,6025.999221591343,6816.014323702308,7409.724333405717,3.33712994989261
459,10110101000,131.0,39.0,146.0,216.0,274.0,221.0,338.0,202.0,10314.18407172464,2951.87247067524,5967.695247749907,5161.908581514215,9105.88516587903,6937.494902168185,4688.723229043626,3928.5152633804587,3.3074778041180464
460,10011110001,131.0,54.0,112.0,264.0,215.0,267.0,334.0,190.0,10314.18407172464,4087.208036319563,4577.9579982739015,6236.332992146133,8998.123211253243,5443.654759000583,5730.661724386653,3695.1381190212237,3.2975273706284587
461,01101001111,131.0,53.0,187.0,374.0,301.0,308.0,326.0,459.0,10314.18407172464,4011.5189986099413,7643.554872118032,7193.972140752842,8782.599302001669,7621.116662600816,8118.4374428810925,8926.675771740745,3.406222271857901
462,01100000101,131.0,43.0,72.0,182.0,230.0,217.0,288.0,205.0,10314.18407172464,3254.628621513726,2942.9729988903655,5068.480371894048,7758.860733056688,5823.4446259076,3950.6834615089806,3986.8595494702677,3.2932027141291123
463,01001101010,131.0,42.0,136.0,379.0,279.0,191.0,279.0,259.0,10314.18407172464,3178.9395838041046,5558.948997904024,4461.197009362964,7516.396335148666,7064.091524470524,8226.972702812658,5037.056699086826,3.36445143422494
464,00110100111,131.0,47.0,150.0,506.0,393.0,220.0,352.0,745.0,10314.18407172464,3557.384772352212,6131.193747688261,5138.551529109173,9483.052007069286,9950.494512963856,10983.76830507442,14488.83104563585,3.530510799927436
465,00100001110,131.0,50.0,215.0,356.0,289.0,334.0,374.0,513.0,10314.18407172464,3784.4518854810767,8788.044371686508,7801.255503283926,10075.742757511116,7317.284769075202,7727.710507127457,9976.872921357304,3.4138888178344877
466,11110100100,130.0,73.0,137.0,368.0,350.0,382.0,375.0,308.0,10235.449842169488,5525.299752802372,5599.823622888612,8922.394018725929,10102.683246167562,8861.76356116374,7988.195130963214,5990.013371887037,3.3784061955803204
467,11110001111,130.0,59.0,212.0,343.0,336.0,395.0,460.0,263.0,10235.449842169488,4465.65322486767,8665.420496732742,9226.035699991471,12392.624781965544,8507.29301871719,7445.518831305387,5114.849080539904,3.3612243803291944
468,11011111100,130.0,66.0,150.0,215.0,299.0,514.0,555.0,158.0,10235.449842169488,4995.476488835021,6131.193747688261,12005.524936191432,14951.971204327992,7570.47801367988,4667.016177057312,3072.7990673965965,3.324332156135536
469,10010111011,130.0,65.0,149.0,309.0,523.0,406.0,592.0,170.0,10235.449842169488,4919.7874511253995,6090.319122703673,9482.96327644693,15948.769284616526,13242.006692824674,6707.479063770742,3306.1762117558314,3.3923510360212195
470,01111110000,130.0,53.0,191.0,202.0,372.0,611.0,529.0,82.0,10235.449842169488,4011.5189986099413,7807.053372056386,14271.159019480478,14251.518499260375,9418.788699294031,4384.824501235243,1594.743819788107,3.316423343989008
471,01101011111,130.0,47.0,120.0,195.0,350.0,339.0,363.0,140.0,10235.449842169488,3557.384772352212,4904.954998150609,7918.040765309135,9779.3973822902,8861.76356116374,4232.875137331051,2722.7333508577435,3.3121756853096533
472,01101011110,130.0,75.0,210.0,235.0,308.0,336.0,360.0,153.0,10235.449842169488,5676.677828221615,8583.671246763566,7847.96960809401,9698.57591632086,7798.351933824091,5101.157216783574,2975.5585905802486,3.2635957788473484
473,01100001100,130.0,88.0,244.0,243.0,302.0,430.0,549.0,185.0,10235.449842169488,6660.635318446695,9973.408496239572,10043.532534167929,14790.328272389312,7646.435987061283,5274.813632674079,3597.8976422048754,3.2924517089117282
474,01011011001,130.0,74.0,278.0,450.0,387.0,492.0,643.0,144.0,10235.449842169488,5600.988790511993,11363.145745715578,11491.669783280515,17322.734206095316,9798.57856620105,9768.173393840887,2800.525732310822,3.3577103717216144
475,01010111111,130.0,84.0,412.0,298.0,513.0,1167.0,955.0,64.0,10235.449842169488,6357.879167608209,16840.345493650424,27257.680156683662,25728.166666906727,12988.813448219995,6468.701491921298,1244.6781032492543,3.347598770569329
476,01010011111,130.0,98.0,463.0,375.0,548.0,921.0,977.0,102.0,10235.449842169488,7417.52569554291,18924.951367864433,21511.845265043405,26320.857417348558,13874.98980433637,8140.144494867405,1983.705727053499,3.349255860566773
477,01000111011,130.0,117.0,230.0,130.0,423.0,798.0,709.0,49.0,10235.449842169488,8855.61741202572,9401.163746455333,18638.927819223274,19100.806457420804,10710.074246777891,2821.9167582207006,952.9566728002103,3.279300373739691
478,01000100000,130.0,96.0,197.0,183.0,238.0,257.0,389.0,111.0,10235.449842169488,7266.147620123667,8052.301121963917,6002.762468095716,10479.850087357818,6025.999221591343,3972.390513495294,2158.7385853229252,3.1970337641748054
479,00110111100,130.0,65.0,178.0,340.0,351.0,546.0,632.0,107.0,10235.449842169488,4919.7874511253995,7275.683247256737,12752.950613152767,17026.3888308744,8887.082885624208,7380.397675346448,2080.946203869847,3.35349416943728
480,00101111110,130.0,45.0,154.0,297.0,258.0,318.0,373.0,198.0,10235.449842169488,3406.006696932969,6294.6922476266145,7427.54266480326,10048.80226885467,6532.3857108007,6446.994439934985,3850.7228819273805,3.3296837598677014
481,00010111110,130.0,72.0,219.0,378.0,504.0,584.0,652.0,224.0,10235.449842169488,5449.61071509275,8951.54287162486,13640.518604544352,17565.198604003337,12760.939528075785,8205.265650826344,4356.37336137239,3.3978019137894755
482,00010000101,130.0,149.0,105.0,212.0,221.0,222.0,158.0,431.0,10235.449842169488,11277.666618733609,4291.835623381783,5185.265633919256,4256.5972077186,5595.57070576339,4601.895021098373,8382.129101569197,3.236227545912761
483,11110111011,129.0,62.0,437.0,206.0,239.0,727.0,642.0,28.0,10156.715612614338,4692.720337996535,17862.211118265135,16980.577098465314,17295.793717438868,6051.318546051811,4471.652709180495,544.5466701715487,3.2423858343542338
484,11010011111,129.0,97.0,285.0,263.0,379.0,485.0,797.0,146.0,10156.715612614338,7341.836657833289,11649.268120607696,11328.170416445222,21471.569459188126,9596.023970517306,5708.95467240034,2839.4219230373615,3.3222652061420175
485,11000100001,129.0,63.0,169.0,268.0,277.0,224.0,362.0,219.0,10156.715612614338,4768.409375706156,6907.811622395441,5231.97973872934,9752.456893633755,7013.4528755495885,5817.489932331906,4259.132884556042,3.304490732189662
486,10000111110,129.0,56.0,194.0,465.0,401.0,478.0,530.0,263.0,10156.715612614338,4238.586111738806,7929.677247010151,11164.671049609931,14278.458987916822,10153.0491086476,10093.779173635583,5114.849080539904,3.4141851531426295
487,10000011101,129.0,137.0,214.0,404.0,400.0,471.0,705.0,291.0,10156.715612614338,10369.39816621815,8747.169746701918,11001.171682774639,18993.04450279502,10127.729784187131,8769.649002470485,5659.395750711453,3.3578922995347047
488,01110001100,129.0,90.0,324.0,272.0,342.0,726.0,634.0,233.0,10156.715612614338,6812.013393865938,13243.378495006644,16957.220046060273,17080.26980818729,8659.208965479997,5904.318140277158,4531.406219641816,3.3225987322016075
489,00101100100,129.0,54.0,98.0,301.0,250.0,176.0,221.0,561.0,10156.715612614338,4087.208036319563,4005.713248489664,4110.841223287339,5953.847993074751,6329.831115116956,6533.822647880237,10910.381498794244,3.4286523206209396
490,00100100101,129.0,60.0,109.0,386.0,253.0,274.0,270.0,470.0,10156.715612614338,4541.342262577292,4455.334123320136,6399.832358981425,7273.931937240645,6405.78908849836,8378.92206671685,9140.604820736711,3.4179196937406324
491,00011111111,129.0,44.0,171.0,345.0,289.0,336.0,465.0,199.0,10156.715612614338,3330.3176592233476,6989.560872364617,7847.96960809401,12527.327225247778,7317.284769075202,7488.932935278013,3870.17097729065,3.3615637665593754
492,00000111001,129.0,179.0,188.0,134.0,244.0,197.0,311.0,91.0,10156.715612614338,13548.337750022254,7684.429497102621,4601.339323793214,8378.491972154965,6177.9151683541495,2908.744966165953,1769.7766780575334,3.082771711417013
493,11111011111,128.0,78.0,132.0,117.0,180.0,310.0,286.0,133.0,10077.981383059188,5903.74494135048,5395.4504979656695,7240.686245562926,7704.979755743794,4557.478402884209,2539.7250823986305,2586.5966833148564,3.175954312082526
494,11110111100,128.0,24.0,214.0,254.0,293.0,463.0,334.0,102.0,10077.981383059188,1816.5369050309168,8747.169746701918,10814.315263534305,8998.123211253243,7418.562066917073,5513.591204523523,1983.705727053499,3.3018226734644904
495,11110100111,128.0,145.0,184.0,353.0,383.0,359.0,392.0,464.0,10077.981383059188,10974.910467895123,7520.930997164267,8385.181813409969,10560.671553327158,9697.301268359179,7662.589351168518,9023.916248557094,3.348303641505021
496,11110001110,128.0,99.0,297.0,289.0,361.0,428.0,510.0,286.0,10077.981383059188,7493.214733252532,12139.763620422757,9996.818429357847,13739.649214787885,9140.276130228885,6273.33802404448,5562.155273895105,3.315891102578916
497,11011001111,128.0,69.0,114.0,263.0,239.0,255.0,284.0,234.0,10077.981383059188,5222.5436019638855,4659.7072482430785,5956.048363285633,7651.098778430901,6051.318546051811,5708.95467240034,4550.8543150050855,3.2965712265460154
498,11011001010,128.0,40.0,120.0,88.0,127.0,285.0,224.0,112.0,10077.981383059188,3027.5615083848616,4904.954998150609,6656.759935436884,6034.669459044091,3215.554206479414,1910.220574795551,2178.186680686195,3.150162173204361
499,10001000101,128.0,67.0,103.0,334.0,197.0,189.0,410.0,638.0,10077.981383059188,5071.1655265446425,4210.086373412606,4414.48290455288,11045.600349143202,4987.906918712162,7250.155363428569,12407.884841766003,3.453600240729864
500,01110111110,128.0,46.0,427.0,239.0,548.0,1008.0,820.0,37.0,10077.981383059188,3481.6957346425907,17453.46486841925,23543.90882428203,22091.200698286404,13874.98980433637,5187.985424728827,719.5795284409751,3.344820378456389
501,01011111001,128.0,61.0,163.0,268.0,221.0,422.0,480.0,105.0,10077.981383059188,4617.031300286913,6662.563872487911,9856.676114927595,12931.43455509448,5595.57070576339,5817.489932331906,2042.0500131433078,3.2909547922518043
502,01011110000,128.0,90.0,155.0,328.0,285.0,540.0,478.0,101.0,10077.981383059188,6812.013393865938,6335.5668726112035,12612.808298722517,12877.553577781588,7216.007471233331,7119.913051510691,1964.2576316902293,3.3015545033307117
503,00101100110,128.0,39.0,94.0,375.0,267.0,246.0,330.0,907.0,10077.981383059188,2951.87247067524,3842.2147485513105,5745.834891640257,8890.361256627455,6760.25963094491,8140.144494867405,17639.422494485527,3.561628415225165
504,00101000010,128.0,90.0,158.0,291.0,306.0,202.0,392.0,443.0,10077.981383059188,6812.013393865938,6458.190747564969,4718.124585818423,10560.671553327158,7747.713284903155,6316.752128017107,8615.506245928433,3.367076490028518
505,00000011010,128.0,112.0,168.0,284.0,282.0,295.0,320.0,85.0,10077.981383059188,8477.172223477612,6866.936997410852,6890.330459487301,8620.956370062986,7140.049497851927,6164.802764112915,1653.0881058779157,3.2153247060139942
506,11111111000,127.0,76.0,135.0,211.0,231.0,375.0,397.0,86.0,9999.247153504039,5752.366865931237,5518.074372919435,8758.894651890636,10695.373996609393,5848.763950368068,4580.18796911206,1672.5362012411854,3.2446821417680933
507,11100101101,127.0,64.0,89.0,296.0,322.0,290.0,556.0,357.0,9999.247153504039,4844.098413415778,3637.8416236283683,6773.545197462092,14978.91169298444,8152.82247627064,6425.287387948672,6942.970044687247,3.4197353608424175
508,11011000100,127.0,90.0,179.0,143.0,142.0,166.0,225.0,151.0,9999.247153504039,6812.013393865938,7316.557872241325,3877.2706992369217,6061.609947700537,3595.3440733864313,3104.1084340427706,2936.6623998537093,3.1189307054176365
509,11010101010,127.0,38.0,155.0,243.0,243.0,202.0,245.0,213.0,9999.247153504039,2876.1834329656185,6335.5668726112035,4718.124585818423,6600.4197208294745,6152.595843893682,5274.813632674079,4142.444312376424,3.2950610318389364
510,10110100001,127.0,90.0,209.0,223.0,287.0,214.0,247.0,207.0,9999.247153504039,6812.013393865938,8542.796621778978,4998.4092146789235,6654.300698142368,7266.646120154266,4840.672592947817,4025.7557401968065,3.230060714425462
511,10001111010,127.0,63.0,133.0,328.0,314.0,319.0,432.0,169.0,9999.247153504039,4768.409375706156,5436.325122950258,7450.899717208301,11638.291099585032,7950.267880586898,7119.913051510691,3286.7281163925622,3.3435397495983135
512,10001101100,127.0,55.0,140.0,427.0,310.0,347.0,367.0,726.0,9999.247153504039,4162.897074029184,5722.447497842377,8104.897184549469,9887.159336915987,7848.990582745027,9268.911198155685,14119.317233733727,3.5024892385040314
513,10000010101,127.0,97.0,114.0,344.0,323.0,301.0,306.0,429.0,9999.247153504039,7341.836657833289,4659.7072482430785,7030.4727739175505,8243.78952887273,8178.141800731109,7467.2258832917,8343.232910842657,3.3773443602683475
514,01111100110,127.0,118.0,244.0,378.0,336.0,232.0,391.0,601.0,9999.247153504039,8931.30644973534,9973.408496239572,5418.836157969674,10533.731064670712,8507.29301871719,8205.265650826344,11688.305313325029,3.38238340198924
