,variant,correct_counts_6261_b_F_8,correct_counts_6261_b_F_5,correct_counts_6261_b_F_4,correct_counts_6261_b_F_6,correct_counts_6261_b_F_7,correct_counts_6261_b_F_3,correct_counts_6261_b_F_2,correct_counts_6261_b_F_1,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
282,10110100101,221.0,195.0,157.0,284.0,284.0,97.0,113.0,95.0,4785.889000017547,4238.767920802236,5059.0319043492,6495.345194677461,5901.95336622666,5547.313704719539,8175.03488444028,9589.14049669039,3.4200938691312652
283,10000001111,221.0,42.0,52.0,376.0,300.0,66.0,212.0,59.0,2972.288957905634,7952.378754071452,3442.227893680899,2151.3245230778853,1271.1899558026653,7344.330820332911,8635.600230042548,9589.14049669039,3.4461312576440526
284,00101000100,221.0,196.0,132.0,283.0,162.0,114.0,203.0,121.0,6095.711252653928,7614.777769228796,5945.666361812462,5461.054558582324,5932.219793745771,5527.780909984611,4663.224124222977,9589.14049669039,3.2927217222830314
285,00100100011,221.0,286.0,159.0,200.0,181.0,187.0,159.0,224.0,11284.622484251899,5964.284065553589,9752.97903209588,6578.088445565072,8656.19827046577,3906.5589469855904,5210.145472125671,9589.14049669039,3.196817944779133
286,01111001111,220.0,170.0,125.0,431.0,243.0,169.0,222.0,72.0,3627.200084223825,8327.490959452181,8814.189606546544,5171.453180475685,5145.292678248883,8418.634530753949,6994.836186334464,9545.750720687265,3.3466472241018406
287,11110000110,219.0,248.0,322.0,408.0,371.0,166.0,205.0,146.0,7355.155726342756,7689.800210304942,8657.724702288322,13321.663392905366,7506.074024739548,7969.3802518506045,10679.358951152619,9502.360944684142,3.3164012458665537
288,10111100110,219.0,91.0,114.0,276.0,215.0,101.0,158.0,81.0,4080.6000947518028,5926.772845015516,5267.651776693497,4716.365300593825,2754.244904239108,5391.051346840115,6188.846831530494,9502.360944684142,3.3785026740709796
289,10101000111,219.0,44.0,90.0,237.0,163.0,43.0,240.0,45.0,2267.0000526398903,9002.692929137493,2242.6636277011917,3723.4462899424934,1331.7228108408874,4629.272352177925,4692.009458323118,9502.360944684142,3.3838577092176476
290,10011001101,219.0,37.0,48.0,342.0,202.0,39.0,120.0,23.0,1158.688915793722,4501.346464568746,2034.043755356895,1985.8380213026633,1119.8578182071099,6680.21579934536,5814.637488228649,9502.360944684142,3.585065918440338
291,11010101101,218.0,206.0,241.0,421.0,436.0,217.0,262.0,292.0,14710.311452685512,9827.939780975097,11317.628074678107,9970.561731957121,6234.884068936883,8223.306583404668,12550.405667661837,9458.971168681019,3.201964378788871
292,01101100110,218.0,335.0,269.0,255.0,398.0,152.0,299.0,211.0,10629.71135793371,11215.854940883793,7927.555149083282,11128.967244383675,10139.253218902211,4980.862657406628,11456.562971856449,9458.971168681019,3.242593541821701
293,11001000111,217.0,226.0,283.0,278.0,373.0,117.0,105.0,95.0,4785.889000017547,3938.678156497653,6102.131266070684,11708.170000596952,6840.212619319104,5430.116936309971,10736.929619352903,9415.581392677894,3.415020122727988
294,10010000110,216.0,122.0,130.0,305.0,314.0,87.0,112.0,55.0,2770.7778421154217,4201.256700264164,4537.482223488458,5378.311307694713,3692.5041573315516,5957.502394153025,9038.594907444534,9372.19161667477,3.488145032216091
295,10000010100,216.0,140.0,141.0,335.0,286.0,101.0,228.0,81.0,4080.6000947518028,8552.558282680619,5267.651776693497,5833.399187576573,4237.299852675551,6543.486236200864,8232.605552640563,9372.19161667477,3.3647614979941594
296,01101000101,216.0,277.0,152.0,268.0,121.0,72.0,109.0,174.0,8765.733536874242,4088.723038649945,3755.1577021973444,6288.487067458434,8383.800422793769,5234.788988960691,3483.0254261171613,9372.19161667477,3.301164331066493
297,01011101100,216.0,409.0,209.0,444.0,252.0,175.0,141.0,127.0,6397.977926339247,5289.082095868277,9127.11941506299,8646.669717755347,12378.96885531643,8672.560862308012,7253.904193235741,9372.19161667477,3.3488018488539133
298,00000011111,216.0,332.0,243.0,403.0,219.0,165.0,262.0,250.0,12594.444736888281,9827.939780975097,8605.569734202247,10053.304982844733,10048.453936344878,7871.716278175965,6303.98816793106,9372.19161667477,3.1968137759304973
299,10111110001,215.0,205.0,214.0,384.0,301.0,133.0,174.0,133.0,6700.244600024565,6526.952373624683,6936.610755447872,8853.527844974375,6204.617641417772,7500.593178212334,8664.38556414269,9328.801840671646,3.334934218521952
300,10011000001,215.0,162.0,91.0,279.0,185.0,118.0,212.0,85.0,4282.111210542015,7952.378754071452,6154.286234156759,3764.8179153862993,4903.1612580959945,5449.6497310448985,5325.286808526238,9328.801840671646,3.3252992506749246
301,01011100001,215.0,572.0,353.0,387.0,300.0,100.0,168.0,252.0,12695.200294783386,6301.885050396245,5215.496808607423,14604.183781663336,17312.39654093154,7559.191562417118,8635.600230042548,9328.801840671646,3.288160931576535
302,00001001101,215.0,81.0,86.0,407.0,202.0,100.0,295.0,64.0,3224.1778526434,11065.810058731502,5215.496808607423,3557.9597881672717,2451.5806290479973,7949.847457115677,5814.637488228649,9328.801840671646,3.3268497341523173
303,11001100011,214.0,341.0,248.0,416.0,325.0,101.0,159.0,164.0,8261.955747398712,5964.284065553589,5267.651776693497,10260.16311006376,10320.851784016879,8125.642609730028,9355.233582546094,9285.412064668522,3.348652964342882
304,10101000110,214.0,43.0,69.0,228.0,142.0,31.0,152.0,18.0,906.8000210559562,5701.705521787079,1616.804010668301,2854.6421556225782,1301.4563833217765,4453.477199563573,4087.51744222014,9285.412064668522,3.5221330314048878
305,11001100101,213.0,242.0,239.0,198.0,312.0,77.0,107.0,251.0,12644.822515835835,4013.700597573799,4015.9325426277155,9887.818481069511,7324.475459624881,3867.4933575157347,8981.02423924425,9242.022288665397,3.26883502951255
306,10010111111,213.0,331.0,339.0,831.0,549.0,94.0,291.0,159.0,8010.066852660946,10915.76517657921,4902.567000090978,14024.981025450059,10018.187508825768,16231.75242472513,15803.148420977865,9242.022288665397,3.3787519601377447
307,00001101111,213.0,138.0,109.0,175.0,142.0,43.0,94.0,67.0,3375.311189486059,3526.0547305788514,2242.6636277011917,4509.507173374798,4176.766997637329,3418.239078612392,4087.51744222014,9242.022288665397,3.458397685352132
308,00000101001,213.0,340.0,186.0,474.0,230.0,137.0,201.0,126.0,6347.600147391693,7539.755328152651,7145.230627792169,7695.12233254782,10290.585356497766,9258.54470435585,6620.626843032621,9242.022288665397,3.3321536239855716
309,10000111100,212.0,303.0,228.0,691.0,401.0,133.0,277.0,108.0,5440.800126335737,10390.60808904619,6936.610755447872,9432.73060118765,9170.727538290657,13497.161161835216,11542.918974156873,9198.632512662274,3.3711893497878824
310,00011101100,212.0,202.0,125.0,213.0,211.0,101.0,119.0,99.0,4987.400115807759,4463.8352440306735,5267.651776693497,5171.453180475685,6113.818358860438,4160.485278539654,6073.705495129926,9198.632512662274,3.375694483380919
311,00010011101,212.0,589.0,229.0,533.0,339.0,111.0,243.0,171.0,8614.600200031584,9115.226590751712,5789.201457554239,9474.102226631456,17826.925808756427,10410.979593716598,9758.22825994808,9198.632512662274,3.3399034453293392
312,00000101100,212.0,169.0,154.0,294.0,255.0,105.0,118.0,101.0,5088.155673702865,4426.324023492601,5476.271649037794,6371.230318346044,5115.026250729772,5742.641652068818,7340.260195536166,9198.632512662274,3.389703549477998
313,10001000100,211.0,75.0,44.0,142.0,130.0,111.0,312.0,101.0,5088.155673702865,11703.500807878741,5789.201457554239,1820.3515195274413,2269.982063933331,2773.6568523597693,3742.0934330184377,9155.242736659151,3.1847765424679064
314,01111000111,211.0,481.0,382.0,299.0,238.0,149.0,147.0,268.0,13501.244757944236,5514.149419096715,7771.09024482506,15803.960919533694,14558.15163669243,5840.305625743458,6850.909515833755,9155.242736659151,3.2336269614453883
315,10011101001,210.0,126.0,95.0,462.0,221.0,71.0,150.0,85.0,4282.111210542015,5626.683080710934,3703.00273411127,3930.304417161521,3813.569867407996,9024.151167536715,6361.558836131344,9111.852960656026,3.428084014388409
316,10011011011,210.0,248.0,184.0,503.0,382.0,134.0,162.0,141.0,7103.26683160499,6076.817727167808,6988.765723533947,7612.3790816602095,7506.074024739548,9824.995751668761,10995.997626254179,9111.852960656026,3.3711129262659303
317,10001001100,210.0,59.0,35.0,435.0,202.0,178.0,334.0,70.0,3526.4445263287184,12528.747659716344,9283.584319321213,1448.006890533192,1785.7192236275537,8496.76570969366,5814.637488228649,9111.852960656026,3.259320065789541
318,01011011101,210.0,576.0,365.0,593.0,475.0,194.0,251.0,350.0,17632.22263164359,9415.316355056295,10118.0638086984,15100.643286989001,17433.462251007983,11582.947277812276,13673.033697567369,9111.852960656026,3.2397854238583026
319,11101100110,209.0,133.0,221.0,321.0,331.0,125.0,261.0,97.0,4886.644557912653,9790.428560437023,6519.371010759279,9143.129223081012,4025.4348600417734,6270.027109911873,9527.945587146945,9068.463184652903,3.317939711133393
320,10101100110,209.0,70.0,109.0,227.0,207.0,71.0,92.0,62.0,3123.4222947482936,3451.0322895027057,3703.00273411127,4509.507173374798,2118.6499263377755,4433.944404828645,5958.5641587293585,9068.463184652903,3.464874011959508
321,10011101010,209.0,100.0,71.0,283.0,236.0,46.0,93.0,61.0,3073.0445158007406,3488.5435100407785,2399.1285319594144,2937.3854065101896,3026.642751911108,5527.780909984611,6793.338847633471,9068.463184652903,3.52071846258966
322,10000101100,209.0,113.0,86.0,320.0,284.0,109.0,214.0,53.0,2670.0222842203157,8027.401195147598,5684.891521382091,3557.9597881672717,3420.106309659552,6250.494315176945,8175.03488444028,9068.463184652903,3.397703340553374
323,10110011101,208.0,188.0,181.0,468.0,410.0,142.0,410.0,147.0,7405.533505290309,15379.600420609884,7406.00546822254,7488.264205328793,5690.088373592883,9141.347935946282,11801.98698105815,9025.073408649778,3.2592409897073074
324,11110111101,207.0,392.0,419.0,448.0,533.0,193.0,355.0,282.0,14206.53366320998,13316.483291015875,10065.908840612326,17334.711060954498,11864.439587491543,8750.692041247723,15342.583075375594,8981.683632646655,3.2265850601422312
325,11110101101,207.0,182.0,204.0,379.0,348.0,64.0,119.0,198.0,9974.800231615518,4463.8352440306735,3337.9179575087505,8439.81159053632,5508.489808478216,7402.929204537694,10017.296266849356,8981.683632646655,3.3432021236633798
326,11101100101,207.0,198.0,277.0,345.0,282.0,184.0,312.0,250.0,12594.444736888281,11703.500807878741,9596.514127837658,11459.940247934119,5992.752648783994,6738.814183550144,8117.464216239996,8981.683632646655,3.1624162761198225
327,11001100010,207.0,213.0,256.0,419.0,414.0,99.0,333.0,198.0,9974.800231615518,12491.236439178272,5163.341840521349,10591.136113614204,6446.74906157066,8184.240993934813,11917.128317458717,8981.683632646655,3.261864693610263
328,11001000011,207.0,269.0,269.0,404.0,256.0,62.0,119.0,133.0,6700.244600024565,4463.8352440306735,3233.608021336602,11128.967244383675,8141.6690026408805,7891.249072910893,7369.045529636308,8981.683632646655,3.3838470125051425
329,10000001101,207.0,50.0,57.0,500.0,234.0,129.0,202.0,35.0,1763.2222631643592,7577.2665486907235,6727.9908831035755,2358.1826502969125,1513.321375955554,9766.397367463976,6735.768179433188,8981.683632646655,3.421122953946329
330,00100010111,207.0,284.0,205.0,332.0,148.0,117.0,126.0,203.0,10226.689126353283,4726.413787797184,6102.131266070684,8481.183215980125,8595.665415427546,6484.887851996081,4260.229446820991,8981.683632646655,3.25488451726365
331,00000100001,207.0,247.0,194.0,341.0,146.0,202.0,358.0,334.0,16826.178168482744,13429.016952630094,10535.303553386993,8026.095336098264,7475.807597220437,6660.683004610432,4202.658778620707,8981.683632646655,3.0604623203076566
332,00000010100,207.0,223.0,151.0,337.0,244.0,152.0,208.0,158.0,7959.689073713394,7802.333871919161,7927.555149083282,6247.115442014629,6749.413336761771,6582.55182567072,7023.621520434606,8981.683632646655,3.2667084301241087
333,11101101110,206.0,96.0,126.0,224.0,249.0,48.0,134.0,65.0,3274.555631590953,5026.503552101767,2503.438468131563,5212.824805919491,2905.5770418346638,4375.3460206238615,7167.548190935316,8938.293856643531,3.4528779529655598
334,11011100011,206.0,358.0,349.0,261.0,432.0,120.0,219.0,171.0,8614.600200031584,8214.957297837962,6258.596170328908,14438.697279888114,10835.381051841767,5098.0594258161955,12435.26433126127,8938.293856643531,3.310332115652101
335,10100001111,206.0,31.0,39.0,361.0,180.0,79.0,198.0,20.0,1007.5555789510624,7427.221666538432,4120.242478799864,1613.4933923084138,938.2592530924435,7051.338899308991,5181.3601380255295,8938.293856643531,3.4525100877875197
336,10011010110,206.0,83.0,116.0,320.0,311.0,149.0,283.0,113.0,5692.689021073503,10615.675412274628,7771.09024482506,4799.108551481436,2512.1134840862196,6250.494315176945,8952.23890514411,8938.293856643531,3.273812152249348
337,10010000101,206.0,105.0,132.0,230.0,195.0,65.0,124.0,44.0,2216.6222736923373,4651.391346721038,3390.072925594825,5461.054558582324,3177.974889506663,4492.5427890334295,5613.140149527657,8938.293856643531,3.4596534935226586
338,01010000110,206.0,476.0,344.0,350.0,339.0,247.0,259.0,186.0,9370.26688424488,9715.406119360878,12882.277117260335,14231.839152669087,14406.819499096873,6836.478157224784,9758.22825994808,8938.293856643531,3.2462627175598957
339,00101101011,206.0,236.0,191.0,321.0,210.0,125.0,130.0,170.0,8564.22242108403,4876.458669949476,6519.371010759279,7901.980459766847,7142.876894510215,6270.027109911873,6044.920161029784,8938.293856643531,3.290363242162369
340,11010100100,205.0,430.0,406.0,483.0,392.0,121.0,196.0,224.0,11284.622484251899,7352.199225462286,6310.751138414981,16796.879930185027,13014.563833217764,9434.339856970202,11283.850967255597,8894.904080640406,3.3002050495923174
341,10110001111,205.0,49.0,63.0,368.0,191.0,94.0,196.0,41.0,2065.488936849678,7352.199225462286,4902.567000090978,2606.4124029597456,1483.0549484364428,7188.068462453487,5497.998813127089,8894.904080640406,3.4086940922152245
342,10011011110,205.0,132.0,129.0,412.0,380.0,90.0,288.0,86.0,4332.488989489569,10803.231514964991,4693.947127746681,5336.939682250908,3995.1684325226624,8047.511430790317,10938.426958053895,8894.904080640406,3.3635983999113215
343,00011101110,205.0,101.0,113.0,272.0,158.0,110.0,222.0,77.0,3879.0889789615903,8327.490959452181,5737.046489468165,4674.99367515002,3056.909179430219,5312.920167900404,4548.082787822409,8894.904080640406,3.302983679236089
344,00010000100,205.0,211.0,150.0,206.0,215.0,94.0,154.0,53.0,2670.0222842203157,5776.727962863225,4902.567000090978,6205.743816570823,6386.216206532437,4023.7557153951584,6188.846831530494,8894.904080640406,3.405507704568754
345,10110000111,204.0,108.0,148.0,281.0,266.0,54.0,218.0,94.0,4735.511221069994,8177.44607729989,2816.3682766480083,6123.000565683212,3268.7741720639965,5488.715320514755,7656.898870637727,8851.514304637283,3.358306551734484
346,10101111111,204.0,142.0,177.0,447.0,343.0,97.0,142.0,80.0,4030.22231580425,5326.59331640635,5059.0319043492,7322.777703553571,4297.832707713773,8731.159246512794,9873.369596348648,8851.514304637283,3.4357312911735285
347,10100111111,204.0,165.0,207.0,511.0,380.0,90.0,208.0,105.0,5289.666789493078,7802.333871919161,4693.947127746681,8563.926466867735,4993.960540653328,9981.258109548184,10938.426958053895,8851.514304637283,3.391178317824956
348,01110000111,204.0,417.0,333.0,406.0,262.0,281.0,568.0,582.0,29319.867347475916,21306.3732656254,14655.546032186858,13776.751272787227,12621.10027546932,7930.314662380749,7541.757534237159,8851.514304637283,2.991041932025656
349,01011101001,204.0,456.0,263.0,381.0,251.0,73.0,121.0,180.0,9068.000210559561,4538.857685106819,3807.312670283419,10880.737491720842,13801.490948714652,7441.99479400755,7225.118859135599,8851.514304637283,3.345350024233681
350,11111100011,203.0,411.0,355.0,381.0,412.0,158.0,102.0,231.0,11637.266936884771,3826.1444948834346,8240.484957599729,14686.927032550948,12439.501710354654,7441.99479400755,11859.557649258433,8808.124528634158,3.30928744941413
351,11100100100,203.0,357.0,239.0,503.0,354.0,162.0,241.0,156.0,7858.933515818287,9040.204149675566,8449.104829944024,9887.818481069511,10805.114624322656,9824.995751668761,10190.008271450208,8808.124528634158,3.3094282241283963
352,10101010111,203.0,117.0,116.0,290.0,234.0,84.0,107.0,66.0,3324.933410538506,4013.700597573799,4381.017319230235,4799.108551481436,3541.1720197359964,5664.510473129107,6735.768179433188,8808.124528634158,3.447483517766846
353,10100100100,203.0,143.0,148.0,459.0,269.0,85.0,142.0,44.0,2216.6222736923373,5326.59331640635,4433.172287316309,6123.000565683212,4328.099135232885,8965.55278333193,7743.254872938152,8808.124528634158,3.4732930088174387
354,00101000010,203.0,213.0,123.0,243.0,173.0,77.0,180.0,123.0,6196.466810549034,6752.01969685312,4015.9325426277155,5088.709929588074,6446.74906157066,4746.469120587492,4979.862799324536,8808.124528634158,3.310246995317296
355,00011100000,203.0,301.0,210.0,347.0,266.0,64.0,222.0,125.0,6297.222368444141,8327.490959452181,3337.9179575087505,8688.041343199151,9110.194683252435,6777.879773019999,7656.898870637727,8808.124528634158,3.340003541130012
356,00011001101,203.0,106.0,86.0,341.0,203.0,81.0,118.0,56.0,2821.1556210629747,4426.324023492601,4224.552414972012,3557.9597881672717,3208.2413170257746,6660.683004610432,5843.422822328791,8808.124528634158,3.4590123032458675
357,00001111100,203.0,289.0,161.0,345.0,280.0,131.0,187.0,112.0,5642.311242125949,7014.59824061963,6832.300819275724,6660.831696452683,8746.997553023102,6738.814183550144,8059.893548039712,8808.124528634158,3.3428962598677168
358,11100100111,202.0,250.0,334.0,266.0,376.0,125.0,214.0,158.0,7959.689073713394,8027.401195147598,6519.371010759279,13818.122898231031,7566.60687977777,5195.723399490836,10823.285621653327,8764.734752631035,3.295112232276312
359,10111101101,202.0,82.0,75.0,357.0,215.0,49.0,172.0,55.0,2770.7778421154217,6451.929932548537,2555.593436217637,3102.8719082854113,2481.8470565671087,6973.207720369279,6188.846831530494,8764.734752631035,3.450223221859909
360,10110000100,202.0,115.0,89.0,355.0,155.0,70.0,199.0,36.0,1813.6000421119124,7464.732887076505,3650.847766025196,3682.074664498688,3480.639164697774,6934.142130899423,4461.726785521983,8764.734752631035,3.415930985042414
361,10001110011,202.0,203.0,204.0,454.0,310.0,181.0,269.0,171.0,8614.600200031584,10090.518324741606,9440.049223579435,8439.81159053632,6144.084786379549,8867.88880965729,8923.453571043967,8764.734752631035,3.2495442668773813
362,01110100100,202.0,541.0,418.0,600.0,329.0,119.0,277.0,465.0,23425.667210612202,10390.60808904619,6206.441202242833,17293.339435510694,16374.137287839094,11719.676840956772,9470.374918946662,8764.734752631035,3.163468735649443
363,01101100010,202.0,482.0,247.0,396.0,265.0,87.0,128.0,221.0,11133.48914740924,4801.43622887333,4537.482223488458,10218.791484619955,14588.41806421154,7734.986715031469,7628.113536537585,8764.734752631035,3.311773184357504
364,01100101111,202.0,244.0,281.0,373.0,220.0,97.0,141.0,230.0,11586.889157937218,5289.082095868277,5059.0319043492,11625.42674970934,7385.008314663103,7285.732436128126,6332.773502031202,8764.734752631035,3.252562489947565
365,00000101011,202.0,277.0,192.0,355.0,223.0,75.0,166.0,164.0,8261.955747398712,6226.862609320099,3911.622606455567,7943.352085210653,8383.800422793769,6934.142130899423,6419.129504331628,8764.734752631035,3.313403432038627
366,11011000111,201.0,193.0,239.0,317.0,336.0,87.0,171.0,158.0,7959.689073713394,6414.418712010464,4537.482223488458,9887.818481069511,5841.4205111884385,6191.895930972161,9671.872257647654,8721.344976627912,3.3255328604276913
367,10111011110,201.0,95.0,116.0,340.0,257.0,134.0,166.0,53.0,2670.0222842203157,6226.862609320099,6988.765723533947,4799.108551481436,2875.3106143155524,6641.150209875504,7397.83086373645,8721.344976627912,3.394394600263871
368,01011000011,201.0,500.0,253.0,377.0,213.0,169.0,163.0,128.0,6448.3557052868,6114.328947705881,8814.189606546544,10467.021237282788,15133.21375955554,7363.8636150678385,6131.27616333021,8721.344976627912,3.320507299275869
369,00000101010,201.0,283.0,198.0,323.0,219.0,104.0,294.0,94.0,4735.511221069994,11028.29883819343,5424.11668095172,8191.581837873486,8565.398987908435,6309.092699381729,6303.98816793106,8721.344976627912,3.2950870394602574
370,10101110011,200.0,204.0,167.0,508.0,299.0,153.0,221.0,103.0,5188.911231597972,8289.979738914108,7979.710117169357,6909.061449115516,6174.35121389866,9922.6597253434,8606.814895942407,8677.955200624787,3.339055772063778
371,10100010110,200.0,130.0,159.0,341.0,260.0,49.0,147.0,72.0,3627.200084223825,5514.149419096715,2555.593436217637,6578.088445565072,3934.63557748444,6660.683004610432,7484.1868660368755,8677.955200624787,3.4403553166010497
372,10001100000,200.0,155.0,109.0,262.0,217.0,106.0,151.0,67.0,3375.311189486059,5664.1943012490065,5528.426617123868,4509.507173374798,4691.296265462217,5117.592220551123,6246.417499730777,8677.955200624787,3.388177969510176
373,00100000100,200.0,156.0,118.0,251.0,133.0,95.0,150.0,143.0,7204.022389500096,5626.683080710934,4954.721968177052,4881.851802369048,4721.562692981328,4902.731478466916,3828.4494353188634,8677.955200624787,3.270154762627824
374,00000100010,200.0,370.0,203.0,281.0,239.0,110.0,192.0,217.0,10931.978031619028,7202.154343309995,5737.046489468165,8398.439965092513,11198.5781820711,5488.715320514755,6879.694849933897,8677.955200624787,3.2464947724515767
375,01101001111,199.0,84.0,71.0,303.0,190.0,94.0,130.0,186.0,9370.26688424488,4876.458669949476,4902.567000090978,2937.3854065101896,2542.3799116053306,5918.43680468317,5469.213479026947,8634.565424621664,3.257509866966467
376,11010001001,198.0,96.0,125.0,343.0,180.0,104.0,92.0,59.0,2972.288957905634,3451.0322895027057,5424.11668095172,5171.453180475685,2905.5770418346638,6699.748594080288,5181.3601380255295,8591.175648618539,3.434552957483851
377,10110101100,198.0,123.0,84.0,424.0,274.0,65.0,142.0,42.0,2115.8667157972313,5326.59331640635,3390.072925594825,3475.2165372796608,3722.7705848506625,8281.904967609453,7887.181543438861,8591.175648618539,3.50230078993426
378,10001010100,198.0,102.0,104.0,294.0,266.0,199.0,204.0,91.0,4584.377884227334,7652.288989766869,10378.838649128771,4302.6490461557705,3087.17560694933,5742.641652068818,7656.898870637727,8591.175648618539,3.2876652484478748
379,01100100101,198.0,492.0,337.0,374.0,252.0,84.0,115.0,309.0,15566.733694793915,4313.790361878382,4381.017319230235,13942.237774562449,14891.08233940265,7305.265230863054,7253.904193235741,8591.175648618539,3.246077939820245
380,00010000101,198.0,269.0,152.0,312.0,148.0,86.0,339.0,132.0,6649.866821077012,12716.30376240671,4485.327255402383,6288.487067458434,8141.6690026408805,6094.231957297521,4260.229446820991,8591.175648618539,3.223202529837791
381,00001011111,198.0,260.0,161.0,242.0,271.0,112.0,220.0,89.0,4483.622326332228,8252.468518376036,5841.356425640313,6660.831696452683,7869.27115496888,4726.936325852565,7800.825541138435,8591.175648618539,3.335060221279748
382,10111101011,197.0,116.0,95.0,271.0,128.0,46.0,122.0,92.0,4634.755663174888,4576.368905644892,2399.1285319594144,3930.304417161521,3510.905592216885,5293.387373165475,3684.522764818154,8547.785872615415,3.3865861738907785
383,10011011001,197.0,213.0,152.0,429.0,316.0,112.0,168.0,106.0,5340.044568440631,6301.885050396245,5841.356425640313,6288.487067458434,6446.74906157066,8379.568941284091,9096.165575644818,8547.785872615415,3.379553502137442
384,10000100001,197.0,142.0,127.0,317.0,159.0,63.0,147.0,91.0,4584.377884227334,5514.149419096715,3285.7629894226766,5254.196431363296,4297.832707713773,6191.895930972161,4576.868121922551,8547.785872615415,3.3723940364378446
385,00110100001,197.0,370.0,209.0,283.0,196.0,112.0,250.0,162.0,8161.2001895036055,9377.805134518223,5841.356425640313,8646.669717755347,11198.5781820711,5527.780909984611,5641.925483627799,8547.785872615415,3.2500211663044865
386,00110000110,197.0,174.0,138.0,210.0,173.0,105.0,152.0,88.0,4433.244547384675,5701.705521787079,5476.271649037794,5709.2843112451565,5266.358388325328,4101.88689433487,4979.862799324536,8547.785872615415,3.333439466611411
387,00101100101,197.0,173.0,170.0,156.0,172.0,58.0,130.0,92.0,4634.755663174888,4876.458669949476,3024.988148992305,7033.176325446932,5236.091960806217,3047.1159786487606,4951.0774652243945,8547.785872615415,3.361976012501712
388,00100000101,197.0,112.0,172.0,235.0,172.0,75.0,105.0,88.0,4433.244547384675,3938.678156497653,3911.622606455567,7115.919576334543,3389.8398821404407,4590.206762708069,4951.0774652243945,8547.785872615415,3.3790042268798044
389,00011100101,197.0,221.0,188.0,282.0,207.0,58.0,84.0,233.0,11738.022494779878,3150.9425251981224,3024.988148992305,7777.865583435431,6688.880481723549,5508.248115249683,5958.5641587293585,8547.785872615415,3.270877058696796
390,00010001111,197.0,109.0,90.0,261.0,218.0,146.0,244.0,94.0,4735.511221069994,9152.737811289784,7614.625340566838,3723.4462899424934,3299.0405995831075,5098.0594258161955,6275.202833830918,8547.785872615415,3.268518027853646
391,00001000101,197.0,149.0,108.0,237.0,133.0,177.0,137.0,167.0,8413.089084241372,5139.037213715986,9231.429351235138,4468.135547930992,4509.69770034755,4629.272352177925,3828.4494353188634,8547.785872615415,3.204032521027248
392,01011001011,196.0,316.0,205.0,488.0,334.0,170.0,239.0,153.0,7707.800178975628,8965.18170859942,8866.344574632618,8481.183215980125,9564.191096039101,9532.00383064484,9614.30158944737,8504.39609661229,3.2971546071073745
393,00111000011,196.0,170.0,138.0,223.0,173.0,61.0,118.0,68.0,3425.6889684336124,4426.324023492601,3181.453053250528,5709.2843112451565,5145.292678248883,4355.813225888934,4979.862799324536,8504.39609661229,3.4178208504285634
394,00011011100,196.0,333.0,196.0,486.0,296.0,243.0,417.0,253.0,12745.57807373094,15642.178964376395,12673.657244916038,8108.838586985875,10078.72036386399,9492.938241174985,8520.458893641982,8504.39609661229,3.1509315923866374
395,00011000110,196.0,93.0,87.0,189.0,150.0,70.0,149.0,182.0,9168.755768454668,5589.171860172861,3650.847766025196,3599.331413611077,2814.7777592773305,3691.698204901383,4317.800115021274,8504.39609661229,3.2195013280831346
396,11100010101,195.0,317.0,245.0,406.0,339.0,85.0,182.0,180.0,9068.000210559561,6827.042137929266,4433.172287316309,10136.048233732343,9594.457523558212,7930.314662380749,9758.22825994808,8461.006320609167,3.3227722070627435
397,11001111101,195.0,404.0,346.0,475.0,501.0,204.0,154.0,211.0,10629.71135793371,5776.727962863225,10639.613489559142,14314.582403556698,12227.636717720876,9278.077499090778,14421.452384171056,8461.006320609167,3.3130250747913808
398,10101101011,195.0,90.0,72.0,254.0,171.0,53.0,76.0,48.0,2418.13338948255,2850.8527608935397,2764.213308561934,2978.757031953995,2723.978476719997,4961.3298626717,4922.292131124253,8461.006320609167,3.517138215797519
399,10011101100,195.0,104.0,79.0,340.0,250.0,96.0,128.0,52.0,2619.644505272762,4801.43622887333,5006.876936263126,3268.358410060633,3147.7084619875523,6641.150209875504,7196.333525035458,8461.006320609167,3.454124121188405
400,10001001011,195.0,80.0,75.0,355.0,213.0,83.0,119.0,61.0,3073.0445158007406,4463.8352440306735,4328.862351144161,3102.8719082854113,2421.3142015288863,6934.142130899423,6131.27616333021,8461.006320609167,3.448976166979927
401,10001001001,195.0,60.0,61.0,347.0,181.0,49.0,184.0,35.0,1763.2222631643592,6902.064579005411,2555.593436217637,2523.6691520721347,1815.9856511466648,6777.879773019999,5210.145472125671,8461.006320609167,3.4541903005022836
402,00010001011,195.0,198.0,105.0,348.0,177.0,81.0,125.0,46.0,2317.377831587444,4688.9025672591115,4224.552414972012,4344.0206715995755,5992.752648783994,6797.412567754927,5095.004135725104,8461.006320609167,3.4540821506333175
403,11100101110,194.0,207.0,163.0,356.0,330.0,72.0,118.0,73.0,3677.577863171378,4426.324023492601,3755.1577021973444,6743.574947340294,6265.150496455994,6953.674925634351,9499.160253046804,8417.616544606044,3.4625597764035834
