Antigen,Num_Sequences,Num_Parameters,Term,Coefficient,StdError,pValue,CI_Lower,CI_Upper
H1,1887,562,"83,85,112.1",0.08812733823523708,0.07570544753388056,0.24460040126975327,-0.2094700407224939,0.3857247171929681
H1,1887,562,"83,87,112.1",0.16036245099075883,0.07427769053856682,0.03103243356538621,-0.13162242908564956,0.4523473310671672
H1,1887,562,"84,85,87",-0.5737326830692531,0.07371984999435896,1.422068497092983e-14,-0.8635246973844715,-0.28394066875403473
H1,1887,562,"84,85,112.1",-0.04157652161293249,0.0734971247444548,0.5717009331468629,-0.33049300513402247,0.24733996190815746
H1,1887,562,"84,87,112.1",0.05854944360047114,0.07331072368315159,0.4246378243580966,-0.2296342991590778,0.3467331863600201
H1,1887,562,"85,87,112.1",0.14028666347782298,0.07069792744598073,0.04742721847925319,-0.13762620265049436,0.4181995296061403
H1,1887,562,"29,35,65,66",0.0349315637776359,0.046598293014725144,0.45360954582693136,-0.14824587347191465,0.21810900102718644
H1,1887,562,"29,35,65,69",0.05653482790138453,0.04655492899714789,0.22482351455884128,-0.12647214581624788,0.23954180161901695
H1,1887,562,"29,35,65,82",0.004649084904837467,0.046884171713119996,0.9210253790645921,-0.17965213873147318,0.18895030854114808
H1,1887,562,"29,35,65,83",0.17110727947385668,0.04709601613670724,0.00029067123608014995,-0.014026702534011837,0.3562412614817252
H1,1887,562,"29,35,65,84",0.013658417627543676,0.04710601120122514,0.771899374988798,-0.17151485488186646,0.19883169013695384
H1,1887,562,"29,35,65,85",-0.07965661615512423,0.046884305857661665,0.08955320351069038,-0.2639583671123253,0.10464513480207682
H1,1887,562,"29,35,65,87",0.021442202662674867,0.04662103864270921,0.6456451822405008,-0.16182464742956149,0.2047090527549112
H1,1887,562,"29,35,65,112.1",0.011041929050733618,0.04659096292084031,0.8126955763317327,-0.17210669367095005,0.19419055177241729
H1,1887,562,"29,35,66,69",0.036880624238671306,0.04659757808754734,0.4288109433246434,-0.1462940026390871,0.2200552511164297
H1,1887,562,"29,35,66,82",0.16142479130976636,0.046923883644857445,0.0005994800353093381,-0.023032539544497438,0.34588212216403014
H1,1887,562,"29,35,66,83",0.42839563605537,0.0471295763910846,3.5243026931653858e-19,0.24312972901350194,0.6136615430972381
H1,1887,562,"29,35,66,84",-0.08299423121757565,0.04717279659935323,0.07874606976048551,-0.2684300364783664,0.10244157404321508
H1,1887,562,"29,35,66,85",0.2548910652329409,0.04692143141433771,6.612615741475231e-08,0.07044337407303261,0.43933875639284925
H1,1887,562,"29,35,66,87",0.13553023135718162,0.04666860157892831,0.00374418505732705,-0.047923588175371484,0.3189840508897347
H1,1887,562,"29,35,66,112.1",0.0008260110699649381,0.04663065816632217,0.9858697543345611,-0.18247865327616322,0.1841306754160931
H1,1887,562,"29,35,69,82",0.003909353422163642,0.04688742927904639,0.933564027285797,-0.18040467567416416,0.18822338251849144
H1,1887,562,"29,35,69,83",0.02775336335354983,0.04718000021300925,0.55646861631674,-0.1577107592425568,0.21321748594965645
H1,1887,562,"29,35,69,84",-0.0312582763227445,0.04718057040894999,0.5077504620951407,-0.21672464035355607,0.15420808770806707
H1,1887,562,"29,35,69,85",0.06471194871369287,0.046887267471383325,0.16777008237662316,-0.11960144431828298,0.24902534174566873
H1,1887,562,"29,35,69,87",0.09967258977567195,0.046676636208137376,0.032912517577069096,-0.08381281380626471,0.2831579933576086
H1,1887,562,"29,35,69,112.1",0.0326987715998604,0.046597355451038214,0.48297067052953213,-0.150474980095943,0.2158725232956638
H1,1887,562,"29,35,82,83",0.7223404623195683,0.04873527918512245,4.209294441941359e-46,0.5307625531899123,0.9139183714492243
H1,1887,562,"29,35,82,84",-0.3348087618588062,0.04885337611477605,1.1023243766054813e-11,-0.5268509088719002,-0.14276661484571213
H1,1887,562,"29,35,82,85",-0.02560083495893957,0.0481266769709025,0.5948519734481776,-0.2147863346956166,0.16358466477773742
H1,1887,562,"29,35,82,87",0.2933504381230727,0.04699614555191359,5.803642619359821e-10,0.10860904641402339,0.47809182983212206
H1,1887,562,"29,35,82,112.1",0.2255653252263148,0.046886098852655066,1.6744246524044966e-06,0.041256526023209394,0.40987412442942023
H1,1887,562,"29,35,83,84",0.22425525789644293,0.04806952611715894,3.3947950081232825e-06,0.03529441761074756,0.41321609818213834
H1,1887,562,"29,35,83,85",0.9986725867859204,0.048743939292104944,2.928052218867926e-81,0.8070606348598286,1.1902845387120122
H1,1887,562,"29,35,83,87",0.2748248435680384,0.047215687835832916,7.345181882883657e-09,0.08922043327323212,0.4604292538628446
H1,1887,562,"29,35,83,112.1",0.3935296547574691,0.04709004585683257,1.6062776991387415e-16,0.20841914186180088,0.5786401676531373
H1,1887,562,"29,35,84,85",-0.42825406234166313,0.04884518226349456,5.4928787955401545e-18,-0.6202639994049535,-0.23624412527837285
H1,1887,562,"29,35,84,87",-0.3057301205087381,0.047245657461351696,1.3663740062361276e-10,-0.4914523411103752,-0.12000789990710098
H1,1887,562,"29,35,84,112.1",-0.11612314699678876,0.04710508835152463,0.013819964328046655,-0.3012927917929895,0.06904649779941198
H1,1887,562,"29,35,85,87",0.4676136394677221,0.04700044439815039,1.5348893283032866e-22,0.28285534903586895,0.6523719298995753
H1,1887,562,"29,35,85,112.1",0.23747729777676513,0.04688781312441467,4.6653398571834766e-07,0.05316175978802273,0.4217928357655075
H1,1887,562,"29,35,87,112.1",0.14388340239413594,0.04664778727981745,0.0020813795578927706,-0.039488596330773645,0.3272554011190455
H1,1887,562,"29,65,66,69",0.06876308238219861,0.04661797550048455,0.1404410653811046,-0.11449172652770373,0.25201789129210095
H1,1887,562,"29,65,66,82",0.013599216553895732,0.04691664520978005,0.7719693847742886,-0.17082966008238296,0.19802809319017442
H1,1887,562,"29,65,66,83",0.020745399352626787,0.04712115041620024,0.6598230494815425,-0.16448738526380913,0.2059781839690627
H1,1887,562,"29,65,66,84",0.028097750674889233,0.04716568695977976,0.5514610941500953,-0.1573101066617914,0.21350560801156987
H1,1887,562,"29,65,66,85",0.014457294890864447,0.04691451046271736,0.758007089212331,-0.16996319007544478,0.19887777985717367
H1,1887,562,"29,65,66,87",0.011884993630100954,0.04667398654888735,0.7990418391798002,-0.171589994167059,0.1953599814272609
H1,1887,562,"29,65,66,112.1",0.0821134333931278,0.046656469458777335,0.07864562546893096,-0.10129269489294643,0.265519561679202
H1,1887,562,"29,65,69,82",-0.0547245645722072,0.046887186226906546,0.2433582052665898,-0.23903763823293395,0.12958850908851954
H1,1887,562,"29,65,69,83",-0.06612300900278403,0.047158264307279936,0.1611043780684775,-0.2515016879645812,0.11925566995901316
H1,1887,562,"29,65,69,84",0.05355813029542163,0.04718053660213476,0.25650761765534247,-0.13190810084112764,0.23902436143197087
H1,1887,562,"29,65,69,85",-0.07983504853491104,0.046886975956235304,0.08885638852182223,-0.2641472956236714,0.10447719855384933
H1,1887,562,"29,65,69,87",-0.007366747697265558,0.04661042197128386,0.8744419809023694,-0.19059186375724452,0.1758583683627134
H1,1887,562,"29,65,69,112.1",0.07969695240361292,0.04658312980870484,0.08734206049983016,-0.10342087843034621,0.26281478323757207
H1,1887,562,"29,65,82,83",0.22950447409708036,0.04869340574219831,2.694996190733224e-06,0.03809116906485854,0.42091777912930217
H1,1887,562,"29,65,82,84",-0.0865790173744323,0.048774135029502966,0.07611073134102925,-0.27830966845095617,0.10515163370209155
H1,1887,562,"29,65,82,85",0.02534338186149987,0.048058468938159,0.5980424792736038,-0.1635739927609409,0.21426075648394063
H1,1887,562,"29,65,82,87",0.02468322759458022,0.04690634063843691,0.5988208638304174,-0.15970514187183296,0.2090715970609934
H1,1887,562,"29,65,82,112.1",-0.02015554245043988,0.04683473030384076,0.6670076897261468,-0.2042624123870793,0.16395132748619953
H1,1887,562,"29,65,83,84",-0.0572145539567151,0.048029825425466986,0.23377676884735307,-0.246019331208967,0.1315902232955368
H1,1887,562,"29,65,83,85",0.11138745645263906,0.048701734359293314,0.022344989566782873,-0.08005858829249055,0.30283350119776864
H1,1887,562,"29,65,83,87",0.0681353279254093,0.047112038282146745,0.14834631516615254,-0.11706163698056496,0.2533322928313836
H1,1887,562,"29,65,83,112.1",0.0038926956144586244,0.047067218554048815,0.934098578988219,-0.18112808337567948,0.18891347460459673
H1,1887,562,"29,65,84,85",-0.06634237822691887,0.048767412048164566,0.17394000500461418,-0.2580466013290992,0.12536184487526147
H1,1887,562,"29,65,84,87",0.027378271826578593,0.04717142102731636,0.5617438947067668,-0.15805212607389563,0.2128086697270528
H1,1887,562,"29,65,84,112.1",0.04599218800492852,0.047098967537589326,0.3289945080891624,-0.13915339593114165,0.2311377719409987
H1,1887,562,"29,65,85,87",-0.03388900453560391,0.04690961187235572,0.4701564050104582,-0.21829023319077967,0.15051222411957188
H1,1887,562,"29,65,85,112.1",0.010905393150584697,0.046830550217790444,0.8158989354772533,-0.17318504490839048,0.19499583120955988
H1,1887,562,"29,65,87,112.1",-0.00986575559340866,0.04658452181486521,0.8323098098993318,-0.19298905839006417,0.17325754720324685
H1,1887,562,"29,66,69,82",0.013055876255211832,0.046909847646926885,0.7808113370093663,-0.17134627922751322,0.19745803173793686
H1,1887,562,"29,66,69,83",-0.014878394710724607,0.047159319372690287,0.752437698547662,-0.20026122112440245,0.17050443170295324
H1,1887,562,"29,66,69,84",0.025340768697491745,0.047199977052527105,0.5914399835318834,-0.16020188266073218,0.21088342005571567
H1,1887,562,"29,66,69,85",0.008858157491399773,0.04690689929692848,0.8502428191672449,-0.1755324080561177,0.19324872303891727
H1,1887,562,"29,66,69,87",0.05446102530704475,0.04667907069251584,0.24353669044436418,-0.12903394820933844,0.23795599882342794
H1,1887,562,"29,66,69,112.1",-0.007740098689662245,0.046590026122819456,0.8680783420497773,-0.19088503886742467,0.17540484148810018
H1,1887,562,"29,66,82,83",0.02662597954389609,0.04887884828185094,0.5860280172030721,-0.165516298310568,0.21876825739836017
H1,1887,562,"29,66,82,84",0.0077940865378981206,0.04902439897944027,0.8737058449561264,-0.18492034969511156,0.2005085227709078
H1,1887,562,"29,66,82,85",-0.09606442642679842,0.048219325422212175,0.04654973847037831,-0.2856141263257149,0.09348527347211806
H1,1887,562,"29,66,82,87",0.04832283869329909,0.04699321970114403,0.30399929880223325,-0.13640705152479277,0.23305272891139095
H1,1887,562,"29,66,82,112.1",0.12274276011092787,0.046940919839309835,0.009028354115913849,-0.06178153985826225,0.307267060080118
H1,1887,562,"29,66,83,84",0.12493439677819895,0.048147101508603796,0.009567761182278948,-0.06433139161780616,0.31420018517420406
H1,1887,562,"29,66,83,85",0.08453568463915234,0.04888098557030331,0.08396710709142245,-0.10761499487545936,0.276686364153764
H1,1887,562,"29,66,83,87",0.06741819765374168,0.047228512455309346,0.15367452423217484,-0.11823662609566582,0.2530730214031492
H1,1887,562,"29,66,83,112.1",0.06801940047775604,0.04711404788061611,0.1490546963241776,-0.11718546414028283,0.2532242650957949
H1,1887,562,"29,66,84,85",-0.029303024556963625,0.04902271317801743,0.5501130159431991,-0.22201083392095367,0.16340478480702642
H1,1887,562,"29,66,84,87",-0.006561256340885377,0.0473356816007776,0.8897784432501147,-0.19263736096023582,0.1795148482784651
H1,1887,562,"29,66,84,112.1",-0.04130248730651541,0.04716575662634143,0.3813583836176546,-0.22671061850177332,0.14410564388874253
H1,1887,562,"29,66,85,87",0.003898360619407487,0.046998701865034846,0.933906899440812,-0.18085307993169303,0.188649801170508
H1,1887,562,"29,66,85,112.1",0.020991888848086587,0.046944665316133984,0.654830897543561,-0.1635471345541209,0.20553091225029407
H1,1887,562,"29,66,87,112.1",0.05117823896620402,0.04669735597249331,0.27329726657517106,-0.1323886138081727,0.23474509174058075
H1,1887,562,"29,69,82,83",-0.07609440283097524,0.04888843823528202,0.1198302424978841,-0.2682743786992334,0.1160855730372829
H1,1887,562,"29,69,82,84",0.080272228525465,0.048958812125619644,0.10132846046143228,-0.11218438642219575,0.27272884347312576
H1,1887,562,"29,69,82,85",0.048815315392487374,0.04819825946266568,0.31133943599989883,-0.14065157442405743,0.23828220520903218
H1,1887,562,"29,69,82,87",5.398426144753721e-05,0.047054237591619814,0.9990847780086991,-0.1849157666914613,0.18502373521435636
H1,1887,562,"29,69,82,112.1",-0.04656198507776291,0.04683307031427479,0.32030135268218385,-0.23066232961154132,0.1375383594560155
H1,1887,562,"29,69,83,84",0.01683148684030411,0.04817646231396589,0.7268658812212214,-0.17254971859640916,0.20621269227701738
H1,1887,562,"29,69,83,85",0.014104171029509227,0.04888695873975814,0.7730047188233888,-0.1780699889562143,0.20627833101523274
H1,1887,562,"29,69,83,87",-0.006940749297084381,0.04726722251912468,0.8832801431141564,-0.19274774193137398,0.17886624333720522
H1,1887,562,"29,69,83,112.1",0.05158873624200863,0.04713085391328823,0.273897327004988,-0.1336821927272338,0.23685966521125107
H1,1887,562,"29,69,84,85",0.0009121245414733664,0.04896267767995914,0.9851398921421638,-0.1915596858627513,0.19338393494569805
H1,1887,562,"29,69,84,87",-0.028837060420045427,0.04730038987771466,0.542192920682709,-0.21477443361881043,0.15710031277871955
H1,1887,562,"29,69,84,112.1",-0.024282944780846208,0.04714549054784372,0.6065942131958204,-0.20961141021836627,0.16104552065667382
H1,1887,562,"29,69,85,87",-0.040128082788012526,0.047059849252865785,0.3939780366442315,-0.22511989312677536,0.1448637275507503
H1,1887,562,"29,69,85,112.1",-0.043723119874984326,0.0468317465818198,0.35066933307936643,-0.2278182608293391,0.1403720210793704
H1,1887,562,"29,69,87,112.1",0.053655047171289785,0.04662533441211346,0.25003440190071485,-0.1296286895487515,0.2369387838913311
H1,1887,562,"29,82,83,84",-0.0011607334467605701,0.05175920109914903,0.982111800671284,-0.2046256502502621,0.20230418335674097
H1,1887,562,"29,82,83,85",-0.2688692782892988,0.05023364872804146,1.021964439362021e-07,-0.4663372635390811,-0.07140129303951648
H1,1887,562,"29,82,83,87",-0.1907785720629659,0.04912608780480981,0.00010806356360029574,-0.3838927460808387,0.002335601954906924
H1,1887,562,"29,82,83,112.1",-0.06774493147917385,0.04861895421798725,0.16373702278701296,-0.2588655682928411,0.12337570533449338
H1,1887,562,"29,82,84,85",-0.13016286879843209,0.050331948907121365,0.009813088345128954,-0.3280172710974256,0.06769153350056142
H1,1887,562,"29,82,84,87",0.05219571623100186,0.0492706370709003,0.2896254785279788,-0.14148667954792113,0.24587811200992485
H1,1887,562,"29,82,84,112.1",0.12365674247987306,0.0487105879202898,0.011243318537933356,-0.06782410552754252,0.3151375904872886
H1,1887,562,"29,82,85,87",0.16764902888075006,0.04836370588501071,0.0005443031169296426,-0.02246822921511546,0.3577662869766156
H1,1887,562,"29,82,85,112.1",-0.02369863836601449,0.04804697667203541,0.6219255242283194,-0.21257083700194337,0.1651735602699144
H1,1887,562,"29,82,87,112.1",0.0026674995068455,0.046906833325849225,0.9546588904722109,-0.18172280670900018,0.18705780572269118
H1,1887,562,"29,83,84,85",-0.26788114372570543,0.051762113288944485,2.627235277094669e-07,-0.4713575083190079,-0.06440477913240292
H1,1887,562,"29,83,84,87",-0.374095506908535,0.048273761371082115,1.8263067895236788e-14,-0.5638591939937437,-0.18433181982332625
H1,1887,562,"29,83,84,112.1",-0.01760872366314277,0.04799269104591845,0.7137490055668,-0.20626752603006132,0.1710500787037758
H1,1887,562,"29,83,85,87",0.27459875491662955,0.04913111201889122,2.7677543835957943e-08,0.08146483076200098,0.46773267907125815
H1,1887,562,"29,83,85,112.1",0.016294943598990558,0.048619238159329094,0.7375617946457111,-0.17482680938533363,0.20741669658331474
H1,1887,562,"29,83,87,112.1",0.020349030658001588,0.0471119022783714,0.6658627712994449,-0.16484739961845274,0.20554546093445591
H1,1887,562,"29,84,85,87",0.24410253320520525,0.049265184046774886,8.171954744681093e-07,0.05044157321115611,0.4377634931992544
H1,1887,562,"29,84,85,112.1",0.05844544396424727,0.04871075259735043,0.23041331135394535,-0.13303605138709418,0.24992693931558874
H1,1887,562,"29,84,87,112.1",-0.043471002904308595,0.04716651632521429,0.35687913524298787,-0.22888212046845707,0.14194011465983986
H1,1887,562,"29,85,87,112.1",-0.04672215848852204,0.046916895266825645,0.3195051857942642,-0.23115201809661826,0.13770770111957417
H1,1887,562,"35,65,66,69",0.04017111107599311,0.046613946099425055,0.3889628172827684,-0.14306785829748037,0.22341008044946659
H1,1887,562,"35,65,66,82",-0.057740296579648256,0.04693137342954467,0.21879815552084964,-0.24222706970477215,0.1267464765454756
H1,1887,562,"35,65,66,83",-0.05702480306921291,0.047156688635300134,0.22677783758516462,-0.2423972880797614,0.1283476819413356
H1,1887,562,"35,65,66,84",0.007301722346072209,0.04720656248973915,0.8771003069467387,-0.17826681630187047,0.19287026099401489
H1,1887,562,"35,65,66,85",-0.062366622027982,0.04693307870503595,0.18412906036756121,-0.24686009857449942,0.1221268545185354
H1,1887,562,"35,65,66,87",-0.05059569522677008,0.04671488799202925,0.27897249180216804,-0.2342314661996608,0.13304007574612065
H1,1887,562,"35,65,66,112.1",0.03256770543956957,0.0465783470319688,0.484548088524149,-0.15053132434549346,0.21566673522463262
H1,1887,562,"35,65,69,82",0.0036144660814446464,0.04686806967902114,0.9385397166264151,-0.18062346061521628,0.18785239277810556
H1,1887,562,"35,65,69,83",0.0040836934116840334,0.047161214172659414,0.9310104325433577,-0.18130658144226897,0.18947396826563706
H1,1887,562,"35,65,69,84",0.03260944856400412,0.04718424599126784,0.4896182175113414,-0.15287136414519942,0.21809026127320763
H1,1887,562,"35,65,69,85",-0.01223402742111613,0.046869483417236076,0.7941150990837464,-0.19647751150896886,0.17200945666673662
H1,1887,562,"35,65,69,87",0.015971579555862765,0.0466642893266489,0.732205326024881,-0.16746528855486323,0.19940844766658875
H1,1887,562,"35,65,69,112.1",-0.00019202651468046283,0.046554747967984124,0.9967095590126462,-0.1831982886084284,0.18281423557906745
H1,1887,562,"35,65,82,83",0.008552290429854115,0.04870027586657694,0.86062661407425,-0.1828880209945732,0.19999260185428144
H1,1887,562,"35,65,82,84",-0.046166955897923495,0.04879086689136745,0.3442082630427721,-0.23796337976092646,0.14562946796507947
H1,1887,562,"35,65,82,85",-0.01901209270842942,0.04810290512448758,0.6927309215113231,-0.2081041455477362,0.17007996013087734
H1,1887,562,"35,65,82,87",-0.006452522314118428,0.04700986658198523,0.8908470138041324,-0.19124785125911226,0.17834280663087543
H1,1887,562,"35,65,82,112.1",-0.022955027765198463,0.046828502368722866,0.6240781326350624,-0.20703741574937895,0.16112736021898205
H1,1887,562,"35,65,83,84",-0.03221705292292287,0.048088193248547025,0.5030015246260149,-0.22125127352079813,0.15681716767495238
H1,1887,562,"35,65,83,85",0.026047154831343372,0.048696173523931054,0.5928148403033768,-0.16537703032398746,0.2174713399866742
H1,1887,562,"35,65,83,87",0.02664418739771815,0.04720665194677927,0.5725666141784087,-0.15892470290498037,0.21221307770041667
H1,1887,562,"35,65,83,112.1",-0.047219801269332284,0.0470486571597158,0.3157365729352126,-0.232167615598627,0.13772801305996243
H1,1887,562,"35,65,84,85",-0.052017775076461714,0.048793368901838725,0.28658039528399293,-0.2438240343183262,0.13978848416540277
H1,1887,562,"35,65,84,87",-0.015378904345616923,0.04726107804225478,0.7449273367825489,-0.2011617431010099,0.17040393440977605
H1,1887,562,"35,65,84,112.1",0.01601559048017119,0.04706559450655197,0.7336978559565699,-0.16899880439503057,0.20102998535537298
H1,1887,562,"35,65,85,87",-0.011269440679393727,0.0470094758438572,0.810578980049697,-0.1960632336366014,0.17352435227781393
H1,1887,562,"35,65,85,112.1",0.015176717800946177,0.046833447246479074,0.7459458419774454,-0.16892510844966627,0.19927854405155862
H1,1887,562,"35,65,87,112.1",-0.0044103698891135995,0.04662300290982337,0.9246496840553834,-0.18768494149629755,0.17886420171807038
H1,1887,562,"35,66,69,82",0.03627524444423259,0.04689175763835176,0.4393081314959063,-0.1480557993904849,0.22060628827895012
H1,1887,562,"35,66,69,83",0.002212489935949552,0.04714311749491039,0.9625750178439062,-0.18310664705353813,0.18753162692543723
H1,1887,562,"35,66,69,84",0.026702678932680204,0.04717656170211304,0.5714788898694669,-0.15874792691049033,0.21215328477585077
H1,1887,562,"35,66,69,85",-0.03901383685355553,0.046892335172160675,0.40556591591453106,-0.22334715096806654,0.14531947726095548
H1,1887,562,"35,66,69,87",-0.011714069582468137,0.04673658291390326,0.8021311061652688,-0.19543512308253114,0.17200698391759484
H1,1887,562,"35,66,69,112.1",-0.03563511182537148,0.04657394206179709,0.4443305013390215,-0.2187168257154733,0.14744660206473031
H1,1887,562,"35,66,82,83",-0.1351507695058804,0.0486638652060873,0.005559700731060642,-0.32644795097756574,0.056146411965804915
H1,1887,562,"35,66,82,84",0.06991034557566075,0.048832600067084245,0.15248480569261966,-0.12205013099574663,0.26187082214706814
H1,1887,562,"35,66,82,85",0.09700533904465514,0.048107779833491106,0.043957851670487096,-0.09210587622839833,0.2861165543177086
H1,1887,562,"35,66,82,87",0.0413642119074641,0.04702971930105146,0.3792715794056233,-0.14350915788335727,0.22623758169828545
H1,1887,562,"35,66,82,112.1",0.051801085110308065,0.04683599063189597,0.2689228587070467,-0.13231073916367525,0.23591290938429138
H1,1887,562,"35,66,83,84",-0.010057832052351418,0.04803139572496069,0.8341672433347938,-0.19886878213666134,0.1787531180319585
H1,1887,562,"35,66,83,85",0.0033511593296271375,0.048674690598108916,0.9451209292089204,-0.18798857665295227,0.19469089531220657
H1,1887,562,"35,66,83,87",0.1066626458220813,0.0472458079934114,0.024132144784853097,-0.07906016651962046,0.2923854581637831
H1,1887,562,"35,66,83,112.1",-0.050017272714780917,0.047046819932981,0.28791298852862707,-0.23495786492362541,0.1349233194940636
H1,1887,562,"35,66,84,85",0.0689030329346931,0.04882136262215114,0.1583822211483004,-0.12301326934982723,0.2608193352192134
H1,1887,562,"35,66,84,87",-0.013286424789119865,0.04733179640650441,0.7789780191760307,-0.1993472567475178,0.17277440716927805
H1,1887,562,"35,66,84,112.1",0.017572932266725308,0.047094833042676955,0.7091044678007499,-0.16755639901000108,0.20270226354345172
H1,1887,562,"35,66,85,87",-0.04575843972016552,0.047029612141522716,0.33074539709061035,-0.2306313882679202,0.13911450882758916
H1,1887,562,"35,66,85,112.1",0.0007269046010823094,0.04684043395685313,0.987620668804994,-0.18340238634015132,0.18485619554231597
H1,1887,562,"35,66,87,112.1",-0.021481067318660382,0.04663039838010129,0.645113413768994,-0.20478471044767743,0.1618225758103567
H1,1887,562,"35,69,82,83",0.018606157224253322,0.048864148635965485,0.7034326007979359,-0.17347833646500707,0.21069065091351372
H1,1887,562,"35,69,82,84",0.024470233574969184,0.04896034383320096,0.6173010002981589,-0.16799240250031683,0.2169328696502552
H1,1887,562,"35,69,82,85",0.005945546346543484,0.048286256227908116,0.9020218516342602,-0.18386725789949052,0.19575835059257748
H1,1887,562,"35,69,82,87",0.003997089853782783,0.04710291707125242,0.9323865868826152,-0.18116401966075674,0.1891581993683223
H1,1887,562,"35,69,82,112.1",0.028623338178377575,0.04679534376775055,0.5408606196434653,-0.1553287036674375,0.21257538002419263
H1,1887,562,"35,69,83,84",0.0016145721236406063,0.04824996544063039,0.9733106831739898,-0.18805557339008316,0.19128471763736438
H1,1887,562,"35,69,83,85",0.03691952248260637,0.048869106236863344,0.4500966503877265,-0.1551844594876322,0.22902350445284497
H1,1887,562,"35,69,83,87",0.04555014455862498,0.0473241748314452,0.3359674782068417,-0.14048072706224063,0.23158101617949062
H1,1887,562,"35,69,83,112.1",0.022719490543219353,0.04712459992930541,0.6298036692318201,-0.16252685407572914,0.20796583516216788
H1,1887,562,"35,69,84,85",0.030654293049169105,0.0489530068863545,0.5312926940744092,-0.1617795015593244,0.22308808765766264
H1,1887,562,"35,69,84,87",0.02830937942232887,0.047370309268091895,0.5501965480394059,-0.15790284622090883,0.21452160506556656
H1,1887,562,"35,69,84,112.1",-0.050256681902168296,0.04713218329489021,0.28648580172401117,-0.23553283665757635,0.13501947285323973
H1,1887,562,"35,69,85,87",-0.08696484835138657,0.047109397855223195,0.06511236930881147,-0.2721514337647698,0.09822173706199666
H1,1887,562,"35,69,85,112.1",-0.005799395207784511,0.046793284777682034,0.901384363060358,-0.18974334318363845,0.1781445527680694
H1,1887,562,"35,69,87,112.1",0.03282694239309859,0.046629944231733084,0.4815636619500133,-0.15047491548309405,0.2161288002692912
H1,1887,562,"35,82,83,84",-0.19805241747342206,0.051747831899962266,0.0001356182001546499,-0.4014726420653451,0.005367807118500989
H1,1887,562,"35,82,83,85",-0.2362397764500125,0.050112893799375495,2.683363507830622e-06,-0.4332330752480552,-0.03924647765196984
H1,1887,562,"35,82,83,87",-0.3125603930897824,0.04916832515186642,2.825295126263238e-10,-0.5058406017086996,-0.11928018447086516
H1,1887,562,"35,82,83,112.1",-0.19185622541473918,0.048458378380641515,7.919707762172149e-05,-0.3823456401714118,-0.0013668106580665695
H1,1887,562,"35,82,84,85",-0.1761256807677232,0.05025301745223317,0.0004722236290432241,-0.37366980428418217,0.02141844274873575
H1,1887,562,"35,82,84,87",0.10859337360314017,0.04933939019361427,0.027911757259566926,-0.08535929003339873,0.3025460372396791
H1,1887,562,"35,82,84,112.1",0.058027177559351856,0.048540547554278904,0.23213015484614904,-0.1327852434208117,0.2488395985395154
H1,1887,562,"35,82,85,87",0.11138046368100174,0.048371742942828734,0.02145608095165113,-0.07876838801108557,0.301529315373089
H1,1887,562,"35,82,85,112.1",0.06261688946933566,0.047946774824989755,0.1917905736509716,-0.12586141667907882,0.2510951956177502
H1,1887,562,"35,82,87,112.1",0.0029909732764310665,0.046897154387966225,0.9491571836146858,-0.18136128512860433,0.1873432316814665
H1,1887,562,"35,83,84,85",0.001471581703668734,0.05175865534181771,0.9773221978597942,-0.20199118973306412,0.2049343531404016
H1,1887,562,"35,83,84,87",-0.03656269161648534,0.04830192642205762,0.44920759416798617,-0.22643709524352248,0.1533117120105518
H1,1887,562,"35,83,84,112.1",-0.07308692901337277,0.04789257385821088,0.12723363848221114,-0.26135217168781266,0.11517831366106715
H1,1887,562,"35,83,85,87",0.2768492745375646,0.049165880710673494,2.1858183987243587e-08,0.08357867499323485,0.4701198740818943
H1,1887,562,"35,83,85,112.1",0.027560236814904215,0.04846341692234566,0.5696688408336865,-0.16294898440026997,0.2180694580300784
H1,1887,562,"35,83,87,112.1",-0.003060839222336964,0.047088863869591505,0.9481827390822839,-0.18816670573764074,0.18204502729296682
H1,1887,562,"35,84,85,87",0.370043744091389,0.04934226838993142,1.1683047427262475e-13,0.17607976629308217,0.5640077218896958
H1,1887,562,"35,84,85,112.1",0.0869378948485503,0.048535067315897754,0.073483150597806,-0.10385298336776438,0.277728773064865
H1,1887,562,"35,84,87,112.1",0.014266225611883981,0.047127060858614574,0.7621520361001496,-0.1709897928962768,0.19952224412004477
H1,1887,562,"35,85,87,112.1",0.03063298077379431,0.04690108723273917,0.5137792754537548,-0.15373473760584536,0.21500069915343398
H1,1887,562,"65,66,69,82",-0.03632635747852547,0.04693288002710364,0.43906498389624504,-0.22081905302402066,0.14816633806696972
H1,1887,562,"65,66,69,83",-0.06891907926984386,0.047198260335051985,0.14447112826505745,-0.25445498222834695,0.1166168236886592
H1,1887,562,"65,66,69,84",0.05341302496000505,0.04723376453809013,0.2583342584602575,-0.13226244467580228,0.23908849459581238
H1,1887,562,"65,66,69,85",-0.037540762982017695,0.04693078698031465,0.42390191882838646,-0.22202523078091432,0.14694370481687893
H1,1887,562,"65,66,69,87",0.005711299098288464,0.04663747484464502,0.9025520383491833,-0.17762016154411903,0.18904275974069595
H1,1887,562,"65,66,69,112.1",0.02583694452410032,0.04656800064293812,0.5791101585459153,-0.1572214137061736,0.20889530275437423
H1,1887,562,"65,66,82,83",0.020477128759297566,0.04878517693704938,0.6747428706621019,-0.1712969279485454,0.21225118546714056
